alpha,avg_drawdown,avg_drawdown_r,avg_holding_bars,avg_loss,avg_loss_r,avg_pnl,avg_r_multiple,avg_trade_return,avg_win,avg_win_r,best_month,best_trade,best_trade_r,beta,cagr,cagr_pct,calmar_ratio,cvar_95,expectancy,expectancy_r,exposure_pct,gate_pass,gross_loss,gross_profit,losing_trades,max_consecutive_losses,max_consecutive_wins,max_drawdown,max_drawdown_duration,max_drawdown_pct,max_drawdown_r,median_pnl,median_r_multiple,median_trade_return,payoff_ratio,profit_factor,profitable_months,recovery_factor,selected,sharpe_ratio,sortino_ratio,test_end,test_start,total_fees,total_months,total_return,total_return_pct,total_slippage,total_trades,trades_per_day,trades_per_week,train_end,train_start,ulcer_index,var_95,win_rate,window,winning_trades,worst_month,worst_trade,worst_trade_r
0.0,-0.0008980537295131086,0.2841379421680642,8,-147.40138940390526,-0.14515705918985353,74.36598940551096,0.07376745177656661,0.01122094351079551,171.38921763463054,0.16954692532437543,0.019170527118045566,861.598394331048,0.8608079555193636,0.0,0.14626307841652508,14.626307841652508,23.084297140442267,-9.57947655450665e-06,74.36598940551094,0.07376745177656661,0.17685185185185184,False,2063.619451654673,5484.454964308176,14,3,9,-0.0063360420950517565,276,0.6336042095051756,0.6286277050243696,27.892526870218198,0.027660286174096972,0.003461097269572164,1.1627381419383673,2.6576871815734116,2,5.3990100781134,partial_highwin_SOLUSDT_1h_20260608_232410#r5|partial_highwin_BTCUSDT_4h_20260608_232410#r7|partial_highwin_ETHUSDT_1h_20260608_232410#r6,3.4172189215642144,1.4599712607679198,2021-04-01,2021-01-01,901.0674494255112,3,0.034208355126535174,3.4208355126535173,901.0726724011,46,0.5111111111111111,3.5777777777777775,2021-01-01,2020-01-01,0.0017674045159624793,0.0,0.6956521739130435,1,32,0.0,-333.2303770865823,-0.3330436554352013
0.0,-0.0021165083778760746,0.2419166707500947,7,-128.27902037902896,-0.12498108399462801,119.48557940013096,0.11504952967018277,0.015749923319534787,243.3678792897109,0.23506483650258816,0.025335891145904732,1309.0529020239044,1.2376027905024976,0.0,0.2508718768541305,25.08718768541305,40.88187800724068,-9.212949003466552e-06,119.48557940013094,0.11504952967018277,0.16788990825688074,False,2052.4643260644634,7787.772137270749,16,4,4,-0.006136505686203995,1157,0.6136505686203995,0.6058805403745375,64.37714832028507,0.06255836204572587,0.009544532999357036,1.8971760040778785,3.794352008155757,2,9.346211190026859,partial_highwin_SOLUSDT_1h_20260608_232410#r17|partial_highwin_BTCUSDT_4h_20260608_232410#r29|partial_highwin_ETHUSDT_1h_20260608_232410#r6,4.155009241640625,1.597763052774064,2021-07-01,2021-04-01,938.8192079921256,3,0.05735307811206323,5.735307811206323,938.8268209459048,48,0.5274725274725275,3.6923076923076925,2021-04-01,2020-04-01,0.002799394804613452,0.0,0.6666666666666666,2,32,0.0,-353.7226732105256,-0.33305749626432624
0.0,-0.0019511617871994015,0.37218377790227,6,-180.93595188441353,-0.17623762595670084,76.76891398108779,0.07439564725716843,0.005906273996259176,167.9567895950344,0.16308126700976835,0.029348842619921323,1035.682066595361,1.0338882059567167,0.0,0.2963285013295167,29.63285013295167,31.391215180524277,-1.8939871584308425e-05,76.76891398108779,0.07439564725716843,0.27392290249433104,False,4161.52689334151,10917.191323677234,23,3,15,-0.00943985441867713,506,0.943985441867713,0.9312201852835891,13.44618259531796,0.012848914788415258,0.0009930040000001453,0.928266537665933,2.6233619542732893,2,7.156534550966615,partial_highwin_SOLUSDT_1h_20260608_232410#r6|partial_highwin_BTCUSDT_4h_20260608_232410#r3|partial_highwin_ETHUSDT_1h_20260608_232410#r3,4.74019616259032,3.3499667631184202,2021-10-01,2021-07-01,2090.6314119784765,3,0.06755664430335775,6.755664430335775,2090.642348916555,88,0.9565217391304348,6.695652173913044,2021-07-01,2020-07-01,0.003256918312840202,0.0,0.7386363636363636,3,65,0.0,-338.4993170442695,-0.33302286138939907
0.0,-0.004382597128397688,0.4997285998084776,8,-229.99941535369473,-0.21981848324160114,59.138532488390005,0.057820879058667174,0.0037132388361400086,157.0006071426341,0.1517911247602965,0.008121608137182434,664.4678675420126,0.6693742320735627,0.0,0.2204052549513733,22.04052549513733,18.97412688366682,-2.27118160204327e-05,59.13853248839001,0.057820879058667174,0.35083748302399276,False,5059.987137781285,10205.039464271216,22,5,12,-0.011616094711641307,1249,1.1616094711641307,1.1844810118322666,14.976432401214492,0.014412844234731118,0.0010070040000000576,0.6826130705645379,2.0168113448497706,3,4.42924447003151,partial_highwin_SOLUSDT_1h_20260608_232410#r16|partial_highwin_ETHUSDT_1h_20260608_232410#r3|partial_highwin_BTCUSDT_4h_20260608_232410#r1,3.576539981671615,1.893712368193301,2022-01-01,2021-10-01,2413.6312164690353,3,0.05145052326489953,5.145052326489953,2413.641188793643,87,0.9456521739130435,6.619565217391305,2021-10-01,2020-10-01,0.005574428191202761,0.0,0.7471264367816092,4,65,0.00014559532947222564,-368.528079749063,-0.3336444742383611
0.0,-0.001969171224843464,0.3029250507043046,9,-326.8402296580502,-0.3215333008937385,70.15748272951201,0.06853802757240797,0.005475355148430096,185.07787315749056,0.18145341212839772,0.021231334535302793,636.989994658777,0.6365987589981152,0.0,0.14702258960556192,14.702258960556192,21.824793556356777,-1.6604585096884776e-05,70.157482729512,0.06853802757240797,0.2211938917167978,False,3595.2425262385514,7032.95917998464,11,2,7,-0.006736493943272124,698,0.6736493943272124,0.6672837491952807,14.517959150355793,0.014324979763506615,0.0010070040000000674,0.5662640530852779,1.956184910658233,2,5.103124388880963,partial_highwin_SOLUSDT_1h_20260608_232410#r16|partial_highwin_ETHUSDT_1h_20260608_232410#r77|partial_highwin_BTCUSDT_4h_20260608_232410#r1,2.667691045796812,3.1052691894130757,2022-04-01,2022-01-01,1335.5619072047111,3,0.03437716653746087,3.4377166537460866,1335.568016051206,49,0.5444444444444444,3.811111111111111,2022-01-01,2021-01-01,0.002728451223238561,0.0,0.7755102040816326,5,38,-0.0031627647378165147,-348.89661912893723,-0.33364725769401576
0.0,-0.00496346964490271,0.5447632183820394,9,-210.8285191698339,-0.21078643579260553,-8.544877912410543,-0.008446703854412324,-0.0003940147201581409,95.85958209142085,0.09598670617820353,0.0,576.586501870815,0.5777733851656764,0.0,-0.01602224833747712,-1.6022248337477119,-1.2903339610784155,-1.5709658954072367e-05,-8.544877912410563,-0.008446703854412324,0.19725400457665904,False,3373.2563067173423,2971.6470448340465,16,4,8,-0.012417132944471438,1413,1.2417132944471438,1.2403723923689476,13.831196584666131,0.01378557961012013,0.0010070040000000374,0.4546803367441988,0.8809431524418853,0,0.32343155515789845,partial_highwin_SOLUSDT_1h_20260608_232410#r16|partial_highwin_ETHUSDT_1h_20260608_232410#r3|partial_highwin_BTCUSDT_4h_20260608_232410#r1,-0.49256209164168724,-0.15990850383867833,2022-07-01,2022-04-01,1247.9051135687287,3,-0.004016092618832772,-0.4016092618832772,1247.9072077717244,47,0.5164835164835165,3.615384615384616,2022-04-01,2021-04-01,0.005967726708099411,0.0,0.6595744680851063,6,31,-0.002627031279663128,-339.0128616423228,-0.333648228115173
0.0,-0.010501716542443628,1.20788500004553,8,-269.17413239142104,-0.2598320535428229,46.071699903898,0.04370461901883365,0.0014023171350550456,243.10034508847238,0.23341503936986902,0.03184732120753586,1694.4089452918645,1.563541796885874,0.0,0.17709926395463405,17.709926395463405,6.563915990918148,-4.312176137405934e-05,46.07169990389801,0.04370461901883365,0.35400633770937073,False,9421.094633699737,13613.619324954456,35,3,7,-0.02698073287343547,1631,2.698073287343547,2.6861072411422757,14.685989302525037,0.015010228716017574,0.0009930040000000432,0.9031341270749103,1.4450146033198568,1,1.5538957784881196,partial_highwin_SOLUSDT_1h_20260608_232410#r16|partial_highwin_BTCUSDT_4h_20260608_232410#r5|partial_highwin_ETHUSDT_1h_20260608_232410#r1,1.9920270759762815,1.9028859127191349,2022-10-01,2022-07-01,3410.6027581527474,3,0.04192524691254701,4.192524691254701,3410.61377189376,91,0.9891304347826086,6.923913043478261,2022-07-01,2021-07-01,0.012446384142812813,0.0,0.6153846153846154,7,56,-0.0014730630397896682,-341.34795242426736,-0.33364207583890454
0.0,-0.0026510956397422045,0.39278513174058954,7,-153.71399183665875,-0.1550794389122202,16.07541511305222,0.015728624860040074,0.0013829969225182207,102.70266355678231,0.10287559617241779,0.0,555.7240975562744,0.5599883177154402,0.0,0.0480685039119102,4.80685039119102,5.726010050187346,-1.757282854276404e-05,16.075415113052223,0.015728624860040074,0.25667722951561794,False,3842.8497959164683,5032.430514282333,25,3,11,-0.008394764153502921,1125,0.8394764153502922,0.9057235548756343,9.902394606950688,0.00977103210754512,0.0010070040000001602,0.6681412819329898,1.3095569125886601,0,1.4170507909617969,partial_highwin_BTCUSDT_4h_20260608_232410#r5|partial_highwin_ETHUSDT_1h_20260608_232410#r25|partial_highwin_SOLUSDT_1h_20260608_232410#r20,1.3619315792416422,0.4377029927472044,2023-01-01,2022-10-01,2071.213819776247,3,0.011895807183659053,1.1895807183659053,2071.219151789839,74,0.8043478260869565,5.630434782608695,2022-10-01,2021-10-01,0.003699252177049,0.0,0.6621621621621622,8,49,-0.004720864238573541,-335.5614256502754,-0.33363667203461134
0.0,-0.001219863598558073,0.279087523553299,8,-225.7534495767221,-0.19198438975404586,146.38916103068257,0.14466455260665256,0.007442679167322113,235.49372976766674,0.2252706373972423,0.056017070772604205,2095.420334333071,2.627729863627552,0.0,0.6352057268715388,63.52057268715387,50.774723554185435,-1.6612352399965965e-05,146.3891610306825,0.14466455260665256,0.32731481481481484,False,3837.8086428042757,16720.054813504343,17,2,16,-0.012510274451689807,256,1.2510274451689807,1.175368093161822,47.015794379718535,0.04940464906515259,0.002945508155018482,1.0431456538502832,4.356667142551184,2,10.29733298054061,partial_highwin_ETHUSDT_1h_20260608_232410#r1|partial_highwin_SOLUSDT_1h_20260608_232410#r20|partial_highwin_BTCUSDT_1h_20260608_232410#r1,5.856708104343012,2.863674187400777,2023-04-01,2023-01-01,4529.336156874729,3,0.12882246170700004,12.882246170700004,4529.358097814916,88,0.9777777777777777,6.844444444444444,2023-01-01,2022-01-01,0.0028527381395035407,0.0,0.8068181818181818,9,71,0.0,-388.5391288884414,-0.31558591259912283
0.0,-0.0009527279718078343,0.19415345898270578,8,-129.43461218541952,-0.12689408545188471,65.5319375304037,0.06962438537825141,0.0036573779730086652,153.50464898754345,0.1582973539235567,0.02897067761811445,708.5505134575442,0.7891149117271181,0.0,0.35174764917364176,35.17476491736418,54.47972716759444,-2.0631760146121673e-05,65.5319375304037,0.06962438537825141,0.43661327231121283,False,4789.080650860524,12587.381216978563,37,4,12,-0.006456486980773058,245,0.6456486980773058,0.6301618448864286,11.954933765562574,0.011710624536529875,0.0010070039999999917,1.1859629074149252,2.628350227243888,2,12.078240983588776,partial_highwin_ETHUSDT_1h_20260608_232410#r2|partial_highwin_SOLUSDT_1h_20260608_232410#r20|partial_highwin_BTCUSDT_1h_20260608_232410#r4,5.238027888506782,3.398406950940955,2023-07-01,2023-04-01,4192.938496242663,3,0.07798300566118051,7.7983005661180504,4192.954680436197,119,1.3076923076923077,9.153846153846153,2023-04-01,2022-04-01,0.0015257922158107586,0.0,0.6890756302521008,10,82,0.0,-336.6095914352494,-0.3027796773619315
