trial,train_score,donchian_lookback,volume_lookback,volume_mult,atr_stop_mult,atr_tp_mult,min_holding_bars,max_holding_bars,trend_sma_period,volatility_min,volatility_max,use_trend_filter,allow_long,allow_short,train_total_trades,train_win_rate,train_profit_factor,train_sharpe_ratio,train_sortino_ratio,train_calmar_ratio,train_total_return_pct,train_max_drawdown_pct,train_max_drawdown_r,train_avg_drawdown_r,train_expectancy,train_expectancy_r,train_avg_win,train_avg_loss,train_avg_win_r,train_avg_loss_r,train_avg_r_multiple,train_payoff_ratio,train_trades_per_day,train_avg_holding_bars,train_max_consecutive_losses,train_exposure_pct,train_total_fees,train_total_slippage,train_rank,validation_total_trades,validation_win_rate,validation_profit_factor,validation_sharpe_ratio,validation_sortino_ratio,validation_calmar_ratio,validation_total_return_pct,validation_max_drawdown_pct,validation_max_drawdown_r,validation_avg_drawdown_r,validation_expectancy,validation_expectancy_r,validation_avg_win,validation_avg_loss,validation_avg_win_r,validation_avg_loss_r,validation_avg_r_multiple,validation_payoff_ratio,validation_trades_per_day,validation_avg_holding_bars,validation_max_consecutive_losses,validation_exposure_pct,validation_total_fees,validation_total_slippage,stress_total_trades,stress_win_rate,stress_profit_factor,stress_sharpe_ratio,stress_sortino_ratio,stress_calmar_ratio,stress_total_return_pct,stress_max_drawdown_pct,stress_max_drawdown_r,stress_avg_drawdown_r,stress_expectancy,stress_expectancy_r,stress_avg_win,stress_avg_loss,stress_avg_win_r,stress_avg_loss_r,stress_avg_r_multiple,stress_payoff_ratio,stress_trades_per_day,stress_avg_holding_bars,stress_max_consecutive_losses,stress_exposure_pct,stress_total_fees,stress_total_slippage,deploy_score
1388,11.93811614888519,16,20,1.3829755218524156,1.023096455110046,7.817721854514393,6,96,150,0.0,0.08,True,True,True,220,0.35454545454545455,1.1605791678196677,0.8002963599711587,0.8380700162938689,0.29636581579107363,23.165787213083867,18.067560554770605,19.40567652399705,7.8057480564340285,105.2990327867451,0.10822546777606724,2146.535266182053,-1015.9434052754661,1.9526000773601657,-0.904881712136325,0.10822546777606724,2.112849254235805,0.15075376884422112,6,10,0.16628597533120146,27910.9686805173,27915.902442475213,98,96,0.4375,1.480528916013222,2.153351550834941,2.328839941152194,2.0573440203173172,26.152312726165867,8.669750458768771,8.771293176725285,3.125313927221325,272.4199242308945,0.254912851849397,1918.4839832299538,-1007.8521216572628,1.6853872805583836,-0.8576783704798148,0.254912851849397,1.903537177731285,0.18568665377176016,6,9,0.20915243312922976,13068.490184758219,13097.80629937506,96,0.4166666666666667,1.2118534504859761,1.1384358554656804,1.0080595103427363,0.6736236172981257,10.962645544078638,11.320602170272846,11.768670269386135,4.333388294065396,114.19422441748634,0.11831717004428194,1567.7252127085226,-924.0421957903969,1.4618374990078578,-0.8413402077868437,0.11831717004428194,1.6965948306803664,0.18568665377176016,6,9,0.20915243312922976,10885.371299871102,21814.974208104035,38.33586889261747
1110,-23.73165068435182,20,14,1.4346866758021681,0.9724346127572325,6.577651047806697,5,24,100,0.0005,0.08,True,True,True,230,0.3173913043478261,0.9030115965039989,-0.38364337341675947,-0.38007432863179685,-0.14320702361919094,-12.662042322844776,23.27031830915202,25.656141571393604,11.128947386713211,-55.05235792541214,-0.048807004693483654,1614.932660046028,-831.5422070458906,1.7826438169364627,-0.9003733102921212,-0.048807004693483654,1.9420934335770936,0.1576062128825948,5,11,0.14767016902695296,24774.914601197914,24779.87133590018,301,100,0.42,1.3813566930014431,1.957317531563308,2.4534688219943153,2.362545149528986,23.810456436916866,6.893836437300667,7.091976465120915,3.2955105464371988,238.10456436916945,0.22760368349424717,2053.491425429048,-1076.4859212259148,1.773068628948369,-0.8915261045932203,0.22760368349424717,1.90758781414485,0.19342359767891681,5,5,0.1824041250402836,14416.231813655564,14433.110512386756,100,0.4,1.140381527278936,0.8781529998316411,0.8759169165022704,0.6120664125472886,8.223600341775148,9.38143827922605,9.339200557424814,4.797803363410981,82.23600341775125,0.08888908147481885,1670.0989972225912,-976.3393257854755,1.5351138827344895,-0.8752607860316282,0.08888908147481885,1.7105722909184045,0.19342359767891681,5,8,0.1824041250402836,11877.845406429808,23780.0826579376,33.68059501741726
1224,-22.334091335676483,12,20,1.2447097832876792,2.1570144092387173,7.886169221457125,5,24,50,0.0,0.05,True,True,True,174,0.3850574712643678,0.873125930853998,-0.5331569702949291,-0.23026560090765624,-0.17791615387715037,-9.506163709810135,13.880849964827213,14.660600387204635,4.5111949600761045,-54.633124769024164,-0.05178499614520011,976.4151382132686,-700.2427847672822,0.9985846431504163,-0.7094930880405862,-0.05178499614520011,1.394395143304146,0.11923252626770216,5,9,0.11534947464595706,12761.46765403596,12794.327626876366,293,88,0.4772727272727273,1.5558940813293887,2.2460830121160202,1.0058878718205058,2.202060189510686,15.324017742037801,4.812509357300515,4.8730083362132595,2.0027526284874404,174.13656525042933,0.16670496069320573,1021.2012421505189,-599.2703136583482,0.9538738495492683,-0.5520144595666775,0.16670496069320573,1.7040744700274257,0.1702127659574468,5,7,0.16822429906542055,6804.531977225328,6809.234740471693,88,0.4431818181818182,1.2736145522796438,1.295809838965422,0.5431058892170176,0.8785609925815673,7.687630288645275,6.114344100509754,6.195569467023351,2.7242893803578716,87.35943509824187,0.08810365242484798,917.5435847280338,-573.3993778724088,0.8857771317953647,-0.5467793209516856,0.08810365242484798,1.6001823861975013,0.1702127659574468,5,7,0.16822429906542055,6107.535160767602,12221.558897297555,33.539489180688385
378,-17.63602364253329,16,10,0.8422153858321485,0.9555762039604663,5.724295685442439,3,120,150,0.0,0.08,False,True,False,229,0.32751091703056767,0.9326690592424113,-0.2518216937410367,-0.19526784240183107,-0.12997365748665043,-8.523551635791852,16.969457687575694,17.76455633317001,8.487485213818355,-37.22074950127433,-0.02913419340272255,1574.2446283211152,-822.0253166225679,1.6525431392216072,-0.8481328943561299,-0.02913419340272255,1.9150804683110851,0.15692096847875744,3,10,0.09901781635449977,26379.903038462417,26397.803644018753,273,88,0.4090909090909091,1.4347767032494585,1.945762399667262,1.5125744233194736,1.196860370024471,20.325849255689015,11.66812884106652,12.48534700714347,4.6273249871468884,230.97555972373902,0.21886876093366328,1863.2204868909628,-899.0401590843392,1.6294809725195243,-0.7577089240103942,0.21886876093366328,2.0724552380269965,0.1702127659574468,3,4,0.10796003867225266,13127.141890269333,13160.64149504731,88,0.375,1.1387431333339564,0.7802521649489998,0.518511378717401,0.3130790929359821,6.254881115853786,13.988280918409163,14.936841248173078,7.061766452777669,71.07819449833812,0.07724928268406676,1555.6768630835659,-819.6810066527986,1.444273606846889,-0.7429653118136266,0.07724928268406676,1.8979052222232609,0.1702127659574468,3,8,0.10796003867225266,10872.82070279068,21780.052440235715,32.804720573633446
585,-17.323881330495844,12,50,0.8624206704144637,1.7631769075233639,4.24083536661319,3,18,200,0.002,0.08,False,True,False,245,0.37142857142857144,0.9197223956111588,-0.3859705219853496,-0.1523707251245221,-0.1486866136845124,-7.006487424668579,12.119892370580958,12.739943025050799,4.941816846376544,-28.597907855790254,-0.025865963327923378,882.1070893252877,-566.7417698264272,0.893198477993436,-0.5689494968359994,-0.025865963327923378,1.5564532848804238,0.16788487894015533,3,10,0.10838282320694381,17690.455072125616,17701.16742490717,271,95,0.4421052631578947,1.4382190554451464,1.950065583728771,0.8815183506619894,1.1042919433709923,12.053640982209428,7.581635288697661,7.7831981609694205,2.602385039733369,126.88043139167809,0.12348651366433022,941.8955424831411,-518.9806000392925,0.8707179680124455,-0.4686591671398367,0.12348651366433022,1.8148954747283987,0.18375241779497098,3,5,0.11859490815339993,8106.908397346736,8127.097234372484,95,0.4105263157894737,1.1324515370132267,0.7263145239357315,0.3133981280059185,0.2842853697128507,3.7702027703048078,9.318341850927753,9.688216240128202,4.802330720306106,39.6863449505758,0.042043355704669716,826.537808461996,-508.29949570916324,0.7913564558078787,-0.4797996961529223,0.042043355704669716,1.6260842582754027,0.18375241779497098,3,5,0.11859490815339993,7201.203232486563,14424.450860406218,23.390526722717727
256,-17.46086431781508,8,150,0.8646055441102444,1.0948879983663262,6.216643936413115,3,96,400,0.0,0.05,True,True,True,157,0.3184713375796178,0.9336143615855597,-0.21540506218474328,-0.1391595146300938,-0.10468790468783094,-6.036767449017934,14.774515461640508,15.044962953814942,6.973342584691712,-38.4507480829169,-0.032026441074282416,1697.9614635232329,-849.8583235998092,1.7001110883094372,-0.8414365015339645,-0.032026441074282416,1.9979347337930975,0.10758337140246689,3,10,0.06749657377798081,19893.35340652527,19908.537172714165,272,85,0.4117647058823529,1.3464041783741492,1.6229579069252025,1.3081719036489878,0.9066716670802166,15.88914661516597,12.110281495633439,12.799883839259746,5.831166359308071,186.9311366490108,0.1831844549461218,1764.512978028654,-917.3761523167393,1.5946256091667856,-0.804824353008343,0.1831844549461218,1.923434540534499,0.1644100580270793,3,7,0.10215920077344505,11713.86618793866,11727.79431051568,85,0.38823529411764707,1.0876804939831566,0.530387462402411,0.36689972367831974,0.18762194932472584,3.8743684194849486,14.507115968356473,15.50636162052373,7.313141675426638,45.5808049351175,0.05285667141724962,1456.415621094698,-849.75667455077,1.3875940169267533,-0.7941881824637816,0.05285667141724962,1.7139207783977015,0.1644100580270793,3,9,0.10215920077344505,9806.819788342393,19629.55571051402,23.163747532950346
817,-8.663272029724165,20,150,0.9950628941155009,1.1034723513872826,4.451580804903355,4,36,300,0.001,0.08,True,True,True,212,0.3632075471698113,0.9842779352000087,-0.003360030636771104,-0.002186700500712905,-0.029224756630923127,-1.8830842379948007,16.245843870831003,17.414094621298716,4.672385455115324,-8.882472820730072,1.7857860124878607e-05,1531.0423034423975,-887.2099378004398,1.4647643157332326,-0.8354301218156477,1.7857860124878607e-05,1.7256820941818338,0.14527181361352218,4,7,0.1122658748286889,22721.882207909384,22715.932368049023,220,91,0.46153846153846156,1.2788294510691234,1.5045902342414343,1.4217860455275433,1.6051906742565947,14.06008110619875,6.067630148394809,6.189935014818719,3.112380800025772,154.5063857824042,0.1537251918763392,1535.3681284797499,-1029.0893936724638,1.3740236040594793,-0.8922448757092094,0.1537251918763392,1.4919676929139776,0.1760154738878143,4,5,0.1366419593941347,11382.78269942553,11388.175450280463,91,0.43956043956043955,1.0571264465125951,0.4063731458084076,0.3059808122491368,0.17940638314571197,2.7409811500954384,10.750723777391691,10.921151904174412,5.396045383713442,30.12067197907095,0.037013161828591615,1268.0482683793193,-940.8029330407317,1.1916754636613665,-0.8686043298049572,0.037013161828591615,1.3478362193035591,0.1760154738878143,4,5,0.1366419593941347,9623.384444060179,19249.836127255134,20.741150449874848
837,-24.328323260787393,20,10,1.3359893593490366,1.8599430341684824,4.625455353165816,4,120,50,0.002,0.05,True,True,True,154,0.4090909090909091,0.8656834248946093,-0.592443788031338,-0.21305598988729932,-0.15344801369723274,-8.877291415589163,14.99134728204387,16.01114383946772,4.938280960956699,-57.64474945187732,-0.055685803069935286,908.174744014551,-726.2890141594048,0.9098064658938813,-0.7241035277371928,-0.055685803069935286,1.250431613736658,0.10552763819095477,4,10,0.08222932846048424,12752.234997714084,12773.45571869831,303,85,0.49411764705882355,1.3166495585399913,1.5497725555604618,0.6680744628245815,1.1559228204840373,9.642176453710825,5.8130224201228735,5.91962056278023,2.660338739821982,113.43737004365676,0.11265141735197201,954.5904724692891,-708.1540323255656,0.8913259221506681,-0.6479143780328012,0.11265141735197201,1.3479983575528485,0.1644100580270793,4,4,0.13180792781179504,7494.143161171285,7503.210596921901,85,0.4823529411764706,1.0705881034623232,0.43232538428079087,0.1797044694510093,0.22884783773452252,2.158290833570703,6.641982148062081,6.768308943783072,4.122304600459121,25.391656865538152,0.028779930252686742,798.3935304014217,-694.9055434747171,0.7687902586759817,-0.6607751485053835,0.028779930252686742,1.1489238183498098,0.1644100580270793,4,4,0.13180792781179504,6652.287066771818,13318.596058052666,18.61844589880034
273,11.712441933765007,24,10,0.9486648404197792,1.3375270808978357,7.804343342508538,4,120,400,0.0005,0.12,True,True,True,235,0.3872340425531915,1.1595953672894819,0.7501259123444699,0.5487287752722778,0.32371930205156396,19.529503711314987,14.10840825143111,15.014488509421025,5.368910855631985,83.10427111197873,0.0863960091192485,1559.322716348685,-849.7837741417732,1.4574183684403925,-0.7800139540628636,0.0863960091192485,1.8349640976888508,0.16103243490178165,4,7,0.12871174052078574,20594.886067044958,20631.858502577295,99,96,0.4479166666666667,1.2912843872728135,1.4417399515520535,1.0477935254622952,1.1574911338365457,13.15976829401328,7.885185011184799,8.050094747840454,3.1964478705370176,137.08091972930526,0.13712540393049952,1356.7020458729921,-852.4230128023654,1.2616323876759403,-0.7752104508063676,0.13712540393049952,1.5915830819874217,0.18568665377176016,4,7,0.14792136641959394,9741.179504651498,9758.666644802024,96,0.4479166666666667,1.059370067903515,0.39230911823816256,0.2759028789093162,0.18495018833538704,2.6021577428836173,9.902280252125095,10.146314155657148,5.71264387107774,27.10580982170461,0.03350513759466143,1079.8049566590844,-826.9708564803207,1.051260740244091,-0.7922211060643098,0.03350513759466143,1.3057351999741003,0.18568665377176016,4,7,0.14792136641959394,8428.111365153314,16881.754896148872,17.383556922115844
868,-9.355814006862047,8,30,0.9979473132170964,1.6867249133122055,7.706848836316036,3,48,50,0.0005,0.08,True,True,False,240,0.36666666666666664,0.9888479189315775,0.015230769234475574,0.007472177198019589,-0.02074922277512266,-1.0841840929731406,13.1343520199068,13.89537224456465,4.532140687833679,-4.5174337207209305,0.00128447873428984,1092.4308222847887,-639.5927398291739,1.084449646811918,-0.6258111448895999,0.00128447873428984,1.7080100417909083,0.16445865692096848,3,9,0.10735495660118775,18478.28025456695,18495.71024053391,224,95,0.4421052631578947,1.3244632234105163,1.5346465476616729,0.7478987652073055,0.689239143810377,10.316784825316178,10.421462341050184,10.879851898431978,4.766521593990292,108.59773500332795,0.10788789864522183,1002.6965196873392,-599.9333773877753,0.9266362022033133,-0.5409315117215675,0.10788789864522183,1.6713464485894611,0.18375241779497098,3,5,0.12181759587495972,8323.571308923765,8342.23864765234,95,0.43157894736842106,1.0634378377798994,0.3912285531640412,0.18497160671392462,0.11746423604781635,2.046423386629205,12.271414591966359,12.975795343145526,7.196941964861976,21.54129880662356,0.025110812930522895,836.7107913479819,-597.3836862710745,0.8003310895414394,-0.5634823600518393,0.025110812930522895,1.4006254448808435,0.18375241779497098,3,5,0.12181759587495972,7369.70918021547,14758.347323484233,16.370936269362968
