deploy_score,dow_mode,hour_len,hour_start,max_daily_vol,max_poc_dist,max_rsi,max_session_vwap_dist,max_volume_ratio,max_vwap_dist,min_daily_vol,min_poc_dist,min_rsi,min_session_vwap_dist,min_volume_ratio,min_vwap_dist,poc_side,session_side,side_mode,stress_alpha,stress_avg_drawdown,stress_avg_drawdown_r,stress_avg_holding_bars,stress_avg_loss,stress_avg_loss_r,stress_avg_pnl,stress_avg_r_multiple,stress_avg_trade_return,stress_avg_win,stress_avg_win_r,stress_best_month,stress_best_trade,stress_best_trade_r,stress_beta,stress_cagr,stress_cagr_pct,stress_calmar_ratio,stress_cvar_95,stress_expectancy,stress_expectancy_r,stress_exposure_pct,stress_gross_loss,stress_gross_profit,stress_losing_trades,stress_max_consecutive_losses,stress_max_consecutive_wins,stress_max_drawdown,stress_max_drawdown_duration,stress_max_drawdown_pct,stress_max_drawdown_r,stress_median_pnl,stress_median_r_multiple,stress_median_trade_return,stress_pass,stress_payoff_ratio,stress_profit_factor,stress_profitable_months,stress_recovery_factor,stress_sharpe_ratio,stress_sortino_ratio,stress_total_fees,stress_total_months,stress_total_return,stress_total_return_pct,stress_total_slippage,stress_total_trades,stress_trades_per_day,stress_trades_per_week,stress_ulcer_index,stress_var_95,stress_win_rate,stress_winning_trades,stress_worst_month,stress_worst_trade,stress_worst_trade_r,trial,validation_alpha,validation_avg_drawdown,validation_avg_drawdown_r,validation_avg_holding_bars,validation_avg_loss,validation_avg_loss_r,validation_avg_pnl,validation_avg_r_multiple,validation_avg_trade_return,validation_avg_win,validation_avg_win_r,validation_best_month,validation_best_trade,validation_best_trade_r,validation_beta,validation_cagr,validation_cagr_pct,validation_calmar_ratio,validation_cvar_95,validation_expectancy,validation_expectancy_r,validation_exposure_pct,validation_gross_loss,validation_gross_profit,validation_losing_trades,validation_max_consecutive_losses,validation_max_consecutive_wins,validation_max_drawdown,validation_max_drawdown_duration,validation_max_drawdown_pct,validation_max_drawdown_r,validation_median_pnl,validation_median_r_multiple,validation_median_trade_return,validation_pass,validation_payoff_ratio,validation_profit_factor,validation_profitable_months,validation_recovery_factor,validation_sharpe_ratio,validation_sortino_ratio,validation_total_fees,validation_total_months,validation_total_return,validation_total_return_pct,validation_total_slippage,validation_total_trades,validation_trades_per_day,validation_trades_per_week,validation_ulcer_index,validation_var_95,validation_win_rate,validation_winning_trades,validation_worst_month,validation_worst_trade,validation_worst_trade_r,wf_gate_windows,wf_max_dd_r,wf_mean_exp_r,wf_mean_pf,wf_mean_win_rate,wf_positive_exp,wf_rank,wf_score,wf_total_trades,wf_windows
551.536335256612,all,12,8,1.0,0.0,65.0,0.05,3.0,0.3,0.015,0.025,0.0,0.003,0.5,0.0,any,any,short,0.0,-0.0037322759727417736,0.6536995847413967,8,-456.2426905325488,-0.4408340218966477,107.8225390909636,0.10531938286260815,0.003552902744057829,295.8442822988011,0.28737051778236006,0.018765539507865192,1150.868425541467,1.0801357774115339,0.0,0.04528239432230441,4.528239432230441,3.2648633772136306,-5.348629239221643e-06,107.82253909096362,0.10531938286260815,0.03868160206301878,6843.640357988232,13312.992703446049,15,3,10,-0.013869613852249546,2655,1.3869613852249547,1.392338958621223,114.73688544418414,0.11200408009065786,0.0050670600000001075,False,0.648436212651379,1.9453086379541369,11,4.664406965020537,1.3870047953009077,2.3903222263285153,2700.173908011144,17,0.0646935234545781,6.46935234545781,13501.436314119768,60,0.11605415860735009,0.8123791102514506,0.005879096589949013,0.0,0.75,45,-0.006761773079717703,-510.5688390062515,-0.4763027831050302,175,0.0,-0.0023515980626339123,0.5393551446542709,8,-447.67978927543044,-0.4125500666870254,270.7251114637702,0.25258438545957373,0.007447670728144122,450.32633664857036,0.4188679984962235,0.0352221713862364,1681.5799610123902,1.4570122039438618,0.0,0.11219685040913974,11.219685040913973,10.816910565305061,-4.005340453272095e-06,270.72511146377025,0.25258438545957373,0.03868160206301878,5372.157471305165,21615.66415913138,12,2,10,-0.01037235629635397,2608,1.037235629635397,1.0397443155695272,59.34086863678043,0.0511680681766353,0.0015860367560471401,True,1.0059116972365971,4.0236467889463885,12,15.660382485642184,2.3207012936571934,2.4335553292504333,3510.060308828989,17,0.16243506687826215,16.243506687826216,3510.0835724793665,60,0.11605415860735009,0.8123791102514506,0.003936878392278982,0.0,0.8,48,-0.004382626465141204,-513.3685114916985,-0.43904817383844513,0,1.7568939310214982,0.16276136278985953,3.285930805630225,0.7135642135642135,10,3,324.405656452449,122,11
515.9131209661108,not_weekend,16,20,0.0,0.3,100.0,0.0,5.0,0.1,0.015,0.015,25.0,0.003,0.0,0.0,any,below,both,0.0,-0.003265326644860563,0.4514386797426583,8,-382.96147238095,-0.37110909255315216,78.85498028408351,0.0777914725581454,0.0035007147318053453,287.77194696588435,0.28086553772754197,0.02518307808405673,1126.0679738182757,1.0683871161638785,0.0,0.03374770461289911,3.374770461289911,1.8979907675112588,-5.7019834696020285e-06,78.85498028408347,0.0777914725581454,0.03932629543073576,7276.267975238051,12086.421772567144,19,4,5,-0.017780752778450447,1767,1.7780752778450446,1.7897350405094317,97.57528669832512,0.09618373203193965,0.005067060000000128,False,0.7514383762333771,1.6610743053579915,7,2.7052588027424775,1.0766143428076833,0.21428647899106376,2597.486522279286,17,0.04810153797329084,4.810153797329083,12987.942500966814,61,0.11798839458413926,0.8259187620889749,0.005013375761161446,0.0,0.6885245901639344,42,-0.010460147318712143,-494.441227491791,-0.4668147900611612,2076,0.0,-0.0022191993245744765,0.49097662811907694,8,-405.4997451448855,-0.37181567002078547,223.47849466536917,0.21095977103855443,0.007880110706773361,377.5139819658398,0.353680287216352,0.044917477112811355,1898.490198175347,1.6760875400150768,0.0,0.0944869573046232,9.448695730462319,5.450941309029054,-3.6101529575608e-06,223.47849466536923,0.21095977103855443,0.03932629543073576,4865.9969417386255,18498.185116326145,12,3,10,-0.017334062494511363,1767,1.7334062494511364,1.7446105478038572,32.59230403611759,0.028997426491618048,0.0010070040000002005,True,0.9309845110530307,3.801520086799875,9,7.864393115522718,2.1246149267677277,0.60499121375627,3316.638816469088,17,0.13632188174587573,13.632188174587572,3316.659081955011,61,0.11798839458413926,0.8259187620889749,0.0043762249879479775,0.0,0.8032786885245902,49,-0.008070657376022417,-523.969625278296,-0.4573887507637256,0,1.6800964867556711,0.16745168098444563,3.6486721094512258,0.7522341295068568,10,2,329.9479949450159,114,11
504.22850015103677,all,24,14,0.055,0.0,65.0,0.012,0.0,0.16,0.0,0.0,25.0,0.0015,0.0,0.02,any,below,short,0.0,-0.004960843683617413,0.7940902900843408,8,-445.95083253396774,-0.418182153341438,81.49975139459022,0.07805800847408895,0.003526650719739453,303.02899664458454,0.2864788764366102,0.03364622499687808,2009.7712062714406,1.7957157104517403,0.0,0.08043700082327176,8.043700082327177,2.5964714117549845,-1.427010923004582e-05,81.49975139459016,0.07805800847408895,0.0915464582158111,18729.93496642664,30302.89966445846,42,3,15,-0.03097935161508421,1910,3.097935161508421,3.138797863572478,116.1395583202425,0.10894481138208742,0.005067060000000109,False,0.6795121222730379,1.6178860054119957,10,3.735702684105511,1.4953786501538602,0.71609445386217,7113.011572287032,17,0.1157296469803185,11.57296469803185,35566.41417119584,142,0.2746615087040619,1.9226305609284333,0.008059451615005053,0.0,0.704225352112676,100,-0.017642243408373615,-540.969043592981,-0.47630278310503016,1465,0.0,-0.0023765539388237713,0.5604427429837312,8,-477.6850356950347,-0.4030919686229773,268.8028538283387,0.22950357294711446,0.0077304443766319664,477.2814536051367,0.406174399872095,0.06411048897863258,3513.1389200597077,2.608494291584694,0.0,0.25660701447731826,25.660701447731824,19.507700079543223,-1.0161706942597643e-05,268.8028538283387,0.22950357294711446,0.09162704488677573,14808.236106546075,52978.24135017018,31,3,15,-0.013154139823300317,961,1.3154139823300317,1.3210902583631992,54.53235922362552,0.041436118481262114,0.0010070040000002285,True,0.9991551293012334,3.5776199791108687,12,29.017484804298952,3.1567419037090065,1.9903344046987155,9985.087165677534,17,0.38170005243624067,38.17000524362407,9985.145305914742,142,0.2746615087040619,1.9226305609284333,0.003963731005686022,0.0,0.7816901408450704,111,-0.007122058776653062,-636.7078478372694,-0.45850710829750735,0,2.2410833023215666,0.12260725276544071,3.1203970072178,0.6985924266890163,10,8,286.32961795220706,295,11
479.02426352566454,not_tue_sat,10,10,0.12,0.08,65.0,0.0,0.0,0.0,0.015,0.0,35.0,0.0,0.8,0.02,any,any,both,0.0,-0.008488657122089637,1.179873776319713,8,-444.35786595714194,-0.42168923119476226,52.87495976692722,0.052724638209519496,0.003007816656397589,335.7832916444148,0.32264977080161084,0.022660146611737986,1717.6546865725352,1.7150569138888692,0.0,0.033757930485291965,3.3757930485291965,0.8066483056191988,-1.1267809416540212e-05,52.87495976692716,0.052724638209519496,0.05866709646224515,14663.809576585681,19475.430915376055,33,4,11,-0.0418496267210017,3817,4.18496267210017,4.2588216450999825,109.792444551256,0.10385694193239019,0.0049330600000000654,False,0.7556596098982997,1.3281290113364055,7,1.149740563008601,0.7532060174374191,0.3002697770212456,4442.672390220414,17,0.04811621338790428,4.811621338790428,22214.148662161653,91,0.1760154738878143,1.2321083172147,0.01266265730037981,0.0,0.6373626373626373,58,-0.011165054779837091,-514.0376917578784,-0.48681680517795195,863,0.0,-0.003388140272225383,0.6414526983425954,8,-488.77088959667196,-0.4288185172320318,237.27871795334818,0.21675062669819478,0.008215352655647247,468.77279572291997,0.4225842667918902,0.03513728678486272,2467.375529788551,2.29860950753789,0.0,0.14811284638903355,14.811284638903356,7.467936554419961,-7.645682291194363e-06,237.27871795334826,0.21675062669819478,0.05866709646224515,10752.959571126781,32345.322904881472,22,2,11,-0.019833168815738225,1636,1.9833168815738225,1.998262991632398,44.52452711581484,0.036569808087486715,0.0010070040000001682,True,0.9590849326353004,3.008039106901624,10,10.886996190250997,2.3264589739092965,2.020133846327913,5975.246201443435,17,0.21592363333754694,21.592363333754694,5975.279744332392,91,0.1760154738878143,1.2321083172147,0.005407226720151822,0.0,0.7582417582417582,69,-0.00750985452022046,-560.1395707830648,-0.4791962605029707,0,1.726096806937008,0.18680924263426774,3.6363730916802495,0.7311309480462309,9,1,345.1799162361989,139,11
476.3348717095549,all,6,11,0.12,0.3,100.0,0.012,2.0,0.1,0.025,0.005,0.0,0.0015,0.0,0.0,any,any,both,0.0,-0.00672590798929558,0.9050735778306535,8,-415.326312606989,-0.4069488543686194,49.919386202128536,0.04929309986686182,0.00246476170506513,264.64817026787506,0.259866309514007,0.019407389272408038,1333.2315427190301,1.2798472532739222,0.0,0.039876616129648434,3.9876616129648434,1.5042761490924268,-1.1881718375726146e-05,49.91938620212852,0.04929309986686182,0.07349504391973567,14951.7472538516,20642.557280894252,36,4,7,-0.026508840250978615,3811,2.6508840250978616,2.673247367738138,121.66174591101131,0.11949529333225262,0.004933060000000074,False,0.6372054026788901,1.3806117058042624,11,2.1467593350608793,0.9526664956407456,0.29252520563623197,5461.862609650556,17,0.05690810027042593,5.690810027042593,27310.27462193396,114,0.2205029013539652,1.5435203094777563,0.009540635763657239,0.0,0.6842105263157895,78,-0.013845486588292322,-497.2553148967269,-0.4720521228855118,1142,0.0,-0.0027752045204797945,0.5278563744133808,8,-469.19800065130363,-0.432642395705433,206.6267566579808,0.18691234426755396,0.006725462433799652,406.3022531357239,0.36996260835048195,0.038274194554225316,1965.756045835662,1.695649052310668,0.0,0.16117739345004156,16.117739345004157,10.275150003324399,-9.13044016910814e-06,206.62675665798076,0.18691234426755396,0.07349504391973567,12199.148016933896,35754.59827594371,26,3,9,-0.015686135326286682,1224,1.5686135326286683,1.5771118143457055,95.66059153720227,0.08545414448769609,0.0032108271032533567,True,0.8659505210417078,2.9309094558334725,15,15.016732782826324,2.657296651227709,4.054289429634384,7344.881203754977,17,0.2355545025900993,23.55545025900993,7344.919449005494,114,0.2205029013539652,1.5435203094777563,0.0046898927198454135,0.0,0.7719298245614035,88,-0.007831477886237947,-566.8996659329421,-0.46097235256667485,0,1.7504334288879542,0.14496953898613466,2.3556281401459978,0.7108753694315192,11,7,289.3350937850864,164,11
454.1919675290553,all,12,15,0.08,0.3,65.0,0.012,1.5,0.3,0.0,0.015,35.0,0.0015,0.5,0.0,any,any,both,0.0,-0.008043069474446165,1.0941541808419972,8,-425.9003553795075,-0.4041468268293925,75.86611137842769,0.07356119647855942,0.004184363872914094,388.7322612392579,0.3714261992470471,0.03167529702835292,2431.319895617426,2.32324145308261,0.0,0.07287699732297503,7.2876997322975035,2.3865032366098387,-1.7381953925146345e-05,75.86611137842769,0.07356119647855942,0.08896768474494318,22572.718835113898,33042.24220533693,53,5,6,-0.030537145814434712,3367,3.0537145814434714,3.085677983697365,91.54916043063112,0.08698246202802651,0.004933060000000067,False,0.9127305397359198,1.4638131297651547,12,3.4284551129445107,1.1326314275695286,0.6397136568062892,6511.815708765295,17,0.10469523370223076,10.469523370223076,32560.31708523023,138,0.26692456479690524,1.8684719535783367,0.0117348544214484,0.0,0.6159420289855072,85,-0.01958321924231865,-520.0509452787009,-0.4873321407998977,2257,0.0,-0.0024945107858257913,0.517479747949885,8,-463.7436577796688,-0.38141285661658236,309.98406931370516,0.2608322346294572,0.010054145233906714,536.2629328976165,0.44865862923914795,0.05445046123901598,3354.7483780703365,2.7310573950355854,0.0,0.2840968393121621,28.40968393121621,13.934707849807785,-9.61128154374413e-06,309.9840693137052,0.2608322346294572,0.08848416471915545,14376.053391169733,56843.87088714735,31,3,10,-0.020387714071528305,1062,2.0387714071528307,2.0549569275532775,39.23848095489939,0.030943783856935164,0.0010070040000001602,True,1.1563779340188898,3.954066484064591,15,20.83010255440277,3.0137404461767243,1.8479000966085006,9137.705951690245,17,0.42467817495977506,42.467817495977506,9137.76669497989,137,0.26499032882011603,1.8549323017408121,0.004428071933776459,0.0,0.7737226277372263,106,-0.008093119194567011,-653.673779467899,-0.4797400104721147,0,2.5583702109822477,0.08779606801041175,2.378698835936721,0.7004487936306117,9,11,239.35696331149734,206,11
445.95288022926627,all,24,16,1.0,0.16,75.0,0.0,3.0,0.3,0.0,0.025,25.0,0.0,0.0,0.0,below,any,both,0.0,-0.006518903643080185,0.7793599699181254,8,-421.8596278869624,-0.4104752873634818,54.12149246126266,0.05316351361297061,0.003028662417428571,251.4795179715023,0.2454039920666216,0.02091022577066659,1135.4335547798469,1.0683871161638787,0.0,0.043955471527650225,4.3955471527650225,2.7060171929780457,-1.1322537538827177e-05,54.12149246126263,0.05316351361297061,0.07486501732613425,14343.227348156724,20621.3204736632,34,4,16,-0.016243603936335685,2651,1.6243603936335684,1.6337193632698142,103.31018410734062,0.10176810329368323,0.005067060000000104,False,0.596121319385619,1.437704358518258,10,3.864963188041575,1.088768339307478,0.41472153703839054,5186.650564303685,17,0.06278093125506465,6.278093125506465,25934.187794805246,116,0.22437137330754353,1.5705996131528046,0.008208571008133384,0.0,0.7068965517241379,82,-0.00834848507735586,-510.4671427111475,-0.4763027831050301,1122,0.0,-0.002794793717176675,0.48127820328330495,8,-438.51951782086746,-0.39375340388001534,194.62342601446508,0.1767255625688698,0.006928598378568768,351.20716481245057,0.3178117585723575,0.04062183083814186,2020.3095826262454,1.6760875400150768,0.0,0.15466883970061795,15.466883970061795,13.041426971934975,-7.353900356671034e-06,194.62342601446505,0.1767255625688698,0.07494560399709888,10085.948909879953,32662.2663275579,23,3,18,-0.011859809515742703,1138,1.1859809515742703,1.1904112535483122,34.09852177579759,0.030925060910977742,0.00100700400000016,True,0.8008928919691017,3.238392997962019,14,19.035986528881534,2.662452678596472,1.325671760238238,6926.902857422169,17,0.22576317417677913,22.576317417677913,6926.939287581332,116,0.22437137330754353,1.5705996131528046,0.004341093976366456,0.0,0.8017241379310345,93,-0.002219137659179471,-554.8548489730442,-0.45607423023286886,0,2.8077077399839703,0.058502928138751326,1.5540045111595022,0.6599123112943951,7,14,166.2860309957281,284,11
436.8203143265896,weekday,24,8,0.0,0.0,55.0,0.0,5.0,0.0,0.015,0.0,25.0,0.0,0.0,0.0,above,any,both,0.0,-0.011116929567626815,1.2294085370229093,8,-422.44003818746205,-0.40788266471458146,28.04674096333985,0.02824873287983489,0.001325028906140804,262.4837382765122,0.25521507244427605,0.02589017883052569,1754.362224140435,1.7150569138888694,0.0,0.029345651861707456,2.9345651861707456,0.9527072665458157,-1.6898469456087465e-05,28.046740963339857,0.02824873287983489,0.09605931178982996,21544.441947560565,25723.40635109819,51,4,7,-0.030802380639023103,6573,3.08023806390231,3.107204205748629,95.367434629445,0.09171646952358452,0.004933060000000024,False,0.6213514689628742,1.1939694893796402,7,1.3567017603319171,0.6117799692147683,0.2903645228115119,6561.3100597382245,17,0.041789644035376404,4.17896440353764,32807.6389965273,149,0.28820116054158607,2.0174081237911023,0.014400111246719593,0.0,0.6577181208053692,98,-0.01431681057547729,-498.53484498588585,-0.48740230565263243,1150,0.0,-0.0035248690934384565,0.6171300296070953,8,-428.46096506519206,-0.36759751185790895,186.63204700697216,0.16596127694417304,0.00636634663175961,382.59088271137836,0.33594460788996905,0.044561806289239,2459.143626208191,2.215471611240699,0.0,0.18927286637062957,18.927286637062956,12.037901487774644,-1.0763326902712248e-05,186.63204700697213,0.16596127694417304,0.09605931178982996,15424.594742346913,43232.76974638573,36,3,14,-0.015723078192893487,1838,1.5723078192893487,1.5807638234996249,39.17249796675713,0.03161455092334529,0.0010070040000001326,True,0.8929422138914466,2.8028463936037062,12,17.686215550723112,2.7770632326295113,1.2387832796839366,8977.506639448846,17,0.27808175004038826,27.808175004038826,8977.552402682379,149,0.28820116054158607,2.0174081237911023,0.005293685660407951,0.0,0.7583892617449665,113,-0.010068672321977945,-567.4146330843525,-0.45655083567946875,0,1.9433502076457012,0.08847038182321178,1.975656219560899,0.7175380131262484,10,10,239.48849161096808,259,11
409.7286718561909,all,24,13,0.0,0.16,0.0,0.0,1.5,0.3,0.015,0.025,35.0,0.0015,0.0,0.0,any,above,long,0.0,-0.023952436580519963,2.4075687955756666,8,-429.9321829137902,-0.4174615225286095,15.301976252544065,0.016091941868713714,0.0007355887074393045,299.0775941827351,0.29242272137469993,0.01917636954763302,1617.0769958431838,1.5929210574803887,0.0,0.016054322507440322,1.6054322507440322,0.34994720339412283,-1.965800788070094e-05,15.301976252544023,0.016091941868713714,0.09605931178982996,24936.066608999823,27216.06107062889,58,5,9,-0.04587641321813731,9274,4.587641321813731,4.612262294840337,103.00945664340716,0.1022019504309939,0.0049330599999999735,False,0.6956390009135603,1.0914336048816207,8,0.49698620744126965,0.3121353499386032,0.21002182019997712,7197.20224551732,17,0.022799944616290594,2.2799944616290593,35987.14783619982,149,0.28820116054158607,2.0174081237911023,0.02823551861192006,0.0,0.610738255033557,91,-0.018547920460888934,-494.9661052511597,-0.470626297110071,2042,0.0,-0.0028040754276334413,0.5666494440797037,8,-455.1586585501825,-0.3880248447884655,210.82163998908746,0.1851308948008964,0.006495378403111132,409.44734306220295,0.35607208029246046,0.043150603310059266,2640.601733852762,2.34624352240872,0.0,0.21149494766428334,21.149494766428333,15.265691639441394,-1.0731124713525175e-05,210.82163998908737,0.1851308948008964,0.0954952050930776,15475.394390706204,46676.99710909114,34,3,11,-0.01385426567361362,1361,1.3854265673613622,1.3886373367941065,38.18618873443941,0.032540208624678726,0.0009930040000000514,True,0.8995705901023967,3.016207272696272,13,22.521296655809333,2.7344353703433444,1.5602101301713778,9946.141611508303,17,0.31201602718384847,31.201602718384848,9946.192705444786,148,0.2862669245647969,2.003868471953578,0.004422716355523595,0.0,0.7702702702702703,114,-0.00911275954909807,-582.9868797132153,-0.45950290364635527,0,2.663231207163242,0.08275662928688568,2.453571706668087,0.7053336801054854,9,9,246.73120838881724,235,11
404.6476509150201,not_weekend,10,11,0.055,0.08,65.0,0.025,0.0,0.16,0.0,0.005,25.0,0.0,0.0,0.02,any,any,both,0.0,-0.00732455764273733,1.0390324914286433,8,-410.52658745814375,-0.40453989126517986,49.35678712746305,0.04934583089552561,0.00233271931248503,310.85909816633756,0.30743771212416204,0.023821559701824757,1669.8007966263708,1.7150569138888692,0.0,0.027736693377575117,2.7736693377575117,0.7539249856732035,-9.4939361064095e-06,49.356787127463065,0.04934583089552561,0.05157546941735837,11905.271036286173,15853.814006483213,29,3,11,-0.036789725642012175,4293,3.6789725642012177,3.737564116607827,113.67435623484943,0.11233562094193189,0.004933060000000052,False,0.7572203790528719,1.3316634252309119,7,1.073273285215258,0.7100591188863695,0.21186403294789385,3877.4378067860644,17,0.03948542970197042,3.948542970197042,19387.869380184053,80,0.15473887814313347,1.0831721470019344,0.01065146871230963,0.0,0.6375,51,-0.007870152128519603,-489.5565687421746,-0.48740230565263243,1033,0.0,-0.0019568647724445584,0.5204080342167294,8,-438.04629902204783,-0.41024762584288105,257.57521897497924,0.2359150161633996,0.00815982823297354,445.28261272020876,0.41027636400636425,0.04243889438509596,2231.0364348818157,2.215471611240699,0.0,0.14152526943670285,14.152526943670285,9.207852233842996,-5.649420525985418e-06,257.5752189749792,0.2359150161633996,0.05157546941735837,7446.787083374813,28052.804601373155,17,2,17,-0.0153700630551535,1921,1.53700630551535,1.5420304887241159,59.984668747668486,0.059133487147142866,0.0016365719656304286,True,1.016519517946656,3.767101742978784,10,13.406592701706064,2.5065769961626514,1.6099145031531714,5191.695434217517,17,0.2060601751799829,20.60601751799829,5191.72642365661,80,0.15473887814313347,1.0831721470019344,0.0036625299360099925,0.0,0.7875,63,-0.005707920813828982,-553.367017781314,-0.4567265011303346,0,1.8170906864509047,0.12031451969975815,3.2558060767196166,0.6527639027639028,9,17,111.35742976188749,117,11
