candidate,family,source_rank,source_run,symbol,timeframe,train_expectancy_r,train_max_drawdown_r,train_profit_factor,train_score,train_total_trades,train_win_rate,window
partial_highwin_BTCUSDT_1h_20260608_232410#r2,trend_reclaim,2,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.09536749916100654,1.7875355261683943,1.7892434039147138,99.09656598377636,145,0.6,1
partial_highwin_BTCUSDT_1h_20260608_232410#r4,trend_state_tp,4,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.11558629758387752,3.1063194011777533,2.3224794195594747,133.5254635861888,191,0.675392670157068,1
partial_highwin_BTCUSDT_1h_20260608_232410#r8,range_bb_reversion,8,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.12857753027897034,1.592514337696688,2.143682015498771,129.0405146407918,137,0.6423357664233577,1
partial_highwin_BTCUSDT_1h_20260608_232410#r1,trend_bb_reversion,1,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.11423672432712229,2.3465712243056984,1.5979150648901026,95.91917979057516,46,0.6739130434782609,1
partial_highwin_BTCUSDT_1h_20260608_232410#r43,trend_reclaim,43,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.09714070729467117,1.691324689499726,2.356100818123207,115.89576851042057,69,0.6666666666666666,1
partial_highwin_BTCUSDT_1h_20260608_232410#r5,channel_reclaim,5,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.0956519651995204,0.9393219670080448,2.4731167438911346,149.10327952750373,116,0.7413793103448276,1
partial_highwin_BTCUSDT_1h_20260608_232410#r13,range_bb_reversion,13,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.13008738346910778,3.545000531986897,1.5500257797159576,96.92032279987052,73,0.726027397260274,1
partial_highwin_BTCUSDT_1h_20260608_232410#r26,range_bb_reversion,26,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.08415369000052181,3.907598165557407,1.2275065991118594,32.98854969057878,45,0.4444444444444444,1
partial_highwin_BTCUSDT_1h_20260608_232410#r17,range_bb_reversion,17,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.02601845238284564,1.7550261292773546,1.2281362289091167,41.30688295805669,50,0.54,1
partial_highwin_BTCUSDT_1h_20260608_232410#r11,range_bb_reversion,11,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.07536749479653047,13.259320355613294,0.6767043136264613,-33.02196786988894,87,0.6436781609195402,1
partial_highwin_BTCUSDT_1h_20260608_232410#r14,trend_state_tp,14,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.134799591103607,4.163500568508477,1.8519487790685558,108.51675831965697,156,0.6089743589743589,1
partial_highwin_BTCUSDT_1h_20260608_232410#r3,trend_reclaim,3,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.1030967032743901,7.533742252533418,1.3955408509415688,44.009419684877926,278,0.44964028776978415,1
partial_highwin_BTCUSDT_1h_20260608_232410#r115,range_bb_reversion,115,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.08540847614244391,4.237125203661502,0.615134100308876,-13.420094106785387,40,0.775,1
partial_highwin_BTCUSDT_1h_20260608_232410#r9,trend_state_tp,9,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.1061226514699662,5.803694411734528,1.379175002317508,82.58687644684161,250,0.716,1
partial_highwin_BTCUSDT_1h_20260608_232410#r88,trend_bb_reversion,88,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.15880129736579782,8.691129411438858,0.34607969300491476,-39.1189725626971,54,0.7407407407407407,1
partial_highwin_BTCUSDT_1h_20260608_232410#r21,range_bb_reversion,21,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.03966091913479552,2.2434520010779497,1.2620010512351052,17.49044591626624,42,0.42857142857142855,1
partial_highwin_BTCUSDT_1h_20260608_232410#r7,range_bb_reversion,7,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.01337299291815789,4.277667694385921,0.9174847923749088,-2.340050993814815,66,0.6363636363636364,1
partial_highwin_BTCUSDT_1h_20260608_232410#r23,range_bb_reversion,23,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.0010635945251761586,3.0804762581668537,0.9979614868892219,0.8988151450733497,44,0.45454545454545453,1
partial_highwin_BTCUSDT_1h_20260608_232410#r6,trend_state_tp,6,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.006801285283350411,7.951515327518097,1.0329807567370404,2.667511109677644,233,0.7339055793991416,1
partial_highwin_BTCUSDT_1h_20260608_232410#r19,trend_state_tp,19,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.03973270923162679,10.17386421113827,1.2478219471829564,-14.95549520257039,315,0.43174603174603177,1
partial_highwin_BTCUSDT_1h_20260608_232410#r46,trend_reclaim,46,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.04783343094086778,4.234626271274314,0.6562774508017775,1.3796122374640554,63,0.8095238095238095,1
partial_highwin_BTCUSDT_1h_20260608_232410#r18,channel_reclaim,18,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.030635447504957582,1.3802055089762597,1.380090911156897,48.2747822593558,125,0.504,1
partial_highwin_BTCUSDT_1h_20260608_232410#r24,trend_state_tp,24,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.037178852416914064,3.3956100541333,1.3089828267434453,58.93567856219896,319,0.6018808777429467,1
partial_highwin_BTCUSDT_1h_20260608_232410#r76,trend_bb_reversion,76,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.02755322137749888,6.120080992641757,0.8167273786055285,-5.8247902207187,99,0.6868686868686869,1
partial_highwin_BTCUSDT_1h_20260608_232410#r10,trend_reclaim,10,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.07642368743279468,5.712960899888989,1.2077437776989117,30.97493119903841,155,0.41935483870967744,1
partial_highwin_BTCUSDT_1h_20260608_232410#r63,range_bb_reversion,63,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.09164266277333517,5.940923176345263,0.42157738205731604,-31.195978010744536,56,0.6785714285714286,1
partial_highwin_BTCUSDT_1h_20260608_232410#r61,trend_state_tp,61,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.012681492551509263,5.712727273706382,0.8628209488822697,-6.769623304183549,173,0.7052023121387283,1
partial_highwin_BTCUSDT_1h_20260608_232410#r12,trend_state_tp,12,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.036785340682347435,2.8722259650062916,1.3247060018031567,67.1844717763116,162,0.654320987654321,1
partial_highwin_BTCUSDT_1h_20260608_232410#r47,range_bb_reversion,47,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.15530180928849116,6.680494439620285,1.4192257880394377,61.580500380928726,67,0.582089552238806,1
partial_highwin_BTCUSDT_1h_20260608_232410#r130,trend_bb_reversion,130,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.07029764071171947,4.732187190748448,0.3863893117141077,-22.034231271934416,59,0.6101694915254238,1
partial_highwin_BTCUSDT_1h_20260608_232410#r170,trend_bb_reversion,170,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.037013993401524704,5.57759410978232,0.7134011958112927,3.866983551053437,84,0.8690476190476191,1
partial_highwin_BTCUSDT_1h_20260608_232410#r119,range_bb_reversion,119,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.06453000988715443,7.664457808203853,0.8147948294944598,-17.773420806206307,56,0.625,1
partial_highwin_BTCUSDT_1h_20260608_232410#r27,range_bb_reversion,27,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.08018214502710128,11.01458840286437,0.611783901424276,-48.688549033064845,106,0.3867924528301887,1
partial_highwin_BTCUSDT_1h_20260608_232410#r153,channel_reclaim,153,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.0192271959288543,5.722132291674393,0.838899421395277,6.143098847633251,111,0.8648648648648649,1
partial_highwin_BTCUSDT_1h_20260608_232410#r68,trend_bb_reversion,68,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.012905972100686437,2.0286588284555047,1.1619326435135051,18.462743524815984,120,0.7416666666666667,1
partial_highwin_BTCUSDT_1h_20260608_232410#r121,trend_reclaim,121,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.057433964500286865,7.680996313575971,0.7233163609239318,-10.01155679650272,81,0.7777777777777778,1
partial_highwin_BTCUSDT_1h_20260608_232410#r33,trend_state_tp,33,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.049151133175010554,2.660986526209467,1.4114304976558043,67.98864779027369,264,0.6553030303030303,1
partial_highwin_BTCUSDT_1h_20260608_232410#r52,channel_reclaim,52,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.07052482833026448,10.764268214231485,0.6903490062966074,-27.29338389254447,106,0.6320754716981132,1
partial_highwin_BTCUSDT_1h_20260608_232410#r39,trend_bb_reversion,39,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.13228061326474733,6.025891579393944,0.6096549974183927,-34.66919359807455,40,0.6,1
partial_highwin_BTCUSDT_1h_20260608_232410#r71,channel_reclaim,71,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.04051735574261067,3.1751793627580094,1.323992911990606,41.31827459191477,92,0.532608695652174,1
partial_highwin_BTCUSDT_1h_20260608_232410#r56,trend_state_tp,56,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.004733755037640906,10.227403594813048,0.958220256404576,-15.202179460847248,268,0.6268656716417911,1
partial_highwin_BTCUSDT_1h_20260608_232410#r15,trend_state_tp,15,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.0986472219271766,2.037906888598373,2.1572116119318334,95.90081695056696,174,0.4827586206896552,1
partial_highwin_BTCUSDT_1h_20260608_232410#r144,trend_reclaim,144,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.09642425944676317,16.30115182346563,0.5187902716618992,-40.637128480002126,129,0.7984496124031008,1
partial_highwin_BTCUSDT_1h_20260608_232410#r60,trend_bb_reversion,60,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.2929591654313612,11.425407451823085,0.2842128275441035,-999961,39,0.5897435897435898,1
partial_highwin_BTCUSDT_1h_20260608_232410#r70,range_bb_reversion,70,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.059939196749817646,6.216565280434217,0.5534251853827216,-18.382597930831786,83,0.6506024096385542,1
partial_highwin_BTCUSDT_1h_20260608_232410#r37,range_bb_reversion,37,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.0944328439574455,15.267916002912672,0.6371774119831017,-43.98374406560028,155,0.6516129032258065,1
partial_highwin_BTCUSDT_1h_20260608_232410#r81,channel_reclaim,81,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.011918818592654331,5.097151096888103,1.127692340834532,20.48334923577927,139,0.9136690647482014,1
partial_highwin_BTCUSDT_1h_20260608_232410#r28,trend_state_tp,28,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.01739234817219547,16.05487120786093,0.9263280284677576,-22.59752544759445,215,0.6604651162790698,1
partial_highwin_BTCUSDT_1h_20260608_232410#r110,channel_reclaim,110,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.03738759017469596,3.834769805327937,0.7683990487573089,-15.23502857065867,54,0.5370370370370371,1
partial_highwin_BTCUSDT_1h_20260608_232410#r91,trend_bb_reversion,91,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.14019669386819042,8.952376745764894,0.3220752141588604,-42.750378242557886,58,0.7413793103448276,1
partial_highwin_BTCUSDT_1h_20260608_232410#r31,channel_reclaim,31,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.029363659659787766,2.0331057468615836,1.4455578471734618,67.65287570384763,148,0.6081081081081081,1
partial_highwin_BTCUSDT_1h_20260608_232410#r48,trend_bb_reversion,48,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.08334859640949628,12.469747600688855,0.63459863661737,-56.00240657487639,117,0.5213675213675214,1
partial_highwin_BTCUSDT_1h_20260608_232410#r182,range_bb_reversion,182,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.11690415813788563,7.78326347118945,0.3138665463041368,-40.255021404192505,65,0.6307692307692307,1
partial_highwin_BTCUSDT_1h_20260608_232410#r34,range_bb_reversion,34,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.06187094476876301,11.068550894224991,0.833114727560885,-26.918395477427808,88,0.5340909090909091,1
partial_highwin_BTCUSDT_1h_20260608_232410#r95,trend_reclaim,95,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.01597711041986286,2.4950240494007203,0.8400033032439116,-6.91201575565237,52,0.46153846153846156,1
partial_highwin_BTCUSDT_1h_20260608_232410#r22,trend_state_tp,22,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.08207104118935489,3.668601572884011,1.8116541304658376,74.07986167518803,151,0.48344370860927155,1
partial_highwin_BTCUSDT_1h_20260608_232410#r42,trend_bb_reversion,42,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.05332451167360509,3.9262563344965242,0.5890526857829504,-10.225426610138513,63,0.6984126984126984,1
partial_highwin_BTCUSDT_1h_20260608_232410#r93,trend_state_tp,93,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.10203328518178437,5.063655156484375,0.4416600216405692,-34.95555575833309,44,0.4772727272727273,1
partial_highwin_BTCUSDT_1h_20260608_232410#r58,channel_reclaim,58,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.04826289021206232,6.169055229185502,1.1430150748873014,14.40068774813448,68,0.6911764705882353,1
partial_highwin_BTCUSDT_1h_20260608_232410#r74,trend_bb_reversion,74,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.06457213536576083,7.294689974522698,0.5933782073425274,-10.96208411864908,81,0.8395061728395061,1
partial_highwin_BTCUSDT_1h_20260608_232410#r72,channel_reclaim,72,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.10485958083091548,7.759966156864109,0.547263070714485,-48.50418996955125,73,0.3698630136986301,1
partial_highwin_BTCUSDT_1h_20260608_232410#r65,trend_state_tp,65,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.05241837046334118,2.960853109713787,1.4171276028437236,41.65974137615875,76,0.5263157894736842,1
partial_highwin_BTCUSDT_1h_20260608_232410#r114,trend_bb_reversion,114,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.11451869237118192,13.8204528242881,0.36882357639143215,-39.311427066144375,113,0.7876106194690266,1
partial_highwin_BTCUSDT_1h_20260608_232410#r85,trend_bb_reversion,85,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.07748700318733462,10.218450635331717,0.5394803398246781,-27.167604620539677,117,0.7264957264957265,1
partial_highwin_BTCUSDT_1h_20260608_232410#r108,trend_state_tp,108,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.01918433105871732,1.7036531745090002,1.1731504001252107,6.442214577388665,75,0.4266666666666667,1
partial_highwin_BTCUSDT_1h_20260608_232410#r105,range_bb_reversion,105,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.02873242061999386,3.2570724953444183,0.6745098149340853,-9.81603756816299,79,0.5822784810126582,1
partial_highwin_BTCUSDT_1h_20260608_232410#r40,trend_bb_reversion,40,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.10536866126803812,11.168174520454926,0.6086519152918735,-59.12966976331924,80,0.4,1
partial_highwin_BTCUSDT_1h_20260608_232410#r67,range_bb_reversion,67,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.1035413728582465,7.396418094520504,0.5674899214984819,-36.08048487355574,55,0.6,1
partial_highwin_BTCUSDT_1h_20260608_232410#r59,channel_reclaim,59,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.013797871194672738,4.718708913320611,1.0447226844518807,4.496208232993041,45,0.6444444444444445,1
partial_highwin_BTCUSDT_1h_20260608_232410#r99,channel_reclaim,99,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.0930767845381189,7.8459550999803955,0.6658324843706916,-19.953643132917133,57,0.7192982456140351,1
partial_highwin_BTCUSDT_1h_20260608_232410#r139,channel_reclaim,139,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.03388849198397515,2.4285162566623906,1.2021698608536802,55.442470186342334,70,0.6,1
partial_highwin_BTCUSDT_1h_20260608_232410#r30,trend_state_tp,30,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.0991134570986204,10.191472726340306,0.6498794211768326,-46.53827930689563,96,0.5625,1
partial_highwin_BTCUSDT_1h_20260608_232410#r16,trend_state_tp,16,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.005416823370679584,11.647749262166117,1.0239682857003687,-41.680341660823245,367,0.3760217983651226,1
partial_highwin_BTCUSDT_1h_20260608_232410#r32,trend_state_tp,32,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.012226848893381525,5.71027943837985,0.9269790955895788,-20.62418264713273,118,0.3559322033898305,1
partial_highwin_BTCUSDT_1h_20260608_232410#r163,range_bb_reversion,163,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.07517302926666107,4.219258536074219,0.5940643529820456,-27.181398536320472,43,0.5116279069767442,1
partial_highwin_BTCUSDT_1h_20260608_232410#r20,trend_state_tp,20,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.028460328775378765,17.262594601956614,0.8725455014859241,-41.35098450760908,247,0.5384615384615384,1
partial_highwin_BTCUSDT_1h_20260608_232410#r75,channel_reclaim,75,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.005812884904586256,3.9076602428675438,1.056886590202329,-13.600735047717945,131,0.4580152671755725,1
partial_highwin_BTCUSDT_1h_20260608_232410#r102,channel_reclaim,102,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.04992119296789282,5.2324356659329085,0.6947737512335853,-43.971877708081486,84,0.4166666666666667,1
partial_highwin_BTCUSDT_1h_20260608_232410#r79,trend_bb_reversion,79,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.08644294119312936,6.133927939955431,0.4121083278824556,-35.55033101772679,57,0.543859649122807,1
partial_highwin_BTCUSDT_1h_20260608_232410#r78,trend_state_tp,78,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.21626641500132074,2.4517640199429955,2.502808365192406,141.8185366693912,136,0.5514705882352942,1
partial_highwin_BTCUSDT_1h_20260608_232410#r116,channel_reclaim,116,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.018361060539547877,2.32329694448925,0.8075643910187867,-1.355852521276936,45,0.5555555555555556,1
partial_highwin_BTCUSDT_1h_20260608_232410#r158,trend_bb_reversion,158,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.1519862955610989,10.87756129554025,0.21415874413509012,-89.82948090937651,70,0.3142857142857143,1
partial_highwin_BTCUSDT_1h_20260608_232410#r180,channel_reclaim,180,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.05965792478659911,4.234306810124594,0.6677911007597063,-0.7364639682822496,61,0.8032786885245902,1
partial_highwin_BTCUSDT_1h_20260608_232410#r162,trend_state_tp,162,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.07532922046961862,9.044487316196427,0.35016186036257413,-40.20055266522828,117,0.5555555555555556,1
partial_highwin_BTCUSDT_1h_20260608_232410#r145,range_bb_reversion,145,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.14626577115754671,7.157860764981919,0.28645625946693365,-48.76860181565024,48,0.6041666666666666,1
partial_highwin_BTCUSDT_1h_20260608_232410#r44,channel_reclaim,44,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.08126721434111704,6.434768993227847,1.1303309165135882,10.111657798456573,71,0.5070422535211268,1
partial_highwin_BTCUSDT_1h_20260608_232410#r66,range_bb_reversion,66,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.13469801122698308,7.6995333356150875,0.37792999893777185,-37.16303179025477,52,0.7692307692307693,1
partial_highwin_BTCUSDT_1h_20260608_232410#r83,channel_reclaim,83,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.1330242765063388,8.917263141448043,0.49745747546720154,-32.11546083040732,49,0.7346938775510204,1
partial_highwin_BTCUSDT_1h_20260608_232410#r54,range_bb_reversion,54,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.25449866976552965,19.941039661445622,0.4182306130836886,-111.7491026190128,64,0.359375,1
partial_highwin_BTCUSDT_1h_20260608_232410#r86,trend_bb_reversion,86,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.02170835093626158,2.389341340658711,1.2198871053459197,32.050113829060614,49,0.5102040816326531,1
partial_highwin_BTCUSDT_1h_20260608_232410#r157,range_bb_reversion,157,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.16032977802841616,6.990351979278381,0.18909392511255343,-55.3081855014206,40,0.45,1
partial_highwin_BTCUSDT_1h_20260608_232410#r90,trend_state_tp,90,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.007010456763138145,9.58774238553087,0.9445273848510242,-4.940758685345518,231,0.7316017316017316,1
partial_highwin_BTCUSDT_1h_20260608_232410#r155,range_bb_reversion,155,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.1612223314474838,11.723754762227669,0.5324285253551548,-53.96821240924261,67,0.5671641791044776,1
partial_highwin_BTCUSDT_1h_20260608_232410#r166,trend_bb_reversion,166,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.1055578305169713,7.550314117336442,0.3770794619527321,-23.491651878503585,59,0.8305084745762712,1
partial_highwin_BTCUSDT_1h_20260608_232410#r147,channel_reclaim,147,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.0351148315505369,10.124910546598418,0.614938663873061,-18.29308501619978,234,0.7136752136752137,1
partial_highwin_BTCUSDT_1h_20260608_232410#r192,channel_reclaim,192,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.0666098818453709,5.47186189516261,0.5981177069063065,-17.865885226471114,57,0.631578947368421,1
partial_highwin_BTCUSDT_1h_20260608_232410#r118,range_bb_reversion,118,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.1832953798868929,21.175781684268664,0.38386683839181057,-79.94809673472781,114,0.6491228070175439,1
partial_highwin_BTCUSDT_1h_20260608_232410#r129,channel_reclaim,129,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.038401467060983546,2.8277678966297106,0.5640438287249269,-16.63780048272038,57,0.5614035087719298,1
partial_highwin_BTCUSDT_1h_20260608_232410#r109,range_bb_reversion,109,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.09493479877509103,5.553311224364326,0.32455089542188775,-39.17556643301483,53,0.41509433962264153,1
partial_highwin_BTCUSDT_1h_20260608_232410#r169,channel_reclaim,169,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.14132400944072662,6.5111488815002625,0.2916691047895431,-46.72026062235441,43,0.5116279069767442,1
partial_highwin_BTCUSDT_1h_20260608_232410#r168,range_bb_reversion,168,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.15581827458968361,16.721854019114662,0.5217205436634185,-70.52717482639812,85,0.5294117647058824,1
partial_highwin_BTCUSDT_1h_20260608_232410#r97,trend_state_tp,97,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,0.0024514679631845522,16.454702067419866,0.9933049185786018,-36.80204152989448,225,0.48,1
partial_highwin_BTCUSDT_1h_20260608_232410#r101,channel_reclaim,101,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.1292493888327958,7.810903634803598,0.25234220950768604,-49.546749621080856,58,0.46551724137931033,1
partial_highwin_BTCUSDT_1h_20260608_232410#r107,range_bb_reversion,107,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.0892905197668024,11.84940462294698,0.7931531129463453,-45.99894963590057,88,0.45454545454545453,1
partial_highwin_BTCUSDT_1h_20260608_232410#r89,trend_state_tp,89,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.003869073886186073,8.011629648189556,0.9635365479491872,-13.959991048673565,272,0.6139705882352942,1
partial_highwin_BTCUSDT_1h_20260608_232410#r138,channel_reclaim,138,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.04994028662999152,3.7747499982043875,0.5697787003986987,-14.143177581833275,56,0.5714285714285714,1
partial_highwin_BTCUSDT_1h_20260608_232410#r41,trend_state_tp,41,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.013856779233221985,2.9213986404635897,0.8957943463139777,-12.34970204519901,98,0.45918367346938777,1
partial_highwin_BTCUSDT_1h_20260608_232410#r122,channel_reclaim,122,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.18305248455921266,12.74906585409366,0.25314739189074414,-63.5295586272626,69,0.7101449275362319,1
partial_highwin_BTCUSDT_1h_20260608_232410#r87,trend_bb_reversion,87,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.12692067142543884,9.214082539014852,0.3602526351891497,-42.287583230825696,64,0.59375,1
partial_highwin_BTCUSDT_1h_20260608_232410#r183,trend_bb_reversion,183,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.061417973593661045,9.610687576455273,0.7345858802218272,-18.03316865740196,87,0.7586206896551724,1
partial_highwin_BTCUSDT_1h_20260608_232410#r146,channel_reclaim,146,partial_highwin_BTCUSDT_1h_20260608_232410,BTCUSDT,1h,-0.11849603912261757,13.886526191419977,0.5566647112960575,-50.72946186565663,96,0.6354166666666666,1
