window,train_start,train_end,test_start,test_end,total_trades,win_rate,profit_factor,sharpe_ratio,sortino_ratio,calmar_ratio,total_return_pct,max_drawdown_pct,max_drawdown_r,avg_drawdown_r,expectancy,expectancy_r,avg_win,avg_loss,avg_win_r,avg_loss_r,avg_r_multiple,payoff_ratio,trades_per_day,avg_holding_bars,max_consecutive_losses,exposure_pct,total_fees,total_slippage
1,2020-01-01,2021-01-01,2021-01-01,2021-04-01,5,0.4,2.370698965766869,1.9924387900362448,0.7391337079994079,11.69994024449547,2.8217319875749816,1.0218247559471694,1.022045208027433,0.6981296158167775,564.3463975149989,0.5795608284726199,2440.1700415936148,-686.2026985374117,2.459924675195266,-0.6740150693424777,0.5795608284726199,3.5560484486503032,0.05555555555555555,45,2,0.41589648798521256,152.21999288359603,314.425892012808
2,2020-04-01,2021-04-01,2021-04-01,2021-07-01,6,0.3333333333333333,1.3106290968082255,0.8752173433605165,0.0,1.2699685928099436,1.2240025824340264,3.9403990000000046,4.0,2.5,204.00043040567232,0.22396832101159614,2582.2007912170175,-985.0997500000001,2.6719049630347884,-1.0,0.22396832101159614,2.621258193616451,0.06593406593406594,35,4,0.3930530164533821,184.7734501714347,359.1363359750579
3,2020-07-01,2021-07-01,2021-07-01,2021-10-01,8,0.25,0.8662070880037653,-0.4279532571903242,-1.8259408972368518,-0.6374560585957431,-0.7962900320896441,4.900995010000011,5.0,2.884940386678496,-99.5362540112028,-0.08359364251794804,2577.6853930878965,-991.9434697109026,2.602429521130701,-0.9789346970674977,-0.08359364251794804,2.598621264011296,0.08695652173913043,27,5,0.3996383363471971,293.93907832159135,595.2272977154569
4,2020-10-01,2021-10-01,2021-10-01,2022-01-01,7,0.7142857142857143,1.405841492344358,1.1968235134382785,7559116079765.692,3.290311207459906,0.8187620511047862,1.0000000000000069,1.0000000000000002,0.9121332336759232,116.96600730068184,0.12034592480791542,567.2409970459064,-1008.7214670623796,0.5684842947310816,-1.0,0.12034592480791542,0.5623365969377433,0.07608695652173914,64,1,0.8137432188065099,240.1970703177086,475.68746677653303
5,2021-01-01,2022-01-01,2022-01-01,2022-04-01,9,0.3333333333333333,0.45600942966136354,-3.5330902569904516,-1.8805883212677723,-2.588014120440057,-2.643906647842581,3.9813783993490057,4.037428187529599,2.59810215927612,-293.7674053158431,-0.2942177739089256,738.7667043628259,-810.0344601551774,0.760781381868353,-0.821717351797565,-0.2942177739089256,0.9120188593227271,0.1,45,4,0.7523105360443623,311.0882415075,628.3566926129456
6,2021-04-01,2022-04-01,2022-04-01,2022-07-01,9,0.4444444444444444,2.142699400281381,2.847810072356591,2.06907716818367,7.284466195855041,4.766191830415788,2.8208878430568354,2.847758231871077,1.3863480431994968,529.5768700461992,0.5345417581344106,2234.2963455969225,-834.1987103943793,2.2237144518340255,-0.8167963968252814,0.5345417581344106,2.6783742503517263,0.0989010989010989,37,3,0.6215722120658135,379.6107448529302,736.4959676879012
7,2021-07-01,2022-07-01,2022-07-01,2022-10-01,12,0.08333333333333333,0.25358739775651107,-6.236954720333695,-9.16719767519893,-3.5461200816061784,-7.55975464234913,7.55975464234913,7.775522973362171,3.6021287265702853,-629.9795535290962,-0.6479602477801809,2568.362996108228,-920.7379671324892,2.6584995376058354,-0.9485475009970915,-0.6479602477801809,2.7894613753216224,0.13043478260869565,27,7,0.596745027124774,420.07011871558865,837.8807144050917
8,2021-10-01,2022-10-01,2022-10-01,2023-01-01,10,0.4,1.9324764562573316,2.27390057135318,1.0215957535224385,6.172564593360755,3.015366602715207,2.0280225891558947,2.0387946017303245,0.9132059033764232,301.536660271521,0.3068527258362301,1562.2713387638898,-538.9531253900583,1.554653137724865,-0.5250142154228599,0.3068527258362301,2.8987146843859977,0.10869565217391304,49,3,0.8896925858951176,594.5250869181283,1180.3400628827337
9,2022-01-01,2023-01-01,2023-01-01,2023-04-01,7,0.42857142857142855,2.739637567498387,3.2339821308977994,2.7601351933414286,11.55420554699898,5.580621937400298,2.133927269862035,2.140929557614462,0.9807022577414406,797.2317053429001,0.7991682575259776,2929.514705696818,-801.9805449225382,2.861023671127723,-0.7472233026753311,0.7991682575259776,3.6528500899978495,0.07777777777777778,64,2,0.8317929759704251,369.15565251798085,756.2945934212378
10,2022-04-01,2023-04-01,2023-04-01,2023-07-01,15,0.2,0.38176484205754896,-4.72060956444028,-3.4323107869422547,-2.5321819853385117,-6.12410036844232,8.847697582594497,9.211740875522107,4.571626155327883,-408.27335789615597,-0.4149185144830904,1260.5592871187043,-825.481519149871,1.360685921314139,-0.8588196234323977,-0.4149185144830904,1.5270593682301958,0.16483516483516483,27,7,0.7513711151736746,774.7997124583475,1553.425269675966
11,2022-07-01,2023-07-01,2023-07-01,2023-10-01,15,0.2,0.3888640581109285,-4.302127899308903,-2.924438387468306,-3.6326460923159876,-5.953125461917297,5.953125461917297,6.030976386384171,3.319054043826805,-396.87503079448663,-0.4020650924256114,1262.6522550825246,-811.7568522637393,1.3215578116509221,-0.8329708184447447,-0.4020650924256114,1.555456232443714,0.16304347826086957,28,5,0.7649186256781193,977.7092088599281,1942.300228210415
12,2022-10-01,2023-10-01,2023-10-01,2024-01-01,18,0.2222222222222222,0.9474994976041856,-0.16613922135365664,-0.24743568104567876,-0.3683451986049636,-0.6679084507545631,7.127778368134721,7.356232671260462,3.7571120656036037,-37.10602504191979,-0.021324841305046804,3013.508883993014,-908.7102847661865,3.031560287680635,-0.8935777353009559,-0.021324841305046804,3.31624824161465,0.1956521739130435,20,6,0.6781193490054249,1046.891531335784,2117.9152733085693
13,2023-01-01,2024-01-01,2024-01-01,2024-04-01,9,0.5555555555555556,5.197962192564579,4.819907209931771,3.889202696100908,21.42553963494185,10.29393269052953,2.2487404430864264,2.2650013587121625,1.1337337669541763,1143.770298947726,1.1147166309585956,2549.2117595984737,-613.031526865709,2.496341786459591,-0.6123148134176487,1.1147166309585956,4.158369754051663,0.0989010989010989,58,3,0.9670932358318098,380.4532394856419,782.8287232229147
14,2023-04-01,2024-04-01,2024-04-01,2024-07-01,9,0.3333333333333333,1.59178179466166,1.8077725140905345,1.2682612080250073,4.434179694352057,2.8483203199402194,2.6910365431463603,2.716549208040072,1.683217087516715,316.480035548914,0.328146457414074,2553.8154274346466,-802.1876603939521,2.5566224415889125,-0.7860915346733454,0.328146457414074,3.18356358932332,0.0989010989010989,40,4,0.6581352833638026,468.81552542862556,934.757903124838
