allow_long,allow_short,atr_stop_mult,atr_tp_mult,break_even_atr,channel_lookback,deploy_score,ema_fast,ema_slow,exit_on_flat_signal,family,funding_abs_max,funding_z_extreme,max_holding_bars,min_holding_bars,move_stop_after_partial,oi_change_min,oi_z_min,partial_exit_atr,partial_exit_fraction,pullback_atr,rsi_high,rsi_low,slope_bars,slope_min,stress_alpha,stress_avg_drawdown,stress_avg_drawdown_r,stress_avg_holding_bars,stress_avg_loss,stress_avg_loss_r,stress_avg_pnl,stress_avg_r_multiple,stress_avg_trade_return,stress_avg_win,stress_avg_win_r,stress_best_month,stress_best_trade,stress_best_trade_r,stress_beta,stress_cagr,stress_cagr_pct,stress_calmar_ratio,stress_cvar_95,stress_expectancy,stress_expectancy_r,stress_exposure_pct,stress_gross_loss,stress_gross_profit,stress_losing_trades,stress_max_consecutive_losses,stress_max_consecutive_wins,stress_max_drawdown,stress_max_drawdown_duration,stress_max_drawdown_pct,stress_max_drawdown_r,stress_median_pnl,stress_median_r_multiple,stress_median_trade_return,stress_pass,stress_payoff_ratio,stress_profit_factor,stress_profitable_months,stress_recovery_factor,stress_sharpe_ratio,stress_sortino_ratio,stress_total_fees,stress_total_months,stress_total_return,stress_total_return_pct,stress_total_slippage,stress_total_trades,stress_trades_per_day,stress_trades_per_week,stress_ulcer_index,stress_var_95,stress_win_rate,stress_winning_trades,stress_worst_month,stress_worst_trade,stress_worst_trade_r,taker_extreme,taker_min,top_lsr_min,trail_atr_mult,trial,use_break_even,use_partial_exit,use_trailing_stop,validation_alpha,validation_avg_drawdown,validation_avg_drawdown_r,validation_avg_holding_bars,validation_avg_loss,validation_avg_loss_r,validation_avg_pnl,validation_avg_r_multiple,validation_avg_trade_return,validation_avg_win,validation_avg_win_r,validation_best_month,validation_best_trade,validation_best_trade_r,validation_beta,validation_cagr,validation_cagr_pct,validation_calmar_ratio,validation_cvar_95,validation_expectancy,validation_expectancy_r,validation_exposure_pct,validation_gross_loss,validation_gross_profit,validation_losing_trades,validation_max_consecutive_losses,validation_max_consecutive_wins,validation_max_drawdown,validation_max_drawdown_duration,validation_max_drawdown_pct,validation_max_drawdown_r,validation_median_pnl,validation_median_r_multiple,validation_median_trade_return,validation_pass,validation_payoff_ratio,validation_profit_factor,validation_profitable_months,validation_recovery_factor,validation_sharpe_ratio,validation_sortino_ratio,validation_total_fees,validation_total_months,validation_total_return,validation_total_return_pct,validation_total_slippage,validation_total_trades,validation_trades_per_day,validation_trades_per_week,validation_ulcer_index,validation_var_95,validation_win_rate,validation_winning_trades,validation_worst_month,validation_worst_trade,validation_worst_trade_r,volatility_max,volatility_min,volume_min,vwap_lookback,wf_gate_windows,wf_max_dd_r,wf_mean_exp_r,wf_mean_pf,wf_mean_win_rate,wf_positive_exp,wf_rank,wf_score,wf_total_trades,wf_windows
True,False,2.5,6.0,0.5,18,457.89340192941836,10,100,False,flow_breakout,1.0,2.0,72,12,True,0.0,0.5,1.2,0.33,1.0,64.96279057085013,34.88170771390881,18,0.0005,0.0,-0.010923244409668624,1.2133375804503936,12,-594.5042090231489,-0.5846727251599265,24.282138036625966,0.025360346954158806,0.000713651929365908,351.1881327097145,0.3476419699578266,0.012981899129479002,1695.6560312561546,1.7001653766975477,0.0,0.013855644719201088,1.3855644719201088,0.4659451764440308,-1.325251866305993e-05,24.282138036625952,0.025360346954158806,0.08229225437253164,16646.117852648164,18612.971033614875,28,2,6,-0.029736641604370003,7626,2.9736641604370004,3.001718504281696,163.88982699944688,0.16249891221726703,0.004933059999999962,False,0.5907243840826027,1.1181568698706414,8,0.6614241134337313,0.3105755926090664,0.5503306094470608,5956.7847376708205,17,0.019668531809667038,1.9668531809667038,29784.866400961822,81,0.15667311411992263,1.0967117988394584,0.013437347179351992,0.0,0.654320987654321,53,-0.009260244991227018,-614.5336446381477,-0.5959839388327084,2.0,0.95,1.25,1.5,2484,True,False,True,0.0,-0.003632238474994781,0.7708434313512915,12,-659.4998617572057,-0.6020189585523347,348.8990061761038,0.31154305849541075,0.005934911796901559,641.6599678341614,0.576770740864111,0.03315651159374844,2942.1075016159225,2.83304643294437,0.0,0.1899547967882862,18.99547967882862,8.813207164247752,-8.778630309415169e-06,348.89900617610385,0.31154305849541075,0.08035786249697752,11870.997511629701,39782.918005718006,18,2,11,-0.021553424678234002,1273,2.1553424678234,2.1659958221687274,77.58255371403355,0.06968784180446744,0.000993004000000105,True,0.9729493591166027,3.351270014734965,15,12.950109279976962,2.3979468529441426,3.411905321090606,9259.318936660095,17,0.2791192049408826,27.91192049408826,9259.36536726438,80,0.15473887814313347,1.0831721470019344,0.005889654424940024,0.0,0.775,62,-0.0034533370861713486,-801.739285016775,-0.6483765363253396,0.08,0.0005,0.0,72,0,2.376749677172827,0.11961789288127486,1.904752217069207,0.6878909266609802,9,8,259.47309270621264,135,11
True,False,3.0,6.0,0.5,18,403.17099116014464,30,100,False,flow_pullback,1.0,1.25,240,12,True,-0.005,-1.0,0.8,0.33,1.5,78.6742509807265,26.130591059854698,18,0.0005,0.0,-0.012775476761906128,1.4682096576482977,12,-534.5393082081893,-0.525789166797025,5.303154335041977,0.00623522757593234,0.00035975698555433067,280.22292692650234,0.27717357656216074,0.014285672392529092,1553.2184378104398,1.5450199730250438,0.0,0.006099191869791909,0.6099191869791909,0.16255510561034173,-2.351472123421399e-05,5.303154335041967,0.00623522757593234,0.16337551382284193,29399.661951450413,30264.076108062232,55,4,7,-0.037520764708628626,4968,3.7520764708628627,3.775707989354399,160.21635928155828,0.1589781308302309,0.004933059999999954,False,0.5242325917355413,1.0294021801352438,7,0.23038287287707893,0.127092688959212,0.23628728377990646,11681.77911183727,17,0.008644141566118778,0.8644141566118778,58410.66948075451,163,0.3152804642166344,2.206963249516441,0.015222583885097951,0.0,0.6625766871165644,108,-0.014767087641292642,-567.287083195851,-0.5562081151952089,1.75,1.0,1.0,1.5,512,True,True,True,0.0,-0.003440192559265461,0.6670482572464259,12,-623.6850244380205,-0.5233055933304025,236.3766546186037,0.20177027478376788,0.004233889441179468,438.3608368212958,0.37205324381058064,0.04864337183228873,2749.9432642152246,2.749943264215225,0.0,0.2589152764232894,25.89152764232894,15.93001288695911,-1.3216941008018964e-05,236.3766546186037,0.20177027478376788,0.16780849520432015,19334.235757578634,57863.63046041103,31,3,13,-0.01625329987242175,1259,1.6253299872421751,1.6312757696317135,78.73416812204151,0.06785175084433308,0.000993004000000086,True,0.702856120709787,2.9928067075384472,14,23.705582869487447,2.9748233774536694,5.4233464626239165,19511.30498017452,17,0.3852939470283236,38.529394702832356,19511.382532255604,163,0.3152804642166344,2.206963249516441,0.006037824286345646,0.0,0.8098159509202454,132,-0.01084343519801001,-786.6518181478531,-0.5738546778667641,0.04,0.002,1.5,24,0,3.270351732356507,0.04815400091581441,1.3041349279009478,0.6382173325779592,8,19,174.06943002121287,201,11
True,True,6.0,3.0,0.5,18,274.15535647038666,8,80,False,flow_breakout,0.0025,1.0,48,12,False,0.01,0.5,2.0,0.67,0.75,68.390701914207,19.445352024516588,24,0.0,0.0,-0.0028579813371577456,0.41575560560368413,13,-388.4700142924315,-0.3823480414678008,43.43174678931725,0.043337791880519706,0.002206870987265567,174.88010885767554,0.17289434985609556,0.010694226940739293,1390.6673163077323,1.3857906333973475,0.0,0.018340559229670594,1.8340559229670594,1.3881261036660733,-4.3308030586967955e-06,43.43174678931727,0.043337791880519706,0.06407673087773032,5438.58020009404,8044.485007453074,14,3,7,-0.013212458998669322,3461,1.3212458998669323,1.326856176764277,85.88227487359579,0.08407553359095442,0.004933060000000001,False,0.4501765964516111,1.4791516740552937,9,1.9723087183252483,0.7697136474669892,0.7859202565831602,2347.8317042514946,17,0.026059048073590385,2.6059048073590385,11739.57585406649,60,0.11605415860735009,0.8123791102514506,0.004346331194786826,0.0,0.7666666666666667,46,-0.003067228288447632,-418.5234632018005,-0.4153236863976836,1.5,1.05,1.1,2.0,2634,True,True,True,0.0,-0.0012639370066188191,0.41956465275923616,13,-372.3056673131192,-0.3604459272035834,154.6588449716179,0.14872801128973087,0.006293303257998748,237.31994493785118,0.22859843301417232,0.015978545226028817,1798.5572706248217,1.7602497922878582,0.0,0.06363435599200007,6.363435599200007,5.185784954559028,-2.3339274930220033e-06,154.65884497161792,0.14872801128973087,0.06310953493995325,2978.4453385049537,12103.317191830412,8,3,30,-0.012270920709131333,3458,1.2270920709131332,1.2318197213254045,29.216191600080922,0.028700526874618427,0.0010070040000000036,False,0.6374330711927053,4.0636358288534975,14,7.436175385385055,2.0914099143988034,2.549269226635355,2842.1655909169967,17,0.09124871853325414,9.124871853325415,2842.1804001346777,59,0.11411992263056092,0.7988394584139265,0.002735334632597225,0.0,0.864406779661017,51,-0.003542129638559266,-400.82138854039385,-0.39075143571527066,0.05,0.001,0.0,168,0,1.2351374738776166,0.0642814629628315,3.4469446441838105,0.8063951200314836,9,4,320.4370978513723,82,11
True,False,3.0,8.0,0.5,18,209.20415392113046,8,80,False,flow_breakout,0.0025,2.0,96,12,True,0.01,0.0,1.2,0.25,1.5,60.03230098951808,27.806174908862676,18,0.0005,0.0,-0.020755618565403432,2.5027858184636766,16,-847.6690095840027,-0.8315817075149379,14.076242212119999,0.015568431413214843,0.00037569196278502926,284.42769375600164,0.28134102401812544,0.028660285456981516,1522.8762253910236,1.5240245854145744,0.0,0.006653683268560195,0.6653683268560195,0.14652105013411507,-1.0769168207397024e-05,14.076242212120007,0.015568431413214843,0.0902716208591924,13562.704153344044,14505.812381556087,16,2,10,-0.045411108250110695,10729,4.54111082501107,4.6038932126036025,143.8299386859433,0.14243931177776006,0.004933060000000005,False,0.3355409842051272,1.069536887153843,7,0.20768227523046748,0.15933494766079592,0.14611428040326277,4277.383947997723,17,0.009431082282120041,0.9431082282120041,21387.584941916353,67,0.12959381044487428,0.90715667311412,0.02390557071482269,0.0,0.7611940298507462,51,-0.017794892929779094,-924.145273296349,-0.8997776828432751,1.25,0.95,1.25,3.0,719,True,False,True,0.0,-0.006462359302689403,1.2838974296523695,17,-1010.7863916697534,-0.9253823663983141,213.6280638550169,0.20312034867593395,0.004274040658668615,458.510954959971,0.4288208916907836,0.0467515006360375,2357.515852316009,2.1862914441618853,0.0,0.09766463287129357,9.766463287129357,3.4485780680886413,-8.241604752960448e-06,213.62806385501702,0.20312034867593395,0.0918030144273394,11118.650308367287,25218.102522798406,11,2,14,-0.028320261552154377,5129,2.8320261552154378,2.825000608223812,46.43578685623305,0.04406373350998852,0.0009930040000000447,False,0.4536180529721425,2.268090264860713,11,4.978574152101548,1.4188237368351544,1.9636998891286193,6049.973983935561,17,0.14099452214431105,14.099452214431105,6050.000183361669,66,0.1276595744680851,0.8936170212765957,0.010316222474790616,0.0,0.8333333333333334,55,-0.008543933561548145,-1111.9185249219636,-0.9654619965723297,0.12,0.003,1.0,48,0,3.140613374955481,0.08407436902233333,3.159402146720099,0.8208860583860584,7,6,287.7838957806884,118,11
True,True,6.0,3.0,0.5,18,188.58369444484754,20,150,False,flow_breakout,1.0,1.5,240,12,True,0.02,-1.0,0.8,0.25,0.5,59.47681907104047,30.88662536609193,24,0.0005,0.0,-0.00795387697891121,1.0772535638727108,13,-449.7489637071909,-0.4443699932858487,10.933167332399158,0.011450242165148589,0.0001765558422512234,150.5338131019719,0.14957758624120837,0.015878846153889237,1513.81501817751,1.508538501528915,0.0,0.0033190591331964114,0.33190591331964114,0.15618810883761425,-3.591449068826066e-06,10.933167332399165,0.011450242165148589,0.045538808737003306,4497.489637071909,4967.615832365073,10,2,9,-0.021250395807322138,5443,2.125039580732214,2.14199419110601,83.24671274884153,0.0824263314899319,0.0049330599999999995,False,0.3347063034034625,1.1045308012314266,8,0.2212317358960131,0.15882987225232242,0.18628652044375382,1617.866101102599,17,0.004701261952931236,0.47012619529312355,8089.584944943953,43,0.08317214700193423,0.5822050290135397,0.010832075384512361,0.0,0.7674418604651163,33,-0.008052373181140604,-469.09430542364873,-0.46055037105222774,1.5,0.95,0.9,2.5,3103,True,False,True,0.0,-0.003245193615508233,0.45117189321325374,13,-421.2765183159591,-0.41034239208150897,90.47886757215008,0.08945034107338963,0.003289065177730967,187.29745409152204,0.1840057230216137,0.020226804518678865,1945.6892199801578,1.9221913156991985,0.0,0.02796388374574499,2.796388374574499,2.6191513134832713,-2.322254624117205e-06,90.47886757215005,0.08945034107338963,0.048601595873297335,2948.9356282117137,6930.005801386315,7,1,10,-0.010676696532112595,3458,1.0676696532112595,1.071121934896381,24.56095092068046,0.023764640453213522,0.0009930040000000926,False,0.4445950484974531,2.350002399200824,10,3.728747146835787,1.083233180562472,0.7788278862547954,1995.5091115824646,17,0.039810701731746376,3.9810701731746376,1995.5170836787067,44,0.0851063829787234,0.5957446808510638,0.004509773833987783,0.0,0.8409090909090909,37,-0.0039171340490945505,-449.8971139714434,-0.4442692978261352,1.0,0.001,1.5,120,0,1.850396411864561,0.02375210722787081,2.1124205011241277,0.7233454676636495,5,18,183.3776539191847,112,11
True,True,3.0,3.0,0.5,18,181.24953107946044,20,100,True,flow_breakout,0.0005,1.25,168,12,True,0.005,0.5,2.0,0.67,1.5,70.84013494175579,25.59651042901754,18,0.0025,0.0,-0.020038185494057153,2.0274389322790043,12,-461.93161410623674,-0.46606009399015724,-4.45382363337989,-0.0031051727364095083,4.0063930601927176e-05,335.72196928233416,0.3411433584522747,0.025406186682712217,2320.6098504665506,2.4125770236611728,0.0,-0.0021405967092068545,-0.21405967092068545,-0.04508900265912168,-1.0928877436495968e-05,-4.453823633379926,-0.0031051727364095083,0.06576932376884018,13396.016809080866,13093.156802011034,29,3,7,-0.0474749181167307,10734,4.74749181167307,4.830284939469781,117.08337243387066,0.11807185013353168,0.004933059999999933,False,0.7267785079657345,0.9773917865746085,6,0.06379368708445285,-0.0342361558977993,-0.013940939562745754,4045.864683247694,17,-0.0030286000706987396,-0.302860007069874,20229.92273942365,68,0.13152804642166344,0.920696324951644,0.022481786052443418,0.0,0.5735294117647058,39,-0.016062367548347445,-537.1619628990687,-0.5464772043709032,1.5,1.0,1.5,1.5,1772,True,False,True,0.0,-0.0029061856784714703,0.834981375313956,12,-478.4703045846237,-0.45114010781995295,271.9234981713601,0.252137761734287,0.006117247908723859,502.81389901935506,0.46853095236636083,0.037510948432886604,3553.5133276152183,3.4052964178267286,0.0,0.12734460356528698,12.734460356528698,6.719851487942187,-5.842837724720137e-06,271.92349817136,0.252137761734287,0.06576932376884018,7655.524873353978,26146.322749006467,16,3,15,-0.018950508622666538,1775,1.8950508622666538,1.9040254488699095,48.10138429054878,0.04500947003569002,0.0009930040000001175,False,1.0508779629612852,3.415353379624178,13,9.757415087812374,1.9899229408443504,0.8188853272677421,5890.4430854121165,17,0.18490797875652498,18.490797875652497,5890.473357126111,68,0.13152804642166344,0.920696324951644,0.005685101081842449,0.0,0.7647058823529411,52,-0.009829464182519954,-605.4973568634553,-0.5712565263239171,0.05,0.0,0.75,72,0,1.61235210466645,0.17284512481582937,2.445091628442598,0.7136946386946387,10,3,332.15903041954084,111,11
True,True,4.0,16.0,0.75,18,176.03660783737345,10,150,False,flow_breakout,1.0,1.25,36,12,True,0.01,0.5,3.0,0.25,1.5,62.80596495886147,22.860165529332072,6,0.0005,0.0,-0.009615309761518507,1.1784324813966909,13,-492.3591526540617,-0.48943064629728894,20.601891111691927,0.0213716889159749,0.0008714752296447437,245.0223477592091,0.2448477105717778,0.014556144353909062,1866.3787263428032,1.8864050553816722,0.0,0.010021999819928906,1.0021999819928906,0.32257636073393664,-8.316915012334574e-06,20.601891111691913,0.0213716889159749,0.07745627468364633,10339.542205735295,11761.072692442036,21,3,11,-0.03106861208653515,8346,3.106861208653515,3.146271537701241,114.66664129669137,0.11402126777449924,0.004933059999999996,False,0.4976496251535415,1.137484857493809,10,0.45754553912720597,0.28925278503400575,0.11313737633165868,3491.36677130903,17,0.014215304867067752,1.4215304867067753,17457.39311380427,69,0.13346228239845262,0.9342359767891684,0.012785440976058769,0.0,0.6956521739130435,48,-0.0080611325292822,-556.1452747230173,-0.5450514556635273,1.5,1.0,1.0,2.0,2331,True,True,True,0.0,-0.005011803538595936,1.0838071021308369,14,-508.32728653956354,-0.48727456956063475,173.7341022338822,0.16573619725569605,0.00497412068186887,347.3497284671229,0.3319571197180349,0.0214743528330128,2590.915963091631,2.5400983143429605,0.0,0.08327247318090403,8.327247318090404,2.859734247843253,-5.523313070884072e-06,173.73410223388214,0.16573619725569605,0.07785927299105344,7116.58201155389,19104.23506569176,14,2,26,-0.029118955107002076,3458,2.911895510700208,2.9470296624915098,32.58076409868651,0.032270549659770754,0.0009930040000001074,False,0.6833190695539976,2.6844677732478477,12,4.1167868181009,1.6657876561617613,1.3461181119052497,4611.573044695313,17,0.11987653054137802,11.987653054137802,4611.594255515404,69,0.13346228239845262,0.9342359767891684,0.008817360407216939,0.0,0.7971014492753623,55,-0.009549122753880313,-569.4094289382415,-0.5481791111361015,0.12,0.0,0.0,72,0,2.7954087709675353,0.045703037858963104,1.4562334575648654,0.672532245797796,8,17,186.26640177386997,134,11
True,False,6.0,6.0,0.75,48,158.96170925402143,30,80,True,flow_breakout,1.0,1.0,48,12,True,0.0025,0.0,1.2,0.25,1.0,70.3125419745099,27.81743920494176,12,0.0,0.0,-0.006603682606263269,0.7296955739120243,12,-292.10480659471096,-0.2928920800154325,-1.7715591550465095,-0.0013366003387626818,3.3315518230683344e-05,211.53450018838046,0.21286742554613763,0.011527557870829819,1024.2210995187938,1.0324289155906954,0.0,-0.001064070234208403,-0.1064070234208403,-0.06281969420095088,-8.532908376268943e-06,-1.7715591550465177,-0.0013366003387626818,0.08221165471105021,10515.773037409597,10365.190509230644,36,3,4,-0.016938481597898267,10597,1.6938481597898267,1.7033189969591265,80.82749053789173,0.08093680238345535,0.004933059999999947,False,0.7241732946965161,0.985680317781369,9,0.08889966158335265,-0.029103597198575394,-0.011839134774602836,3382.491654331064,17,-0.0015058252817890024,-0.15058252817890025,16912.961893430656,85,0.1644100580270793,1.1508704061895552,0.007715819954799198,0.0,0.5764705882352941,49,-0.006920773182142792,-392.19062285256564,-0.390874026558381,2.5,1.0,1.0,1.5,2843,True,True,True,0.0,-0.001194004265973719,0.30629968858454265,12,-248.95233416400254,-0.23734372127144557,139.6035081078016,0.13265131619084852,0.0056434511768101905,320.4829519239864,0.3048903853543303,0.022031639149727722,1456.958233780524,1.3452984698165036,0.0,0.08244301683820177,8.244301683820176,10.533003668500365,-5.189731514681764e-06,139.60350810780164,0.13265131619084852,0.08229225437253164,6721.713022428067,18588.011211591205,27,3,7,-0.007827113654650381,745,0.7827113654650381,0.7846924824197412,26.423091812642642,0.024808791198004183,0.000993004000000085,False,1.2873265599223567,2.7653681657591362,14,15.160503236225393,2.232715990718098,0.957239710107502,4303.2427954216,17,0.11866298189163106,11.866298189163107,4303.263268225606,85,0.1644100580270793,1.1508704061895552,0.002346456496383038,0.0,0.6823529411764706,58,-0.004821378538793608,-345.1420554435059,-0.3171541985905404,0.05,0.0005,0.75,72,0,1.297852338256591,0.06335541794235623,1.8867950207307798,0.6538797061524334,6,12,196.65929164042342,103,11
True,True,2.0,16.0,0.5,12,151.92716500891575,50,100,True,flow_breakout,0.0025,1.25,36,12,True,0.01,-0.25,1.2,0.5,0.25,69.58942853641402,29.77806058232036,6,0.001,0.0,-0.0163690130545188,1.6669011977577481,12,-685.289653591918,-0.6844298485808609,21.52917468795708,0.024105754168402934,0.0004696547408796964,442.90193770095954,0.4465019788843102,0.026434737300136346,3196.1666809255034,3.313098210286597,0.0,0.012591383052647176,1.2591383052647176,0.27278803456867556,-1.7174457913231905e-05,21.529174687957124,0.024105754168402934,0.08027726283549609,21243.979261349457,23030.90076044989,31,4,8,-0.04615812080084928,7256,4.615812080084928,4.657753818200392,166.90833077215052,0.16785121793074978,0.0049330599999999935,False,0.6462988830774067,1.0841142554846819,10,0.3871304698062095,0.20524095238898382,0.07497070926570576,6417.838455952746,17,0.017869214991004554,1.7869214991004554,32090.199653753632,83,0.16054158607350097,1.1237911025145069,0.019353815660823424,0.0,0.6265060240963856,52,-0.017736652627694527,-857.2422345406588,-0.8514440225050799,1.5,0.95,1.1,2.0,2501,True,False,True,0.0,-0.006481538822574231,1.3050130542899667,12,-870.7375690352121,-0.7785181640915425,397.44023933293255,0.3501272353161661,0.005674143779294988,800.0363689736132,0.7084273621122639,0.06391232384524703,5855.779741698045,5.142840832971665,0.0,0.22312240926845206,22.312240926845206,6.883440851908581,-1.2614731655052131e-05,397.4402393329324,0.3501272353161661,0.08043846215845893,17414.751380704238,50402.291245337656,20,2,12,-0.032414371543061433,1322,3.2414371543061433,3.2804579094994653,72.31120893371731,0.06375760993259685,0.001007004000000047,False,0.918803089959772,2.894229733373284,12,10.176825369207148,1.9129492563373074,0.9018101038299178,10735.920650021706,17,0.3298753986463338,32.98753986463338,10735.975109456747,83,0.16054158607350097,1.1237911025145069,0.010518138477042777,0.0,0.7590361445783133,63,-0.017369603544245438,-1077.6527636868518,-0.9518686632646807,0.04,0.003,0.5,48,0,4.2431725434232925,0.09873630063920627,1.6484976940630063,0.6338147517960352,7,13,196.63552414681658,161,11
True,False,1.5,3.0,0.5,12,148.11465413260385,8,100,False,flow_breakout,0.001,1.25,240,12,True,0.005,1.0,1.0,0.67,1.0,65.54158513893303,20.53835104406072,12,0.0005,0.0,-0.03576159781554838,3.4761342455044177,12,-759.683524606858,-0.7581285626221632,-48.46555921811797,-0.04744524433413943,-0.00115995601679671,378.26522001512615,0.37896474663867474,0.018617816395806397,1527.7633129590408,1.514392505169327,0.0,-0.022014670557139793,-2.2014670557139793,-0.3047556354896986,-1.4713800342011883e-05,-48.4655592181179,-0.04744524433413943,0.06383493189328605,18232.404590564594,15130.60880060504,24,3,7,-0.07223712375905822,10729,7.223712375905822,7.421515927954421,204.55837179148466,0.20602639440370188,0.00493305999999996,False,0.4979247380820603,0.8298745634700999,5,0.42939082130475653,-0.4433573265421604,-0.420750090374168,5858.363879377258,17,-0.03101795789959535,-3.1017957899595348,29292.620626603923,64,0.12379110251450677,0.8665377176015474,0.04191605901856453,0.0,0.625,40,-0.015491756993272987,-826.040453911093,-0.8389467641898609,2.5,1.05,0.9,1.5,2379,True,True,True,0.0,-0.006752744583244469,1.2021592040122093,12,-965.9966014911723,-0.8754539000994221,288.63929393600824,0.2707823348428725,0.003469730765544305,742.4437667500948,0.6853784198220004,0.06126623830596811,3203.000615346178,2.9600967214561376,0.0,0.12722439835499588,12.72243983549959,4.763580195359647,-1.1968740876277365e-05,288.63929393600824,0.2707823348428725,0.06520512613847022,16421.94222534993,34894.85703725445,17,3,13,-0.026707726780569194,3302,2.6707726780569194,2.6948807533882313,119.79760988675015,0.11764283011841398,0.0013338585180934586,False,0.768578031852299,2.1248922057092967,11,6.916693046801793,1.5614169098565567,1.6120603849324735,10274.039116280419,17,0.18472914811904498,18.4729148119045,10274.078137311943,64,0.12379110251450677,0.8665377176015474,0.010234246158857308,0.0,0.734375,47,-0.00659072457212917,-1111.093927426338,-0.9352896637889238,0.12,0.0,0.5,24,0,2.4097307949270137,0.2364266936659036,2.9074922855975958,0.6904761904761905,9,1,352.12179714870706,84,11
