window,train_start,train_end,test_start,test_end,total_trades,win_rate,profit_factor,sharpe_ratio,sortino_ratio,calmar_ratio,total_return_pct,max_drawdown_pct,max_drawdown_r,avg_drawdown_r,expectancy,expectancy_r,avg_win,avg_loss,avg_win_r,avg_loss_r,avg_r_multiple,payoff_ratio,trades_per_day,avg_holding_bars,max_consecutive_losses,exposure_pct,total_fees,total_slippage
1,2020-01-01,2021-01-01,2021-01-01,2021-04-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
2,2020-04-01,2021-04-01,2021-04-01,2021-07-01,3,0.0,0.0,-5.7752200106009575,0.0,-3.8376539299902834,-2.9701000000000057,2.9701000000000057,3.0,2.0,-990.0333333333334,-1.0,0.0,-990.0333333333334,0.0,-1.0,-1.0,0.0,0.03296703296703297,4,3,0.025594149908592323,382.56713299331045,379.9773925708159
3,2020-07-01,2021-07-01,2021-07-01,2021-10-01,3,0.3333333333333333,3.4179356897987674,2.3076021268312674,0.0,10.307336990273862,4.8116920226995425,1.9900000000000002,2.0,1.5,1603.8973408998486,1.6465979739140721,6801.692022699547,-995.0,6.939793921742217,-1.0,1.6465979739140721,6.835871379597535,0.03260869565217391,9,2,0.05244122965641953,416.17639922773617,409.279520948944
4,2020-10-01,2021-10-01,2021-10-01,2022-01-01,3,0.6666666666666666,6.316523523502902,3.751451002963059,0.0,22.832589809169423,5.316523523502896,1.0,1.0,1.0,1772.1745078343001,1.7621896196884512,3158.2617617514506,-1000.0,3.143284429532677,-1.0,1.7621896196884512,3.158261761751451,0.03260869565217391,20,1,0.11211573236889692,398.8182928754925,396.4480728191108
5,2021-01-01,2022-01-01,2022-01-01,2022-04-01,5,0.0,0.0,-7.5112376868785775,-145025260723860.0,-3.764278911374469,-4.900995009999998,4.900995009999998,5.0,3.0,-980.199002,-1.0,0.0,-980.199002,0.0,-1.0,-1.0,0.0,0.05555555555555555,4,5,0.04066543438077634,699.601418069748,697.0917628075085
6,2021-04-01,2022-04-01,2022-04-01,2022-07-01,6,0.3333333333333333,1.160410816649009,0.6042671991940134,18585908813837.516,0.884137702783326,0.6478947207140009,2.970100000000004,3.0,1.4136169036076858,107.9824534523334,0.12072564581259597,2343.4331227530715,-1009.7428811980355,2.3621769374377877,-1.0,0.12072564581259597,2.320821633298018,0.06593406593406594,11,3,0.12797074954296161,850.1354475450385,846.9421186564157
7,2021-07-01,2022-07-01,2022-07-01,2022-10-01,5,0.4,1.9790789330502372,1.9724986467099757,0.0,6.316257865627825,3.027183955301356,1.9900000000000035,2.0,1.3333333333333333,605.4367910602724,0.6230738513528692,3059.5265561174174,-1030.6230523111578,3.057684628382173,-1.0,0.6230738513528692,2.9686183995753557,0.05434782608695652,10,2,0.09584086799276673,710.17607241466,704.6490970118215
8,2021-10-01,2022-10-01,2022-10-01,2023-01-01,24,0.16666666666666666,0.35413781809848877,-6.899183579476301,-7.715008763137279,-3.055802478234504,-11.041850752967367,12.159255656209249,13.619234476805778,7.206726043874855,-460.0771147069745,-0.5144647526675337,1513.6112018172485,-854.814778011819,1.5981220874648179,-0.936982120694004,-0.5144647526675337,1.7706890904924442,0.2608695652173913,8,8,0.35804701627486435,4008.0040767074706,4012.051763931556
9,2022-01-01,2023-01-01,2023-01-01,2023-04-01,13,0.3076923076923077,2.7170524798473243,3.873276433306133,35.86645073439011,22.293097651794294,16.75213211415899,3.9246290427250807,4.0,2.0,1288.6255472429998,1.3598280245805179,6627.1157459836195,-1084.036763308387,6.669441079886683,-1.0,1.3598280245805179,6.11336807965648,0.14444444444444443,12,4,0.29390018484288355,2372.7636743648345,2401.690413122794
10,2022-04-01,2023-04-01,2023-04-01,2023-07-01,23,0.21739130434782608,1.1716627899351946,1.0321308691538809,1.831099966492946,1.169667434023808,2.7172583295976946,9.713124846781316,10.179280633976171,5.382864216698082,118.14166650424795,0.1270148857191759,3709.261018806693,-879.3914869130978,3.8751570216364604,-0.9141357075911808,0.1270148857191759,4.2179860437667,0.25274725274725274,9,11,0.40036563071297987,3669.8007561894697,3681.9517497558204
