alpha,avg_drawdown,avg_drawdown_r,avg_holding_bars,avg_loss,avg_loss_r,avg_pnl,avg_r_multiple,avg_trade_return,avg_win,avg_win_r,best_month,best_trade,best_trade_r,beta,cagr,cagr_pct,calmar_ratio,cvar_95,expectancy,expectancy_r,exposure_pct,gross_loss,gross_profit,losing_trades,max_consecutive_losses,max_consecutive_wins,max_drawdown,max_drawdown_duration,max_drawdown_pct,max_drawdown_r,median_pnl,median_r_multiple,median_trade_return,payoff_ratio,profit_factor,profitable_months,recovery_factor,sharpe_ratio,sortino_ratio,test_end,test_start,total_fees,total_months,total_return,total_return_pct,total_slippage,total_trades,trades_per_day,train_end,train_start,ulcer_index,var_95,win_rate,window,winning_trades,worst_month,worst_trade,worst_trade_r
0.7665316386235953,0.0,0.0,196,0.0,0.0,38063.832710754,36.62093769444508,3.644408220535636,38063.832710754,36.62093769444508,0.690634110027279,69063.4110027279,69.0634110027279,-0.0001557739330075302,8.94604125423031,894.6041254230311,0.0,0.0,38063.832710754,36.62093769444508,0.7264325323475046,0.0,76127.665421508,0,0,2,0.0,0,0.0,0.0,38063.832710754,36.62093769444508,3.644408220535636,0.0,inf,2,0.0,3.543036358934142,0.0,2021-04-01,2021-01-01,55.189048565087944,3,0.7612766542150802,76.12766542150801,263.049589686557,2,0.022222222222222223,2021-01-01,2020-01-01,0.0,0.0,1.0,1,2,0.0,7064.254418780114,4.17846438616226
-0.0028702642032085446,-0.007179792676801305,2.024753640799926,51,-741.591426327244,-0.6692124750941414,1164.9307511605098,1.2269698522174546,0.08604535604140857,12604.063816087031,12.60406381608703,0.12509375658744015,12604.063816087031,12.60406381608703,0.006709748779895382,0.36976563729524736,36.976563729524734,9.35760400782036,-7.367476790027214e-05,1164.9307511605095,1.2269698522174546,0.6617915904936015,4449.548557963464,12604.063816087031,6,6,1,-0.03951499090859433,245,3.951499090859433,4.015274850564849,-665.6657629191925,-0.6011781533938799,-0.08302400411532153,16.995967548477566,2.8326612580795945,1,2.063651052580656,2.2438684042339223,3.6009729663994685,2021-07-01,2021-04-01,132.20436832656165,3,0.08154515258123575,8.154515258123576,281.0164468503176,7,0.07692307692307693,2021-04-01,2020-04-01,0.013623665511773249,0.0,0.14285714285714285,2,1,-0.038706644447386473,-1125.0937565874399,-1.0
0.8109138918596366,-0.008299743159618634,0.6493949181727601,88,-707.4731895543343,-0.6493949181727598,9615.180235180356,9.734677588346228,0.7379591335530479,19937.833659915046,20.118750094865216,0.398593140815368,39734.11195587372,40.13546662209467,-0.022604057871837873,2.6398368560437317,263.9836856043732,263.9836856043732,-2.3614360660827752e-05,9615.180235180356,9.734677588346228,0.6419529837251357,1414.9463791086687,39875.66731983009,2,1,2,-0.01,453,1.0,1.0,-136.6955075761494,-0.09837813435487894,-0.007603252417150545,28.181751555100888,28.181751555100888,1,38.46072094072142,3.210095893195874,11.064076569047236,2021-10-01,2021-07-01,96.99982495884666,3,0.38460720940721427,38.46072094072143,271.2704074137463,4,0.043478260869565216,2021-07-01,2020-07-01,0.009068610362711662,0.0,0.5,3,2,0.0,-999.9999999999999,-1.0
0.00932947390867777,-0.015634166213957124,1.4305058183572208,25,-443.30874440444967,-0.4375102010396473,-11.658204973895456,-0.0011853562562194702,-0.0013404463130447034,4736.4977287622005,4.798387936361486,0.029978027172709698,4736.4977287622005,4.798387936361486,-0.0029001517798568003,-0.0055425924458925024,-0.5542592445892502,-0.15986321986118854,-8.734323432733447e-05,-11.658204973895522,-0.0011853562562194702,0.5605786618444847,4876.396188448946,4736.4977287622005,11,7,1,-0.03467084205300765,258,3.4670842053007647,3.517048083076774,-386.6847532658246,-0.38199680957598353,-0.029811498728439967,10.684422061480676,0.9713110964982433,1,0.04035046494482709,-0.00925175191067977,-0.0074575376696048344,2022-01-01,2021-10-01,317.5740623157507,3,-0.0013989845968675218,-0.13989845968675219,635.5067285660828,12,0.13043478260869565,2021-10-01,2020-10-01,0.017626070950236494,0.0,0.08333333333333333,4,1,-0.01779516735412412,-1029.7829483279224,-1.0
0.022548720678840256,-0.012151656432880988,2.2223474455258994,13,-640.7817003992252,-0.6506022604533446,339.69007511928515,0.36681564126270294,0.009634079111147489,6222.520728230347,6.471323051558988,0.06471323051558997,6222.520728230347,6.471323051558988,-0.0005933295724193326,0.10006674057978682,10.006674057978682,2.6027257155190866,-7.242325719332238e-05,339.6900751192851,0.36681564126270294,0.17929759704251386,3844.690202395351,6222.520728230347,6,6,1,-0.03844690202395359,310,3.8446902023953586,3.9036135627200674,-505.7925284144044,-0.5232637702686908,-0.033318837303443934,9.710827766076248,1.6184712943460413,1,0.6184712943460375,1.2765304623404776,0.9097387959709783,2022-04-01,2022-01-01,192.58125942750706,3,0.023778305258349865,2.3778305258349866,390.31518533342125,7,0.07777777777777778,2022-01-01,2021-01-01,0.01819086562186397,0.0,0.14285714285714285,5,1,-0.028734244468640036,-1000.0,-1.0
-0.01575031825360848,-0.017564051897391058,2.010455457571909,11,-601.5287471926109,-0.6102788617790265,-601.5287471926109,-0.6102788617790265,-0.05278056768432323,0.0,0.0,0.0,-228.95660289422707,-0.23191725834679303,0.0017577479311615576,-0.13717336091336063,-13.717336091336064,-3.8006873196989384,-6.706361118450847e-05,-601.5287471926109,-0.6102788617790265,0.12979890310786105,3609.1724831556653,0.0,6,6,0,-0.03609172483155664,511,3.609172483155664,3.6616731706741588,-564.9856366036445,-0.5751810447183381,-0.04873145006511706,0.0,0.0,0,1.0,-7.267323800276507,-1.5095360373428048,2022-07-01,2022-04-01,144.02439809255182,3,-0.03609172483155664,-3.609172483155664,281.10576384569515,6,0.06593406593406594,2022-04-01,2021-04-01,0.01858278958469335,0.0,0.0,6,0,-0.017058617540120058,-1000.0,-1.0
-0.04310466735494922,-0.021389381821550826,2.4592780008358854,21,-543.7674862193967,-0.5527224830503088,-326.1610475723799,-0.33095238155652046,-0.021664634465068597,326.65826836867,0.3343579229248441,-0.001082940564743451,572.0805662163237,0.5851604791745579,0.003389861008302671,-0.14658557530057015,-14.658557530057015,-3.7452248511281954,-9.061024312300147e-05,-326.16104757238,-0.33095238155652046,0.47377938517179025,4893.907375974569,979.9748051060101,9,4,2,-0.03913932570868565,526,3.913932570868565,3.9714285786782457,-366.1843804905071,-0.3765248423654445,-0.02669713736623329,0.6007315197158947,0.20024383990529832,0,1.0,-6.422002263544228,-1.5971613502241793,2022-10-01,2022-07-01,345.0792924163476,3,-0.03913932570868565,-3.913932570868565,683.009334900024,12,0.13043478260869565,2022-07-01,2021-07-01,0.022735703870389794,0.0,0.25,7,3,-0.018136109334280448,-1000.0000000000002,-1.0000000000000002
-0.01666825655120068,-0.028468946468330744,2.29420918809949,11,-562.2853369350178,-0.5734750275160856,-562.2853369350178,-0.5734750275160856,-0.03785649164014206,0.0,0.0,0.0,-312.8962564368876,-0.3141702572933397,0.002593697099783641,-0.1670053419958506,-16.70053419958506,-3.7126466543255927,-8.31123228284181e-05,-562.2853369350178,-0.5734750275160856,0.1717902350813743,4498.282695480142,0.0,8,8,0,-0.04498282695480142,548,4.4982826954801425,4.587800220128684,-524.8074059389355,-0.5362227052079513,-0.029625806291419213,0.0,0.0,0,1.0,-8.898927644764793,-3.0519598011871327,2023-01-01,2022-10-01,274.92576337984025,3,-0.04498282695480142,-4.4982826954801425,541.390085028097,8,0.08695652173913043,2022-10-01,2021-10-01,0.03280769690056241,0.0,0.0,8,0,-0.027639664667780894,-969.4658259238322,-1.0000000000000002
0.0426870486626997,-0.010126097783609836,2.591289702801417,34,-589.7210949624797,-0.5585563100092275,316.9242704555772,0.3446263015251349,0.03593555118633867,7570.087193800033,7.570087193800033,0.06019396638134178,7570.087193800033,7.570087193800033,-0.0013840546124026041,0.1209050642253704,12.09050642253704,2.756762563691779,-8.290260630934702e-05,316.92427045557724,0.3446263015251349,0.5674676524953789,4717.768759699838,7570.087193800033,8,8,1,-0.04385762699253204,260,4.385762699253204,4.468450480073819,-455.7289658416043,-0.43722484292427793,-0.031671004567365595,12.836724442224117,1.6045905552780146,1,0.6503585874780435,1.3327322038512392,1.35119633465037,2023-04-01,2023-01-01,254.87560395195078,3,0.028523184341002053,2.8523184341002055,515.9800886765178,9,0.1,2023-01-01,2022-01-01,0.01649079460800039,0.0,0.1111111111111111,9,1,-0.029872629956986696,-1075.7008719380005,-1.0000000000000002
-0.07804484273667242,-0.050404499198881764,3.7901797235319283,11,-721.15662002819,-0.7452652150952738,-529.0486115104857,-0.547908850912594,-0.027733027755966536,719.653443854593,0.7349075162748244,0.0010715555205498273,1340.760507975999,1.3626594804946806,0.003619978266440401,-0.28241852701788095,-28.241852701788094,-3.515171034105895,-0.00017809646684262067,-529.0486115104857,-0.547908850912594,0.3180987202925046,9375.03606036647,1439.306887709186,13,10,1,-0.08034275552390463,538,8.034275552390463,8.325788315743878,-639.0506300453102,-0.651257810471067,-0.03600086484133595,0.9979156037234488,0.1535254774959152,1,0.9877342544339459,-8.736837231531043,-4.481240276080214,2023-07-01,2023-04-01,613.6002779484194,3,-0.07935729172657273,-7.935729172657273,1212.5318597192904,15,0.16483516483516483,2023-04-01,2022-04-01,0.0574743311677181,0.0,0.13333333333333333,10,2,-0.04353237418149336,-990.9463394794622,-1.0000000000000002
