slippage_bps_per_side,fee_bps_per_side,trades,win_rate,sharpe,profit_factor,expectancy_r,avg_win_r,avg_loss_r,payoff_ratio,max_drawdown_r,max_drawdown_pct,max_consecutive_losses,trades_per_week,total_return_pct,total_fees,total_slippage
0,5,283,0.7031802120141343,4.8776459098420055,5.8505613358329525,0.3211771611812444,0.549710512009942,-0.22022922947245593,2.469583679447075,1.041075135835996,1.0376199721846546,4,3.8317214700193425,146.10354549633595,14543.93207213722,0.0
2.0,5,284,0.8274647887323944,4.788946150599804,5.594833172001001,0.30699346098786384,0.45099168418866403,-0.3836102625261778,1.1665822358640394,1.044802857941356,1.0413297370311099,2,3.8452611218568666,137.2373673942216,14065.178836154364,5626.0778116059555
5.0,5,284,0.8274647887323944,4.67563058349486,5.280963981204835,0.28971055024549663,0.43096293571370603,-0.38772435965305896,1.1011371705490935,1.0502762313671,1.04677747417532,2,3.8452611218568666,125.9920481336641,13428.28602421631,13428.324236379352
10.0,5,284,0.8028169014084507,4.395276639853257,4.449091808882103,0.2584228546248456,0.41412910100226225,-0.37552400562606525,1.0927593916552532,1.2177242893116897,1.2207333664430824,2,3.8452611218568666,106.93033791956792,12369.041181969907,24738.226401543943
15.0,5,284,0.795774647887324,4.1855223937006425,3.981044088494584,0.23373377570374743,0.3913106415896374,-0.3802726327481684,1.0216838811180786,1.3508245996381731,1.3517618259304844,2,3.8452611218568666,93.04428934655446,11513.359234111616,34540.39067292314
20.0,5,284,0.7746478873239436,3.8943105652018986,3.419041368209437,0.2075279283678165,0.3784428012695098,-0.3799919472317542,0.9946302162063817,1.8725857102785888,1.8640312716120842,3,3.8452611218568666,79.29527919077795,10688.581941353214,42754.85872029231
30.0,5,284,0.7464788732394366,3.337692679060174,2.6482336694980897,0.16311562282232217,0.35094447123540534,-0.38993598639397814,0.8994001141691628,3.153576320763147,3.1150672645252877,4,3.8452611218568666,58.18674783821483,9395.416528246968,56373.61477149307
50.0,5,284,0.7183098591549296,2.52469547132797,1.9254820012771745,0.10665493369575764,0.3097438936492141,-0.4112219141855566,0.7550909808930097,3.8321175792698092,3.7966065255179324,4,3.8452611218568666,34.90821883093219,7709.670991052485,77099.702850341
