entry_time,exit_time,side,entry_price,exit_price,quantity,notional,stop_loss,take_profit,exit_reason,pnl,pnl_pct,risk_amount,r_multiple,fees,slippage,holding_bars,metadata
2020-01-02 20:00:00+00:00,2020-01-03 04:00:00+00:00,SHORT,6975.64737,7109.956186666666,0.14335587035271824,1000.0,7102.8533333333335,6744.1033333333335,stop_loss,-21.253957309293668,-0.021253957309293667,21.253957309293668,-1.0,2.0,2.0192367225887002,2,{}
2020-01-27 16:00:00+00:00,2020-01-28 00:00:00+00:00,LONG,8788.45968,9041.560103571428,0.1137613981096295,999.787460426907,8644.199642857144,9050.610714285714,take_profit,26.79348312677127,0.0267991790128379,19.39417467448234,1.3815222135760428,1.999574920853814,2.0283988003583304,2,{}
2020-01-28 04:00:00+00:00,2020-01-28 16:00:00+00:00,LONG,9120.701589999999,8923.752315000002,0.109646761862557,1000.0553952581748,8932.685000000001,9470.480000000001,stop_loss,-23.594961045444297,-0.023593654068885864,23.594961045444293,-1.0000000000000002,2.0001107905163495,1.9784963239073128,3,{}
2020-02-05 20:00:00+00:00,2020-02-06 08:00:00+00:00,LONG,9665.58593,9689.19111,0.10344116258327245,999.8194456477205,9476.64357142857,10014.682857142858,signal_reversal,0.44210837089201904,0.0004421882098978428,22.524331151565363,0.01962803547493103,1.999638891295441,2.002085082389834,3,{}
2020-02-06 16:00:00+00:00,2020-02-07 04:00:00+00:00,LONG,9796.656869999999,9792.02817,0.10205765905644396,999.8238667314293,9583.8175,10193.005,signal_reversal,-2.4720420199373496,-0.0024724775054818576,24.699637569585416,-0.10008414143620338,1.9996477334628588,1.9991768659588032,3,{}
2020-02-25 16:00:00+00:00,2020-02-26 04:00:00+00:00,SHORT,9385.794810000001,9157.228079999999,0.10652258722362054,999.7991463112301,9646.09607142857,8900.217857142856,signal_reversal,22.34792114022051,0.022352410704363383,30.755089227701625,0.7266414015177483,1.9995982926224602,1.9752770959859651,3,{}
2020-02-26 16:00:00+00:00,2020-02-27 04:00:00+00:00,SHORT,8986.75425,8822.864049999998,0.11127739756794086,1000.0226255226322,9266.524285714288,8452.82142857143,signal_reversal,16.23722969184426,0.016236862324348265,34.16328144983531,0.4752830817989978,2.0000452510452646,1.9818281952054113,3,{}
2020-04-29 08:00:00+00:00,2020-04-29 16:00:00+00:00,LONG,7952.944999999999,8238.362676428573,0.12576284606765806,1000.1849978195506,7794.195357142857,8246.609285714287,take_profit,33.894569310036275,0.03388830004841904,22.945397084499138,1.4771838197097011,2.0003699956391015,2.036302866186753,2,{}
2020-06-11 20:00:00+00:00,2020-06-12 08:00:00+00:00,SHORT,9271.64907,9503.3081,0.10791218864721884,1000.523943512651,9493.814285714287,8855.16142857143,stop_loss,-26.999880834217105,-0.02698574182985128,26.999880834217105,-1.0,2.0010478870253023,2.0260237471633067,3,{}
2020-06-22 20:00:00+00:00,2020-06-23 08:00:00+00:00,LONG,9573.073509999998,9623.52684,0.10448618655852242,1000.2539447043089,9437.057499999999,9816.295,signal_reversal,3.2711681614702974,0.0032703376765360393,17.19834423572284,0.19020250534791158,2.0005078894086177,2.0057868429221335,3,{}
2020-06-24 16:00:00+00:00,2020-06-25 04:00:00+00:00,SHORT,9240.720029999999,9182.653479999999,0.1082476964066104,1000.2866563859236,9426.816428571428,8896.157142857142,signal_reversal,4.284996963007368,0.004283768993269626,23.165510930536183,0.18497312560281132,2.0005733127718472,1.9942960223623913,3,{}
2020-06-27 20:00:00+00:00,2020-06-28 08:00:00+00:00,SHORT,8928.512550000001,9061.862809999999,0.1120376435328585,1000.3295063555536,9122.472500000002,8569.175000000001,signal_reversal,-16.940907907604817,-0.016935327609524098,24.753535072555433,-0.6843833762712713,2.000659012711107,2.015586336943294,3,{}
2020-07-08 16:00:00+00:00,2020-07-09 04:00:00+00:00,LONG,9420.791379999999,9392.91768,0.10616518898823951,1000.1600972764776,9280.23857142857,9674.682857142856,signal_reversal,-4.959536822854265,-0.00495874294161456,17.907373961158278,-0.2769550037661398,2.0003201945529554,1.9973600160679132,3,{}
2020-07-16 12:00:00+00:00,2020-07-17 00:00:00+00:00,SHORT,9072.53838,9128.929809999998,0.1102349155240773,1000.1105019082491,9183.583214285714,8877.663571428573,signal_reversal,-8.21652552614818,-0.008215617684716573,15.253590450522342,-0.5386617369071172,2.0002210038164985,2.0064330984673138,3,{}
