allow_long,allow_short,atr_stop_mult,atr_tp_mult,break_even_atr,channel_lookback,daily_ema,deploy_score,ema_fast,ema_slow,exit_on_flat_signal,family,htf_ema_fast,htf_ema_slow,htf_macd_min,max_holding_bars,min_holding_bars,move_stop_after_partial,partial_exit_atr,partial_exit_fraction,pullback_atr,rsi_high,rsi_low,slope_bars,slope_min,stress_alpha,stress_avg_drawdown,stress_avg_drawdown_r,stress_avg_holding_bars,stress_avg_loss,stress_avg_loss_r,stress_avg_pnl,stress_avg_r_multiple,stress_avg_trade_return,stress_avg_win,stress_avg_win_r,stress_best_month,stress_best_trade,stress_best_trade_r,stress_beta,stress_cagr,stress_cagr_pct,stress_calmar_ratio,stress_cvar_95,stress_expectancy,stress_expectancy_r,stress_exposure_pct,stress_gross_loss,stress_gross_profit,stress_losing_trades,stress_max_consecutive_losses,stress_max_consecutive_wins,stress_max_drawdown,stress_max_drawdown_duration,stress_max_drawdown_pct,stress_max_drawdown_r,stress_median_pnl,stress_median_r_multiple,stress_median_trade_return,stress_pass,stress_payoff_ratio,stress_profit_factor,stress_profitable_months,stress_recovery_factor,stress_sharpe_ratio,stress_sortino_ratio,stress_total_fees,stress_total_months,stress_total_return,stress_total_return_pct,stress_total_slippage,stress_total_trades,stress_trades_per_day,stress_trades_per_week,stress_ulcer_index,stress_var_95,stress_win_rate,stress_winning_trades,stress_worst_month,stress_worst_trade,stress_worst_trade_r,trail_atr_mult,trial,use_break_even,use_partial_exit,use_trailing_stop,validation_alpha,validation_avg_drawdown,validation_avg_drawdown_r,validation_avg_holding_bars,validation_avg_loss,validation_avg_loss_r,validation_avg_pnl,validation_avg_r_multiple,validation_avg_trade_return,validation_avg_win,validation_avg_win_r,validation_best_month,validation_best_trade,validation_best_trade_r,validation_beta,validation_cagr,validation_cagr_pct,validation_calmar_ratio,validation_cvar_95,validation_expectancy,validation_expectancy_r,validation_exposure_pct,validation_gross_loss,validation_gross_profit,validation_losing_trades,validation_max_consecutive_losses,validation_max_consecutive_wins,validation_max_drawdown,validation_max_drawdown_duration,validation_max_drawdown_pct,validation_max_drawdown_r,validation_median_pnl,validation_median_r_multiple,validation_median_trade_return,validation_pass,validation_payoff_ratio,validation_profit_factor,validation_profitable_months,validation_recovery_factor,validation_sharpe_ratio,validation_sortino_ratio,validation_total_fees,validation_total_months,validation_total_return,validation_total_return_pct,validation_total_slippage,validation_total_trades,validation_trades_per_day,validation_trades_per_week,validation_ulcer_index,validation_var_95,validation_win_rate,validation_winning_trades,validation_worst_month,validation_worst_trade,validation_worst_trade_r,volatility_max,volatility_min,volume_lookback,volume_min,wf_gate_windows,wf_max_dd_r,wf_mean_exp_r,wf_mean_pf,wf_mean_win_rate,wf_positive_exp,wf_rank,wf_score,wf_total_trades,wf_windows
True,True,1.5,2.0,0.5,18,200,247.13173680930652,30,80,True,mtf_bb_expansion,20,200,0.0005,168,12,True,2.0,0.67,1.0,68.36589861915448,34.93699179498965,12,0.005,0.0,-0.011402619755219064,1.381634599580263,12,-720.2404683243376,-0.7182277574269944,63.91897273584586,0.0649751278018168,0.0012479118719506087,390.6520731775889,0.3913096633138215,0.014879483476573752,1486.7583574322134,1.4879483476573687,0.0,0.015305018842254325,1.5305018842254325,0.5728467833981499,-5.7996427440810115e-06,63.91897273584587,0.0649751278018168,0.03287936175356596,7202.404683243376,9375.649756262133,10,2,6,-0.026717473652316498,7456,2.6717473652316497,2.6957049257196664,172.2195485002424,0.17325097744625978,0.004933060000000024,False,0.5423911740011685,1.3017388176028044,9,0.8134171296657597,0.44801895310141243,0.07755697482754102,2379.1206255828865,17,0.021732450730187848,2.173245073018785,11896.01433741522,34,0.06576402321083172,0.460348162475822,0.013993667192077718,0.0,0.7058823529411765,24,-0.016579472116145078,-889.4639622999277,-0.8788301744317314,1.5,73,True,False,True,0.0,-0.004072710738697932,1.0751454874780402,12,-735.6198479566194,-0.6985507941739627,414.79625784557595,0.3926080844109947,0.006804763206027118,713.0522852757749,0.6755011270070947,0.038185084916000145,2948.9485867744256,2.713844351208515,0.0,0.09768923986728861,9.768923986728861,6.147976703414192,-3.949483530585371e-06,414.796257845576,0.3926080844109947,0.03287936175356596,5149.338935696336,19252.411702445916,7,2,12,-0.01588965680579731,1925,1.588965680579731,1.5953030539995705,197.33660516172262,0.18885415440593492,0.0031199650603054418,False,0.9693217050307548,3.7388122908329096,12,8.875630820172324,1.6625111721223358,0.2625978784427037,3578.7673079963592,17,0.14103072766749553,14.103072766749552,3578.7885686247987,34,0.06576402321083172,0.460348162475822,0.007327478512410865,0.0,0.7941176470588235,27,-0.015889656805797348,-973.0718032367804,-0.9523767380204504,0.12,0.0005,100,0.75,0,3.3096046986935526,0.21968788016720928,4.452342423748789,0.6862082362082362,9,1,345.05872581753755,89,11
True,True,6.0,8.0,1.5,36,200,145.2805717045206,8,150,True,mtf_bb_expansion,20,200,0.0,48,12,False,0.8,0.33,1.0,77.89839653540633,36.55943863604592,12,0.0025,0.0,-0.003979084774926794,0.3921825749224049,12,-186.90116892715085,-0.1856911383716658,24.767388949649998,0.025134518390603756,0.0011931246573204316,342.2702257648512,0.34137300353400807,0.008041151491599896,928.1686038313771,0.9252838559250267,0.0,0.006116417824548526,0.6116417824548526,0.7658891655457867,-3.1462916780740476e-06,24.76738894964997,0.025134518390603756,0.03384640180514143,3924.9245474701675,4791.783160707917,21,5,2,-0.00798603518590037,5070,0.7986035185900371,0.8008369680150481,-60.83397172899924,-0.060124963092116804,-0.005770457342063771,False,1.8312899150366422,1.2208599433577616,7,1.0854680615084114,0.336796285327579,0.053868951032279455,933.3199805620113,17,0.00866858613237724,0.8668586132377241,4666.761576314266,35,0.06769825918762089,0.4738878143133462,0.004560298247027437,0.0,0.4,14,-0.005987608150268997,-318.94038769565014,-0.31630909400962476,1.5,843,False,False,True,0.0,-0.0015481238157031977,0.2582606150772937,12,-149.5139050777237,-0.14577608044753826,150.25586584839436,0.14720883015390404,0.008927048645947401,402.6935676809149,0.39393296539722383,0.01260275830484514,1219.505391599206,1.1806181337178923,0.0,0.03687301158284906,3.687301158284906,7.560678567702609,-1.882651777512806e-06,150.25586584839436,0.14720883015390404,0.03384640180514143,2392.2224812435793,7651.177785937383,16,3,4,-0.004876944741489428,1925,0.48769447414894285,0.4883454618665084,52.13869970319787,0.050460493138510316,0.0022357216316728407,False,2.693351949248985,3.19835543973317,8,10.783298937046627,1.5452636616659154,0.3529956527634087,1079.410596277858,17,0.05258955304693809,5.258955304693809,1079.4180140617102,35,0.06769825918762089,0.4738878143133462,0.0023079427950971846,0.0,0.5428571428571428,19,-0.0046347042504295555,-279.9977347765896,-0.27701536031860213,0.12,0.002,30,0.5,0,2.024616600211983,0.053618474566597296,3.2190681453336123,0.45425685425685425,8,2,211.2583745452907,94,11
True,True,1.5,8.0,0.5,24,200,120.87236809658185,14,200,False,mtf_state_follow,20,200,0.0,168,12,False,1.0,0.67,1.5,59.756752393828876,41.13634352549759,24,0.005,0.0,-0.0452915440426997,5.343028992622407,18,-967.5787590508023,-0.9994531268225815,-1.05583022899063,0.002430412625880423,0.0014559699934702567,324.8646922806901,0.34027486197478035,0.06499626891485666,3445.8590902003966,3.5360844943132874,0.0,-0.0008579639447612308,-0.08579639447612308,-0.009005001758558088,-2.352226966227469e-05,-1.0558302289905441,0.002430412625880423,0.16963494238053026,28059.784012473265,27938.36353613934,29,3,15,-0.09527637725843276,8211,9.527637725843276,9.894734720012606,139.75876969181007,0.1463352073348792,0.004933060000000026,False,0.3357501280819593,0.9956727936223617,7,0.01274402741034158,0.021681230577512894,2.2673497614843074,6881.322998611673,17,-0.0012142047633395122,-0.12142047633395123,34407.6441817256,115,0.22243713733075435,1.5570599613152805,0.054402309815479916,0.0,0.7478260869565218,86,-0.03660207442322372,-1019.6603745229488,-1.0009625358552308,3.0,607,True,False,False,0.0,-0.011359041694200964,1.6043437526878181,20,-1080.144678032238,-0.9992608699570166,405.24802738932647,0.3479152131082701,0.0077488598340313625,746.7176148425598,0.6576108643876466,0.13244825908727598,5851.279406136428,4.6344162338214705,0.0,0.2897825390831905,28.97825390831905,7.460896581008114,-1.6220450774401696e-05,405.24802738932647,0.3479152131082701,0.17858006285760336,21602.89356064476,64964.4324913027,20,3,23,-0.038840176369799674,2467,3.8840176369799675,3.9413528158107494,40.58568076259498,0.038228093410848624,0.0009930040000000497,False,0.6913125899049916,3.0072097660867136,14,11.164094240409748,1.6525233833411375,415.6935044548328,9820.718369795715,17,0.43361538930657934,43.361538930657936,9820.781372833875,107,0.20696324951644102,1.448742746615087,0.016213377499581138,0.0,0.8130841121495327,87,-0.015618866650093488,-1446.7198359306606,-1.0009277545355402,1.0,0.002,75,1.5,0,7.387736900822023,0.1199966436486899,2.172002902979836,0.7057377633060766,6,4,193.88808413418508,249,11
False,True,2.0,4.0,0.75,12,80,120.73320278758717,10,100,True,mtf_momentum_breakout,20,200,0.0025,36,12,True,1.2,0.5,1.0,74.07393820120828,25.445660640047464,24,0.005,0.0,-0.011475766589550502,1.5962022545443413,12,-816.9344716651339,-0.8203508584841349,1.7229017479304038,0.0035671962148497763,-0.0014020969778562448,301.8972719993872,0.3056704829378109,0.013690225775635279,1377.1611038752912,1.3900970548951783,0.0,0.0004989982677152671,0.04989982677152671,0.012594586106676495,-7.290240299988276e-06,1.7229017479303366,0.0035671962148497763,0.039729228785558866,8986.279188316472,9056.918159981617,11,2,6,-0.03962006083318165,4670,3.9620060833181645,4.019776765495874,114.44429558426378,0.11565289526074164,0.005067060000000116,False,0.369548944830347,1.0078607586282191,6,0.017829092176968674,0.026253383508054142,0.0033841504637684254,1891.6160185219849,17,0.0007063897166519019,0.07063897166519019,9458.365608124794,41,0.07930367504835589,0.5551257253384912,0.01530150845329407,0.0,0.7317073170731707,30,-0.01850648243516484,-1010.9727612701168,-1.000961676832955,2.5,1396,True,False,True,0.0,-0.010539076577848819,1.3657981892405335,12,-790.6384223927299,-0.7774290231649063,147.48093518438017,0.14603632172325506,0.0028221017623766328,450.1000827898996,0.4439283684613715,0.049035861606203435,1896.4922546924315,1.9056874678641054,0.0,0.04234929677311827,4.234929677311827,1.5350317104092763,-6.281239582814158e-06,147.48093518438023,0.14603632172325506,0.039729228785558866,7906.384223927299,13953.10256648689,10,2,7,-0.027588548487918165,4516,2.7588548487918163,2.7772071499555864,35.02037913213982,0.03477498761380586,0.0010070040000001851,False,0.5692868826533244,1.7647893362253062,6,2.191749357603057,0.863898263052154,0.1021676950323162,2429.253403017806,17,0.06046718342559543,6.046718342559543,2429.2643082537197,41,0.07930367504835589,0.5551257253384912,0.014175206470398006,0.0,0.7560975609756098,31,-0.017841536150049908,-1070.1163819274961,-1.0009543584091292,1.0,0.003,100,1.25,0,3.1325207144737766,0.06995555383437572,2.0124105330324267,0.6005690216216532,8,12,94.41791998354608,105,11
True,True,5.0,16.0,0.5,24,80,106.4110296880499,30,200,False,mtf_bb_expansion,20,200,0.0005,24,6,True,1.2,0.33,0.25,70.93716617434514,38.59295348560721,36,0.0025,0.0,-0.028499186054979326,2.7705489467324216,8,-571.965147199186,-0.5830187185712628,-61.24389186155749,-0.061679570095076644,-0.005779175522557483,113.47653759605225,0.11667329648888175,0.008675712474698338,632.5504703187572,0.6510889394220623,0.0,-0.02216899754119961,-2.216899754119961,-0.594646337325273,-6.1271166866826195e-06,-61.2438918615575,-0.061679570095076644,0.034894028527681524,7435.546913589419,4312.1084286499845,13,3,10,-0.03728097887715252,12205,3.7280978877152515,3.7819231288743036,65.70237664388122,0.06682771804832617,0.004933059999999996,False,0.1983976438979318,0.5799315744708774,8,0.8378102128787214,-0.9359911067665342,-0.8738189630289022,1506.5177924980164,17,-0.031234384849394264,-3.1234384849394266,7532.736857894147,51,0.09864603481624758,0.690522243713733,0.029293126239172605,0.0,0.7450980392156863,38,-0.011219946534935743,-598.6680975586135,-0.5980725313896245,3.0,1464,True,True,True,0.0,-0.010992822581946797,1.3958064688527476,10,-568.5125876175827,-0.5711132837155216,50.66724804021014,0.05085257595882596,0.00016100490618400616,205.46220695465837,0.20634404087741287,0.012646763779992298,965.7351097539761,0.9772324593659453,0.0,0.017831864317578994,1.7831864317578994,0.7918612495134983,-4.617668852809821e-06,50.6672480402102,0.05085257595882596,0.04263034894028528,5685.125876175826,8218.488278186334,10,3,16,-0.022518925289669735,7261,2.2518925289669736,2.263335185237943,24.511577693407133,0.024551495958397295,0.0010070040000001545,False,0.3614030919098403,1.4456123676393613,12,1.1249925870897117,0.6208171689963982,0.4869945159501585,1730.0599779448107,17,0.02533362402010549,2.5333624020105487,1730.0659714330552,50,0.09671179883945841,0.6769825918762089,0.013694843101241163,0.0,0.8,40,-0.010386986986987923,-607.2606964664362,-0.6091493176415557,0.12,0.0,75,0.75,0,2.2251375778878772,-0.0008270188835710485,3.3872918675992825,0.7866161616161617,6,3,198.12603215414313,108,11
True,True,6.0,8.0,0.5,36,200,104.0768756886084,10,200,True,mtf_momentum_breakout,20,80,0.0,168,8,True,0.8,0.25,0.25,76.2360702177146,41.56495687346276,24,0.0025,0.0,-0.016913067892108256,1.8424121153708444,8,-256.61101273565527,-0.25872616377471397,-12.138506338894304,-0.01195607729097917,-0.0015980213758664756,119.87664711535663,0.1212997694102376,0.006797433136713549,586.9401214171863,0.6032048228551983,0.0,-0.0066123127538648685,-0.6612312753864868,-0.1907472881316501,-5.6526998073452565e-06,-12.138506338894288,-0.01195607729097917,0.04996373599806592,6928.497343862692,5993.832355767833,27,3,9,-0.034665304123753404,10543,3.4665304123753407,3.519750414038781,49.0464480962405,0.04892765441856855,0.004933060000000019,False,0.46715316633291226,0.8650984561720599,11,0.26962549780558803,-0.33470840357162723,-0.04911654868357998,1719.2557189000913,17,-0.009346649880949116,-0.9346649880949116,8596.513122096685,77,0.14893617021276595,1.0425531914893615,0.019791753862778982,0.0,0.6493506493506493,50,-0.016401915584657534,-442.35467643298784,-0.44224733639429253,2.5,1358,True,True,True,0.0,-0.002138585536433042,0.3234166898730366,8,-237.66330359332486,-0.23451400463003066,43.45805802536867,0.04301711021859898,0.003345769124842416,129.22389716327515,0.12768761983343518,0.009144212472361746,864.580192367533,0.8614179906442997,0.0,0.023526265520223744,2.3526265520223744,2.299201916255123,-3.418294666240621e-06,43.458058025368665,0.04301711021859898,0.04996373599806592,4277.939464679847,7624.209932633233,18,2,9,-0.010232361652926368,4427,1.0232361652926367,1.0239579552534994,13.79012355131201,0.013643779284652092,0.0009930040000000584,False,0.543726756337593,1.7822154791065548,12,3.270281662685776,1.1325057412584596,0.1595491314949695,1942.4378287089676,17,0.033462704679534216,3.3462704679534214,1942.4450598622066,77,0.14893617021276595,1.0425531914893615,0.002993608956846557,0.0,0.7662337662337663,59,-0.005167665771280028,-440.41753180981783,-0.4344050893366973,0.08,0.001,100,1.5,0,1.9167161339778016,-0.0052998628221360205,1.4299080924723773,0.6134355469248517,7,7,121.44547992338613,112,11
False,True,6.0,3.0,1.0,18,80,93.22617591850238,14,100,True,mtf_trend_pullback,20,80,0.0,168,12,True,3.0,0.33,1.5,69.46355104513,22.893612764236806,18,0.0005,0.0,-0.005615127699478788,0.6274816764362481,12,-211.83618467940954,-0.21213142564134302,-1.9541852257598344,-0.0016575209572062028,-0.001835383611155483,186.065105951468,0.1868920186556663,0.011004051485244526,739.9918318157685,0.7403773055778291,0.0,-0.0012566670149667392,-0.12566670149667392,-0.09064668784041367,-7.379976782020851e-06,-1.9541852257598435,-0.0016575209572062028,0.08848416471915545,9108.955941214606,8931.125085670466,43,4,5,-0.013863352814160632,5020,1.3863352814160632,1.389837110325966,40.33027235115094,0.040383308970334604,0.005067060000000034,False,0.8783443028539095,0.9804773613252951,5,0.12827406034312103,-0.045154836634461216,-0.013018771260798527,1821.8321206122537,17,-0.0017783085554416175,-0.17783085554416175,9109.429438828785,91,0.1760154738878143,1.2321083172147,0.0069322873293316935,0.0,0.5274725274725275,48,-0.005851556623219234,-304.1592637986942,-0.3033668739367812,1.5,1154,True,True,True,0.0,-0.0017491946033589116,0.27123779046306323,12,-176.41835290598866,-0.17114125820117274,66.61189305073025,0.06505737515901924,0.004415470794499363,233.1326171321857,0.22689717949840998,0.020979142826585973,993.1637331505666,0.9423024514734004,0.0,0.04245320555575316,4.245320555575316,5.476396398138024,-5.1256488209838095e-06,66.61189305073019,0.06505737515901924,0.08848416471915545,6527.479057521579,12589.16132513803,37,4,7,-0.007752032992021407,1956,0.7752032992021407,0.7760976717247337,13.015115083908343,0.0128637856128495,0.001007004000000124,False,1.3214759875715392,1.9286406305098147,11,7.819474289977002,1.5566372450944477,0.49123331250360175,2078.9081371878447,17,0.06061682267616488,6.061682267616488,2078.9183566964753,91,0.1760154738878143,1.2321083172147,0.0026339609901105117,0.0,0.5934065934065934,54,-0.0013307349875607555,-282.4589817299792,-0.2733242478045601,0.2,0.003,100,1.0,0,1.7329288008847292,0.05360429148329822,1.6616749970101472,0.5445990014769919,8,18,80.6350905645815,185,11
True,True,1.5,12.0,1.25,12,80,90.22647913107161,10,150,True,mtf_bb_expansion,20,200,0.0,120,8,True,1.0,0.5,0.5,64.3539797353482,24.1107061996468,6,0.001,0.0,-0.017823000641691848,1.8132561751020762,8,-616.2749589266881,-0.6182019213614137,-8.312224982179224,-0.006316301105139383,-0.0007225476833357822,469.3727802599348,0.4744509719533618,0.013527850019520615,1503.9511267146913,1.525026018619329,0.0,-0.002938003229282171,-0.2938003229282171,-0.07864530452316189,-1.0985817665550186e-05,-8.312224982179202,-0.006316301105139383,0.032476428398742846,13558.049096387134,13142.437847278174,22,5,4,-0.03735764324514628,7512,3.735764324514628,3.7849584812448858,157.09895827626303,0.15972658258122965,0.00493305999999997,False,0.7616288370330674,0.9693457925875405,7,0.11125199905725201,-0.04910564528996708,-0.008419861024800404,3481.1670427556774,17,-0.004156112491090171,-0.4156112491090171,17406.347011348313,50,0.09671179883945841,0.6769825918762089,0.019769150977801207,0.0,0.56,28,-0.016696266864429044,-900.8563411233963,-0.8922965581512664,1.5,1527,True,False,True,0.0,-0.006232064327608936,1.3510438074581401,8,-677.3892215410121,-0.6464628341648961,362.10336480065894,0.3381332775783591,0.005889892451664141,897.599545643338,0.8453494563551875,0.02930353827011567,3074.3134765061072,2.751611180358296,0.0,0.12475132109069276,12.475132109069275,4.425784766961762,-8.880701560245034e-06,362.10336480065905,0.3381332775783591,0.032637601740672095,11515.616766197209,29620.78500623016,17,3,9,-0.028187389956681685,1928,2.8187389956681685,2.8464581328301097,124.00344141835271,0.1129376664630462,0.0017009969730204947,False,1.325086843870003,2.5722274028064764,13,6.423144628806324,1.6512065927846276,0.4189786455316784,5318.3161701427425,17,0.1810516824003293,18.105168240032928,5318.3449119717825,50,0.09671179883945841,0.6769825918762089,0.010045778547804038,0.0,0.66,33,-0.012521309034134287,-987.1496398442937,-0.9732569260582363,0.2,0.0005,30,0.5,0,4.206180472855046,0.021655789058652994,1.8964095029265686,0.4812104562104562,7,8,119.40094752341544,118,11
True,True,2.5,4.0,0.5,36,200,77.41613798371205,30,200,True,mtf_momentum_breakout,20,80,0.0005,24,12,True,2.0,0.5,1.0,71.98853219202023,27.763816169638446,6,0.0,0.0,-0.03762636313033646,3.972665693889568,12,-690.9723725952524,-0.6954940530077732,-0.7324336238035632,0.0005582993819815203,-0.0006550346812964709,245.78183029457105,0.2491484252354654,0.02414861333834062,1071.8367002394898,1.1137231495764437,0.0,-0.0004916272195443216,-0.049162721954432165,-0.006707450026226289,-1.4092520120922606e-05,-0.7324336238035869,0.0005582993819815203,0.09194939157063421,17274.30931488131,17204.728120619977,25,3,12,-0.07329569622167106,10955,7.3295696221671065,7.5264034819030625,113.78672452347384,0.113309726025916,0.004933059999999998,False,0.35570428000099147,0.9959719840027763,8,0.009493216907417305,0.007481596561455888,0.001041884052769225,4206.643304531344,17,-0.0006958119426124904,-0.06958119426124904,21033.84579535415,95,0.18375241779497098,1.2862669245647969,0.04390709744062025,0.0,0.7368421052631579,70,-0.024383698693428157,-1025.8069741770908,-1.0009717340697326,2.5,375,True,False,False,0.0,-0.005815100415083155,0.9703983569920066,12,-737.8705106408332,-0.6978927016717776,120.94674908149167,0.11609278428476832,0.0030578738050274683,281.97498527942753,0.26871506290162067,0.04000692812689066,1515.0465123451092,1.4158191694594227,0.0,0.07986894787260224,7.986894787260224,3.7691396471472856,-8.491556233838947e-06,120.94674908149156,0.11609278428476832,0.09202997824159884,11068.0576596125,22557.99882235421,15,2,29,-0.021190233143272345,3314,2.1190233143272343,2.110916304143317,32.50605563299816,0.030914772218822804,0.0009930040000000657,False,0.38214697729895053,2.03811721226107,12,5.42228161675024,1.3922666805213213,0.19582785418269197,5524.141229411413,17,0.11489941162741729,11.48994116274173,5524.163767657261,95,0.18375241779497098,1.2862669245647969,0.009534981691813172,0.0,0.8421052631578947,80,-0.013441578170036106,-1097.0951962275653,-1.000962807375232,0.2,0.001,20,1.0,0,4.059842589662467,-0.057128246368826005,0.998001671206319,0.6093392644194784,4,31,40.897330840620725,176,11
True,True,3.0,6.0,0.5,24,200,76.48556914402289,50,100,True,mtf_momentum_breakout,20,200,0.0,48,8,True,1.0,0.33,0.25,63.780593653145374,24.418342580533903,24,0.0,0.0,-0.033436411897000425,3.3943455906175393,8,-421.8735379565205,-0.4330782729887021,-28.232920762568288,-0.027968020776157246,-0.001466409744856833,196.704574776833,0.20352355191672553,0.014229222758554094,777.5820185522099,0.8149805107804592,0.0,-0.01761716315680295,-1.761716315680295,-0.29646232025852975,-1.1219644377945668e-05,-28.2329207625683,-0.027968020776157246,0.05697477637198807,13499.953214608657,11015.456187502647,32,5,8,-0.059424628200440165,12367,5.942462820044017,6.095149847851674,79.42730032509823,0.08336118646319943,0.004933059999999991,False,0.4662643116456997,0.8159625453799744,7,0.4180921450153291,-0.5196352614240164,-0.12147362842538943,3311.414479551804,17,-0.024844970271060446,-2.4844970271060447,16557.507008370387,88,0.1702127659574468,1.1914893617021276,0.03660175475202349,0.0,0.6363636363636364,56,-0.023127237985185012,-520.9734548419631,-0.5381427918285694,1.5,977,True,True,True,0.0,-0.008377371294563663,1.3237642575891408,8,-412.78865816474774,-0.40774382275280346,58.99412805877844,0.05834882379010972,0.0025239033559504563,246.2095194173206,0.2433062232119007,0.019321825608023646,1102.6056592597654,1.0707917926461803,0.0,0.03640340857005464,3.640340857005464,1.247116543705358,-8.257266560405068e-06,58.99412805877846,0.05834882379010972,0.05697477637198807,10319.716454118694,15511.199723291198,25,4,11,-0.029190061469231268,4386,2.919006146923127,2.9515867292022917,23.86179078741617,0.023822305609623062,0.0009930040000000998,False,0.5964541770889842,1.5030645262642401,13,1.7785105641674392,0.9338602190217876,0.2322705799942066,4148.952638914857,17,0.051914832691724734,5.1914832691724735,4148.966128316652,88,0.1702127659574468,1.1914893617021276,0.011758041725902859,0.0,0.7159090909090909,63,-0.01864876316930597,-547.7075816122955,-0.5329309695517291,0.12,0.0,20,1.25,0,4.192012733185798,0.05988897172434817,1.7655119986664092,0.590931533207075,5,6,141.81153896109421,163,11
