alpha,avg_drawdown,avg_drawdown_r,avg_holding_bars,avg_loss,avg_loss_r,avg_pnl,avg_r_multiple,avg_trade_return,avg_win,avg_win_r,best_month,best_trade,best_trade_r,beta,cagr,cagr_pct,calmar_ratio,cvar_95,expectancy,expectancy_r,exposure_pct,gross_loss,gross_profit,losing_trades,max_consecutive_losses,max_consecutive_wins,max_drawdown,max_drawdown_duration,max_drawdown_pct,max_drawdown_r,median_pnl,median_r_multiple,median_trade_return,payoff_ratio,profit_factor,profitable_months,recovery_factor,selected,sharpe_ratio,sortino_ratio,test_end,test_start,total_fees,total_months,total_return,total_return_pct,total_slippage,total_trades,trades_per_day,train_end,train_start,ulcer_index,var_95,win_rate,window,winning_trades,worst_month,worst_trade,worst_trade_r
0.0,-0.0047307763401109055,0.75,4,-497.5,-0.5,-497.5,-0.5,-0.1352060414432126,0.0,0.0,0.0,-494.99999999999994,-0.5,0.0,-0.03977020353879035,-3.977020353879035,-3.9970053807829493,-1.84719895775172e-05,-497.5,-0.5,0.0166358595194085,995.0,0.0,2,2,0,-0.00995,499,0.9950000000000001,1.0,-497.5,-0.5,-0.1352060414432126,0.0,0.0,0,1.0,v3_edge_BTCUSDT_1d_20260608_192634|v3_edge_BTCUSDT_4h_20260608_192109,-4.737245272443121,-80.85700226205391,2021-04-01,2021-01-01,15.011380264849437,3,-0.00995,-0.9950000000000001,30.013230420027917,2,0.022222222222222223,2021-01-01,2020-01-01,0.0049837133080078005,0.0,0.0,1,0,-0.004974874371859284,-500.0,-0.5
0.0,-0.008269510180396223,1.3354430548312148,31,-494.03990000000005,-0.5,16.000184459573866,0.02455785186211264,0.011706570084922338,1291.1003956085087,1.3359524815173942,0.012751213032177189,2231.257739734619,2.322784725843926,0.0,0.004503029147953086,0.4503029147953086,0.18229414862860596,-4.581732423618557e-05,16.00018445957386,0.02455785186211264,0.40036563071297987,2470.1995,2582.2007912170175,5,5,2,-0.024701995000000025,492,2.4701995000000023,2.5,-490.05000000000007,-0.5,-0.054567339424849634,2.6133524753942114,1.0453409901576844,2,0.045340990157685786,v3_edge_BTCUSDT_1d_20260608_192634|v3_wf_edge_BTCUSDT_4h_20260608_192533,0.18355515532403088,0.08338139598193085,2021-07-01,2021-04-01,104.80773046698843,3,0.0011200129121702047,0.11200129121702047,203.43316590484724,7,0.07692307692307693,2021-04-01,2020-04-01,0.011972142870767944,0.0,0.2857142857142857,2,2,0.0,-500.00000000000006,-0.5000000000000001
0.0,-0.011004239364291957,2.032640259505706,18,-487.95169261049085,-0.4874098136874862,-59.923312579511915,-0.05505581576680194,-0.005207054028016113,724.7953841439495,0.7375931804211193,0.003391268151605953,2243.1477571229925,2.2629167833029427,0.0,-0.03983559902840461,-3.983559902840461,-1.2291601203290898,-9.85729382944412e-05,-59.923312579511844,-0.05505581576680194,0.5641952983725136,5367.4686187154,4348.772304863697,11,5,2,-0.032408795542227004,254,3.2408795542227002,3.244137931914741,-484.8761210703261,-0.49999999999999994,-0.04923378677764628,1.4853834818491345,0.8102091719177096,1,0.314327112997579,v3_wf_edge_BTCUSDT_4h_20260608_192533|v3_edge_ETHUSDT_4h_20260608_191748,-1.0224272917029509,-0.645153440124049,2021-10-01,2021-07-01,302.52220450039084,3,-0.010186963138517021,-1.018696313851702,605.1563328334671,17,0.18478260869565216,2021-07-01,2020-07-01,0.015849955783405385,0.0,0.35294117647058826,3,6,-0.01651504030458173,-518.063436659205,-0.5000000000000001
0.0,-0.003074640153256322,0.6038138780864283,51,-502.90715568745986,-0.5,259.8580282928591,0.260335327862287,0.016510218681310584,586.757392855853,0.586193325517553,0.0175241854495074,1654.309220790553,1.6367990704965276,0.0,0.10721605709336024,10.721605709336025,10.721605709336064,-2.754293067247382e-05,259.8580282928591,0.260335327862287,0.9258589511754068,1508.7214670623796,4107.301749990971,3,1,3,-0.009999999999999962,308,0.9999999999999962,1.0,90.04134998868822,0.08970899533389579,0.010741225361037809,1.1667310481072242,2.722372445583523,2,2.598580282928607,v3_wf_edge_BTCUSDT_4h_20260608_192533|v3_edge_BTCUSDT_4h_20260608_192109,3.585543071795596,396.9828420661291,2022-01-01,2021-10-01,295.7288845064757,3,0.02598580282928597,2.5985802829285967,586.9859403503862,10,0.10869565217391304,2021-10-01,2020-10-01,0.004921073941029694,0.0,0.7,4,7,-0.009368786721424605,-508.047462471422,-0.5000000000000001
0.0,-0.003506599187501049,1.1636054471233983,9,-314.5070664509694,-0.30276786257299765,140.54265834067292,0.14034192471795512,0.021314357848436365,430.1197559353544,0.42232088026674314,0.006261917699976305,1437.8348102796026,1.4378348102796026,0.0,0.10670739346135494,10.670739346135495,5.314039656988021,-4.053726536853487e-05,140.54265834067297,0.14034192471795512,0.31608133086876156,2201.5494651567856,4731.3173152888985,7,3,4,-0.020080277971022204,147,2.0080277971022205,2.0,70.93808090900023,0.07054598927526852,0.015345257715526509,1.367599656150838,2.1490851739513164,1,1.2598271068671643,v3_edge_ETHUSDT_4h_20260608_191748|family_edge_SOLUSDT_4h_20260608_194104,3.875985184354954,1.45877889426022,2022-04-01,2022-01-01,294.18179687652935,3,0.025297678501321353,2.5297678501321355,589.0008628011755,18,0.2,2022-01-01,2021-01-01,0.006855972995024563,0.0,0.6111111111111112,5,11,-0.009217536927907388,-529.4877298182118,-0.5
0.0,-0.007916258284148917,1.685802949770618,11,-510.37535729406,-0.5,202.7973052778116,0.20655603706153924,0.020580736087809384,1058.6045003640577,1.0544232815353864,0.027682750299907743,3170.37009437005,3.0764615134337925,0.0,0.19147819418909062,19.147819418909062,5.5286153447870765,-0.00011272083947138174,202.7973052778117,0.20655603706153924,0.46983546617915906,6124.50428752872,10586.045003640576,12,4,3,-0.03463402357511364,136,3.463402357511364,3.5,-492.91388224680344,-0.5,-0.016383024956055744,2.074168521726114,1.728473768105095,2,1.2881958997445837,v3_edge_BTCUSDT_4h_20260608_191403|v3_edge_ETHUSDT_4h_20260608_191748,2.953042510913047,52.7299538794898,2022-07-01,2022-04-01,742.0114337370712,3,0.044615407161118635,4.461540716111863,1458.7481534735937,22,0.24175824175824176,2022-04-01,2021-04-01,0.013286804459102911,0.0,0.45454545454545453,6,10,-0.005208779281201115,-546.9661348350711,-0.5000000000000001
0.0,-0.018931133727075264,1.9249114229133577,17,-493.03465432177114,-0.5,-196.03376774918195,-0.19362242175399114,-0.008510830338737065,1437.4711084000583,1.4914542585990578,0.009392644494540914,1917.7225183410853,1.9963881781489863,0.0,-0.09741041422243513,-9.741041422243512,-2.819200588045378,-9.999113529653991e-05,-196.033767749182,-0.19362242175399114,0.41229656419529837,5423.381197539482,2874.9422168001165,11,4,1,-0.03455249500000005,526,3.455249500000005,3.5,-490.05,-0.5,-0.023343637997068758,2.9155579548003048,0.5301014463273281,1,0.7375557049467357,v3_edge_BTCUSDT_4h_20260608_191403|v3_edge_BTCUSDT_4h_20260608_191650,-2.9547413163569427,-2.2637849822317033,2022-10-01,2022-07-01,574.8794138940316,3,-0.0254843898073936,-2.54843898073936,1139.4199179789653,13,0.14130434782608695,2022-07-01,2021-07-01,0.021967490595165798,0.0,0.15384615384615385,7,2,-0.014950000000000019,-500.00000000000006,-0.5000000000000001
0.0,-0.022880375538964194,3.0469182701936397,15,-495.05729358970495,-0.5,-230.6758488970366,-0.23195890896209467,-0.0076235442213403075,826.8499298736372,0.8402054551895266,0.001457712557166646,2218.288215910155,2.258404258438322,0.0,-0.17098858537722783,-17.098858537722784,-2.9218903265646694,-0.0001462456257278303,-230.67584889703653,-0.23195890896209467,0.5587703435804702,7920.916697435279,3307.3997194945487,16,7,1,-0.05851985059900002,326,5.851985059900002,6.0,-493.23491731820144,-0.5,-0.01481728848569912,1.6702105808361574,0.41755264520903934,1,0.7883678667524743,v3_edge_BTCUSDT_4h_20260608_191403|v3_edge_BTCUSDT_4h_20260608_191650,-4.4978849953108355,-2.6778271818482624,2023-01-01,2022-10-01,1255.599984817876,3,-0.046135169779407154,-4.613516977940716,2518.631722631135,20,0.21739130434782608,2022-10-01,2021-10-01,0.030521587242916804,0.0,0.2,8,4,-0.024897404424233827,-513.3013804575623,-0.5000000000000001
0.0,-0.0051221752584295335,0.75,29,-529.2217343087937,-0.5,551.9901928360018,0.5445015792035166,0.019909269905093684,1993.6060956957292,1.9371703514748722,0.035586265725971566,2904.5937681651253,2.762956568984942,0.0,0.16632469797298866,16.632469797298867,15.816815366162755,-3.8302797589505706e-05,551.9901928360018,0.5445015792035166,0.3826247689463956,2116.8869372351746,5980.818287087188,4,2,2,-0.010515688153559064,283,1.0515688153559064,1.0,-500.0,-0.5,-0.020621719698315225,3.7670525725847974,2.825289429438598,1,3.6744445949971065,family_edge_BTCUSDT_4h_20260608_193935|v3_edge_BTCUSDT_4h_20260608_191403,3.455624150933662,35.66342266750752,2023-04-01,2023-01-01,355.44689121057644,3,0.038639313498520206,3.8639313498520207,714.0883934769463,7,0.07777777777777778,2023-01-01,2022-01-01,0.0066576004185047106,0.0,0.42857142857142855,9,3,-0.004960572700144716,-554.6773936317928,-0.5000000000000001
0.0,-0.03310537499516861,3.4870129416332283,16,-498.66559248651544,-0.5,22.950855273371335,0.031887845357141134,8.784466803473126e-05,1522.5981425830455,1.561065400758922,0.0350765421876027,2379.406235319395,2.5247153357706984,0.0,0.028864413320924376,2.8864413320924376,0.43469507566083354,-0.00021369836332677493,22.950855273371246,0.031887845357141134,0.926873857404022,11469.308627189854,12180.785140664364,23,7,2,-0.06640151898901551,478,6.640151898901552,6.791257309760334,-494.20364607338445,-0.5,-0.016620647335020666,3.05334509844735,1.0620330777208173,1,0.10714762618490359,v3_edge_BTCUSDT_4h_20260608_191403|v3_edge_BTCUSDT_4h_20260608_191650,0.4848911907863678,0.5545978225973021,2023-07-01,2023-04-01,1799.7469117898718,3,0.007114765134744812,0.7114765134744812,3610.3180407216073,31,0.34065934065934067,2023-04-01,2022-04-01,0.038534154184758605,0.0,0.25806451612903225,10,8,-0.03594924722585824,-517.0825771830564,-0.5000000000000001
0.0,-0.03133415917180519,3.48297508561265,29,-446.72105545429247,-0.46766551333561124,-210.03496218303152,-0.21853299549785468,-0.0068947621848987,452.686098976499,0.4790380544478638,0.004105666673162922,887.7696291742806,0.9510843968458007,0.0,-0.1492880507795401,-14.92880507795401,-2.817416840762599,-2.9157378711617153e-05,-210.0349621830316,-0.21853299549785468,0.2526029877772748,6254.094776360093,2263.430494882495,14,8,3,-0.05298756244359349,2105,5.298756244359349,5.547317186698558,-471.4287197539463,-0.49999999999999994,-0.010575496199197804,1.0133529491152826,0.3619117675411725,2,0.7531322630147053,family_edge_BTCUSDT_1h_20260608_194104|family_edge_BTCUSDT_4h_20260608_194014,-3.1685072295257912,-2.0155931701327066,2023-10-01,2023-07-01,1191.7161037642345,3,-0.03990664281477657,-3.990664281477657,2378.6324280526032,19,0.20652173913043478,2023-07-01,2022-07-01,0.03424442852377556,0.0,0.2631578947368421,11,5,-0.019800426632551327,-499.99999999999994,-0.5000000000000001
0.0,-0.002492597497761355,0.4571056666519632,10,-224.78302596817403,-0.21280567573095177,339.036066378467,0.3307077049243693,0.05165911770230729,515.2295327367923,0.5005556363791572,0.024281110314313237,1448.4519643224523,1.4231694964873165,0.0,0.3139700944255208,31.397009442552083,43.676250654878395,-1.9873970695512405e-05,339.03606637846696,0.3307077049243693,0.3924050632911392,1123.9151298408701,8243.672523788679,5,1,4,-0.0071885770806302506,294,0.7188577080630251,0.7111024201157115,192.23450333039958,0.1855737439865804,0.035201174490374944,2.2921193916561173,7.334782053299578,2,9.90426521700954,family_wf_edge_SOLUSDT_4h_20260608_194416|v3_edge_SOLUSDT_4h_20260608_191748,6.935481524044048,5.141022350196681,2024-01-01,2023-10-01,274.26481352805075,3,0.07119757393947818,7.119757393947817,565.537820273721,21,0.22826086956521738,2023-10-01,2022-10-01,0.0037343906641119527,0.0,0.7619047619047619,12,16,0.0,-534.1579249760781,-0.5
0.0,-0.007904541636832723,0.8587138596656232,9,-345.08285784652514,-0.3460444287109064,-4.16519969652177,-0.0025078228197906493,-0.0011349728946449282,374.63219824792645,0.3791995170592269,0.005615016117050953,968.0909444879808,0.9861275131560107,0.0,-0.0031726365559895386,-0.31726365559895386,-0.19783027719036206,-6.440167421371189e-05,-4.165199696521796,-0.0025078228197906493,0.32541133455210236,3450.828578465252,3371.6897842313388,10,5,3,-0.016037163780226984,433,1.6037163780226984,1.6119254610968725,-11.654246815600018,-0.011961076266776675,-0.0015340530397333638,1.0856296965482513,0.9770667268934262,2,0.04934712603701175,family_wf_edge_SOLUSDT_4h_20260608_194416|v3_edge_SOLUSDT_4h_20260608_191748,-0.0865887707005157,-0.03755660814101595,2024-04-01,2024-01-01,226.33534340007537,3,-0.0007913879423390608,-0.07913879423390607,456.5462526985914,19,0.2087912087912088,2024-01-01,2023-01-01,0.009307827339888391,0.0,0.47368421052631576,13,9,0.0,-503.32476286002947,-0.5000000000000001
