entry_time,exit_time,side,entry_price,exit_price,quantity,notional,stop_loss,take_profit,exit_reason,pnl,pnl_pct,fees,holding_bars,metadata
2022-04-01 15:00:00+00:00,2022-04-01 19:00:00+00:00,LONG,46142.758676,45907.64428807144,0.02167187287222437,1000.0,45921.42071428572,47753.15857142856,stop_loss,-6.295369125618578,-0.0062953691256185775,1.2,4,{}
2022-04-02 00:00:00+00:00,2022-04-02 04:00:00+00:00,LONG,46297.375046999994,46529.71,0.021598136941751698,999.9370463087439,46170.23892857143,48344.28214285713,signal_reversal,3.818077675679061,0.0038183180528948805,1.1999244555704927,4,{}
2022-04-02 18:00:00+00:00,2022-04-02 21:00:00+00:00,SHORT,46345.19227,46300.29913825,0.02157667663260081,999.9752270855007,46286.41321428571,44922.00357142857,stop_loss,-0.2313256857080458,-0.0002313314164614468,1.1999702725026007,3,{}
2022-04-04 00:00:00+00:00,2022-04-04 04:00:00+00:00,SHORT,46393.437792000004,46075.85,0.02155418872625725,999.9729138286436,46458.46285714286,44669.31428571428,signal_reversal,5.6453797093290845,0.005645532625193168,1.1999674965943723,4,{}
2022-04-04 15:00:00+00:00,2022-04-04 19:00:00+00:00,SHORT,45883.21090600001,45925.76,0.021795104306768693,1000.029367625737,46069.55714285714,44762.525714285715,signal_reversal,-2.1273971830392706,-0.002127334708269741,1.2000352411508843,4,{}
2022-04-04 17:00:00+00:00,2022-04-04 20:00:00+00:00,SHORT,45686.299997,45862.52856075,0.02188857696332538,1000.0080936539066,45848.77392857143,44428.262142857144,stop_loss,-5.057402193162755,-0.0050573612606310304,1.2000097123846878,3,{}
2022-04-06 00:00:00+00:00,2022-04-06 04:00:00+00:00,SHORT,45483.890738,45335.34,0.021984872081238855,999.9575196319748,45670.78071428571,43676.07857142857,signal_reversal,2.065919948945376,0.0020660077137133973,1.1999490235583696,4,{}
2022-04-06 13:00:00+00:00,2022-04-06 17:00:00+00:00,SHORT,44737.574700000005,43815.28,0.022352087379279954,999.9781788314643,44727.18928571429,43043.32142857143,signal_reversal,19.415237909249168,0.019415661581672773,1.1999738145977572,4,{}
2022-04-07 00:00:00+00:00,2022-04-07 04:00:00+00:00,SHORT,43157.518859,43395.57,0.023174926586447694,1000.1723312105569,43750.114285714284,41182.67142857143,signal_reversal,-6.717024513947692,-0.006715867160429996,1.2002067974526682,4,{}
2022-04-08 13:00:00+00:00,2022-04-08 16:00:00+00:00,SHORT,43138.804475000004,43299.81390549999,0.023183423211113857,1000.1051609654174,43286.82785714285,42146.35428571428,stop_loss,-4.932875961420134,-0.004932357269967841,1.2001261931585008,3,{}
2022-04-10 22:00:00+00:00,2022-04-11 02:00:00+00:00,SHORT,42693.897987000004,41929.34,0.023423858662666816,1000.0558322058033,42548.72178571429,41238.37642857143,signal_reversal,16.70883122825426,0.016707898389432842,1.2000669986469639,4,{}
2022-04-11 09:00:00+00:00,2022-04-11 13:00:00+00:00,SHORT,42187.340000000004,41141.13,0.02370907766448621,1000.2229205180859,42017.32035714286,40214.01928571429,signal_reversal,23.604406638740564,0.023599145904909056,1.2002675046217028,4,{}
