allow_long,allow_short,atr_stop_mult,atr_tp_mult,deploy_score,ema_fast,ema_slow,family,max_holding_bars,min_holding_bars,slope_bars,slope_min,sma_period,stress_avg_drawdown_r,stress_avg_holding_bars,stress_avg_loss,stress_avg_loss_r,stress_avg_r_multiple,stress_avg_win,stress_avg_win_r,stress_calmar_ratio,stress_expectancy,stress_expectancy_r,stress_exposure_pct,stress_max_consecutive_losses,stress_max_drawdown_pct,stress_max_drawdown_r,stress_payoff_ratio,stress_profit_factor,stress_sharpe_ratio,stress_sortino_ratio,stress_total_fees,stress_total_return_pct,stress_total_slippage,stress_total_trades,stress_trades_per_day,stress_win_rate,trial,use_take_profit,validation_avg_drawdown_r,validation_avg_holding_bars,validation_avg_loss,validation_avg_loss_r,validation_avg_r_multiple,validation_avg_win,validation_avg_win_r,validation_calmar_ratio,validation_expectancy,validation_expectancy_r,validation_exposure_pct,validation_max_consecutive_losses,validation_max_drawdown_pct,validation_max_drawdown_r,validation_payoff_ratio,validation_profit_factor,validation_sharpe_ratio,validation_sortino_ratio,validation_total_fees,validation_total_return_pct,validation_total_slippage,validation_total_trades,validation_trades_per_day,validation_win_rate,volatility_max,volatility_min,wf_max_dd_r,wf_mean_exp_r,wf_mean_pf,wf_mean_return_pct,wf_min_exp_r,wf_min_pf,wf_min_return_pct,wf_positive_exp,wf_profitable,wf_rank,wf_score,wf_total_trades,wf_windows
True,False,4.0,24.0,110.39690638496509,80,130,ema_state,72,6,18,0.005,300,1.0391366770396404,48,-781.9061746088489,-0.7590015839322898,0.2437487716115319,1191.9017715684145,1.1593034440645866,3.0988508096795404,249.8570699838114,0.2437487716115319,0.17366427592876138,3,2.467724896417494,2.4874246468906076,1.5243539573845508,1.6695305247545085,0.9712033979264051,0.2207944047100693,1388.5773862826306,10.993711079287692,7005.283063029148,44,0.0851063829787234,0.5227272727272727,806,False,1.0119692116139691,48,-824.6124594911665,-0.7737639877304953,0.43887705853719866,1552.3705564695367,1.4494112637602765,5.864677305951101,471.9237310328533,0.43887705853719866,0.17366427592876138,3,2.4312635957626916,2.4502230341421196,1.8825455989683189,2.2590547187619823,1.4221270110238295,0.424169402657368,1662.1814436786585,20.764644165445585,1684.6323807456838,44,0.0851063829787234,0.5454545454545454,0.08,0.0,5.498701205384762,-0.04322968950769709,1.1419447854194955,-0.20555299031233992,-0.350364169098238,0.3199386871881434,-3.473348536201985,3,3,131,3.025020337688094,148,11
True,False,4.0,6.0,87.70110402211603,80,100,ema_state,72,2,18,0.001,80,1.425878058441088,51,-703.1854135312432,-0.6735239585672133,0.23971159801019973,1540.9137363191683,1.489402359642449,1.8938782283197457,244.3231164055972,0.23971159801019973,0.18575227657345475,6,4.0381051432952875,4.105007016584158,2.1913334757344254,1.601359078421311,0.8876064226957963,0.21453540537383023,1425.6305778508663,10.994540238251851,7190.744016205581,45,0.08704061895551257,0.4222222222222222,335,False,1.3204858907135182,51,-728.4482276374771,-0.6703756200899662,0.4360889838958454,1962.9824433176589,1.8191697388781098,3.8116257658656534,467.7431816759166,0.4360889838958454,0.18575227657345475,6,3.7905630222299496,3.8480515994412805,2.694745307685155,2.1557962461481237,1.3304906886872458,0.39269833994555126,1715.2356649979097,21.048443175416296,1738.0238455409215,45,0.08704061895551257,0.4444444444444444,0.12,0.002,5.127647724790957,-0.07300673577949683,0.9028617545358294,-0.1488854551936621,-0.6409559655988696,0.0,-5.019466420177297,6,6,65,22.15401243390035,111,11
True,False,1.5,6.0,76.51592767722877,30,200,ema_state,720,4,6,0.01,400,4.67437892898138,99,-905.3768689638823,-0.9186418256515329,0.19678208894994453,4371.330271320073,4.534541756844579,0.49085166549964837,173.94959154874493,0.19678208894994453,0.3543395922314449,8,10.896212965095065,11.417281673599696,4.828188593245865,1.241534209691794,0.3706249314486367,0.2260245655977466,2825.700821039875,7.653782028144793,14181.518044467475,44,0.0851063829787234,0.20454545454545456,39,False,3.484062956355227,99,-1020.080246772764,-0.9563791919983792,0.674439763249774,5886.284218853947,5.5668966289942325,2.456905588960095,706.5108696339138,0.674439763249774,0.3543395922314449,5,8.577612217576213,8.793353300181462,5.7704129037655925,1.923470967921864,0.8813855930622525,1.049519176906513,4223.412107070239,31.086478263892204,4258.761566092894,44,0.0851063829787234,0.25,1.0,0.001,8.898929128339901,1.713934620104572,2.696311069437859,12.661390537465456,-1.0,0.0,-8.556652643830487,6,5,1,155.46126563009906,95,11
True,False,3.0,8.0,59.457057351161744,80,130,ema_state,360,1,36,0.02,200,1.7468388877436163,44,-860.5895434475085,-0.8361604330276209,0.14263696289017488,1389.692009321349,1.3661337077874198,1.0946798552362225,139.53559111642807,0.14263696289017488,0.161576275284068,6,4.016011601446813,4.080134708601454,1.6148139608509116,1.2918511686807288,0.5508521126211929,0.13100607857665136,1751.72221364017,6.279101600239301,8799.18593751396,45,0.08704061895551257,0.4444444444444444,475,True,1.5173311496477417,44,-954.554594989975,-0.8874113246386911,0.3558714942107231,1761.2398183556513,1.6556671684623836,3.0477328425156167,373.16711820122003,0.3558714942107231,0.161576275284068,5,3.8030014593416164,3.858756020802436,1.8450907130923697,1.7648693777405278,1.1218829462001185,0.4019180198877528,2193.317480408659,16.792520319054848,2212.324516370328,45,0.08704061895551257,0.4888888888888889,0.08,0.0,6.505914229869887,-0.013539456910467125,1.0666568093162732,0.07516395289885196,-0.3827008370511699,0.35966520258060075,-6.367732565463971,4,4,94,13.646825586743052,162,11
True,False,4.0,6.0,57.36072496365081,20,200,ema_state,72,1,6,0.01,200,1.6593168647578267,44,-668.9002817328724,-0.6593140867986333,0.14307374203679854,1585.846643033118,1.5789256462686243,1.2455212252876515,139.4052195983316,0.14307374203679854,0.19211862357965992,6,4.1468091341480395,4.218485589820995,2.3708266932176767,1.324873740327525,0.5510764008217783,0.1631141775790139,1785.082892103729,7.3884766387116105,8971.73589055817,53,0.10251450676982592,0.3584905660377358,466,False,1.4457658650896739,44,-672.7742036032893,-0.634581275495823,0.338039334282169,2051.4209442040724,1.9428633404158557,3.4225759936711317,355.22396538062094,0.338039334282169,0.19211862357965992,6,3.7866976043974674,3.844546718133297,3.04919679324346,1.8479980565111878,1.0724535935057338,0.36455021337796406,2171.4139002408438,18.826870165172878,2192.4353750255746,53,0.10251450676982592,0.37735849056603776,0.2,0.003,5.629385094998204,-0.018234243643510218,1.0765233984915754,0.27345208263311366,-0.6254872327775782,0.0,-5.4955336830728045,6,5,63,23.185569749069987,116,11
True,False,6.0,6.0,53.190046644153455,80,130,ema_state,360,2,48,0.0,50,1.6474923888591002,132,-547.3173028849745,-0.5379864416874555,0.14451901341726245,1799.8772091832495,1.7939071965869973,1.190587175508348,139.66645674474955,0.14451901341726245,0.4366991699572891,8,3.3700568712433787,3.4173994049433567,3.288544322819474,1.3607769611666787,0.4849640429953863,0.12681300201173024,912.8598780347372,5.72632472653476,4597.776237217529,41,0.07930367504835589,0.2926829268292683,305,False,1.4656090889868356,132,-556.9737398222933,-0.5361122833605596,0.2701032787924474,1872.8258080889432,1.8249475772303894,2.513777257991576,272.7139106839827,0.2701032787924474,0.4366991699572891,8,3.0931901311549477,3.1320437182272354,3.3625028869161455,1.7435200154380013,0.7833510901478494,0.23626723812111997,1032.960039895237,11.18127033804328,1045.1875296910366,41,0.07930367504835589,0.34146341463414637,0.12,0.003,5.524398672648758,0.02057039275358798,1.5954591431102834,0.15537882212700002,-0.531803723131362,0.0,-4.69049429569603,6,6,28,40.729189139048884,105,11
True,False,5.0,4.0,51.17907317374777,20,300,ema_state,72,4,24,0.02,50,1.6794386720537968,43,-556.8840086240657,-0.5603560228024942,0.08402263062907038,1214.6383345743056,1.229584681174074,0.6877397074488437,80.86403492734797,0.08402263062907038,0.17503424933515996,6,4.12914818059628,4.179007457792137,2.1811334420885995,1.2268875611748367,0.42383091217322294,0.1021842745980943,1386.7772405641601,4.04320174636734,6961.345880877096,50,0.09671179883945841,0.36,195,False,1.2787509508410735,43,-534.6367755652195,-0.5241630906529796,0.22931472506335776,1492.787397056684,1.4586732664952766,2.3302544120800603,235.78441003110385,0.22931472506335776,0.17503424933515996,6,3.515326734924209,3.5651510910436497,2.7921524767511645,1.7113192599442621,0.992940177983237,0.25828587182730606,1616.5878840883195,11.789220501555175,1630.0087282909813,50,0.09671179883945841,0.38,1.0,0.002,3.5865525913925382,0.05200974173878924,1.5927567608425186,0.07197129656179717,-0.32673589062633185,0.015682185182011865,-3.3342644167744586,4,4,34,37.819005000221814,84,11
True,False,5.0,24.0,49.124440654461935,30,200,ema_state,168,6,6,0.005,400,1.3812806351307354,76,-637.7773720998534,-0.6207049668849207,0.09761783375660231,1208.1514455655863,1.192204958543685,1.051581696150635,93.62838584305672,0.09761783375660231,0.3266983640905794,5,3.310030161445776,3.3350689429885385,1.8943153181929326,1.2431444275641121,0.44146960733092544,0.11449432488238509,1405.8426591022328,4.9623044496819935,7061.38976947695,53,0.10251450676982592,0.39622641509433965,252,True,1.124614472009267,76,-661.4142390369157,-0.6234141058409388,0.22946073201345368,1403.5299593444565,1.3419061726930959,3.3465693821626545,234.69362063801947,0.22946073201345368,0.3266983640905794,5,2.5803581795258315,2.583864547281255,2.122013522702708,1.6268770340720764,0.9001350576288174,0.2815686364601171,1631.6744754776796,12.438761893815041,1645.760628043876,53,0.10251450676982592,0.4339622641509434,0.08,0.0,4.779504772225781,-0.04722871941215949,0.9956287217419281,-0.11222205709962742,-0.3340464066087974,0.11557949075778948,-3.3220723227898414,3,3,128,3.6137393069053516,168,11
True,False,4.0,24.0,43.32805225668345,20,300,ema_state,72,3,24,0.0,150,2.238433338340866,42,-667.2054416158905,-0.6732106809764733,0.09844515198338558,1446.9430116413887,1.4702777439120236,0.6000234198991397,93.88800155672993,0.09844515198338558,0.17052139576114111,6,5.489951845184102,5.589545074703423,2.168661886415477,1.2198723111087058,0.4179349159263945,0.12115552624381676,1653.7336251725626,4.694400077836515,8300.775017095779,50,0.09671179883945841,0.36,873,True,1.65621716400441,42,-640.0069412393782,-0.6260506666412874,0.2797182322804709,1941.3222272271435,1.8899740525858186,2.1260696939159502,289.27155940856954,0.2797182322804709,0.17052139576114111,6,4.710017694237117,4.793889988961795,3.033283082004952,1.7062217336277856,0.992217129319905,0.29902939964157277,1993.5337381572056,14.463577970428537,2010.0093169866996,50,0.09671179883945841,0.36,1.0,0.002,4.035503288001782,0.025938725104285118,1.188153429256278,-0.1554890855413197,-0.40834614871674874,0.015207822553347622,-3.5698206652106164,4,4,59,25.78491724923378,84,11
True,False,6.0,16.0,41.613718298243015,50,80,ema_state,72,2,36,0.005,300,1.3677794890443873,45,-493.8262612380003,-0.48874867278959816,0.04940296699825034,924.3671546961515,0.9238993816535044,0.6164616877868369,46.43789721310509,0.04940296699825034,0.2315255056813603,7,3.338575636251214,3.3836028517109527,1.8718468968798954,1.1519057826953198,0.3197277958768282,0.09349025898313607,1406.7478462348909,2.925587524425602,7055.68560855217,63,0.1218568665377176,0.38095238095238093,1043,False,1.1387749646250322,45,-462.6163453736048,-0.44331062872831783,0.1575331458644339,1172.7630741524952,1.1339042795776553,2.3909542256475835,160.3853382553856,0.1575331458644339,0.2315255056813603,7,2.943164070164181,2.9759122497928843,2.535066229026954,1.560040756324279,0.8905698347236205,0.28566845825603954,1601.1405426138692,10.104276310089336,1612.859277742605,63,0.1218568665377176,0.38095238095238093,0.12,0.002,6.014245680304254,-0.024862395793090682,1.06262867729592,0.04178726376468766,-0.48853670753200196,0.10669612425707714,-5.255022315979295,6,6,36,36.78491002381022,144,11
