alpha,avg_drawdown,avg_drawdown_r,avg_holding_bars,avg_loss,avg_loss_r,avg_pnl,avg_r_multiple,avg_trade_return,avg_win,avg_win_r,best_month,best_trade,best_trade_r,beta,cagr,cagr_pct,calmar_ratio,cvar_95,expectancy,expectancy_r,exposure_pct,gate_pass,gross_loss,gross_profit,losing_trades,max_consecutive_losses,max_consecutive_wins,max_drawdown,max_drawdown_duration,max_drawdown_pct,max_drawdown_r,median_pnl,median_r_multiple,median_trade_return,payoff_ratio,profit_factor,profitable_months,recovery_factor,sharpe_ratio,sortino_ratio,test_end,test_start,total_fees,total_months,total_return,total_return_pct,total_slippage,total_trades,trades_per_day,trades_per_week,train_end,train_start,ulcer_index,var_95,win_rate,window,winning_trades,worst_month,worst_trade,worst_trade_r
0.0,-0.00042167727482107407,0.5058826988500144,8,-509.041734481441,-0.5058826988500144,227.16827400044184,0.22496321394177915,0.008397356529271162,361.02463917896597,0.3578442889948325,0.018316485536971516,817.0061896215584,0.8062839731752401,0.0,0.125373052039091,12.5373052039091,24.1578527341603,-4.712461097811021e-06,227.16827400044178,0.22496321394177915,0.048170449282075034,False,1018.083468962882,3971.271030968626,2,1,6,-0.005189743203534302,170,0.5189743203534303,0.5189743203534241,328.75802630180556,0.320404785348079,0.01568969366845899,0.7092240473106601,3.9007322602086307,2,5.690431002432943,2.912554145221084,5.692471599543047,2021-04-01,2021-01-01,574.1192826126947,3,0.029531875620057255,2.9531875620057253,574.1233840428929,13,0.14444444444444443,1.011111111111111,2021-01-01,2020-01-01,0.0014445758481607647,0.0,0.8461538461538461,1,11,0.0,-525.2923916162773,-0.5189743203534241
0.0,-0.0072703624273745505,0.7879605605769185,8,-510.6987406582539,-0.5096487389131066,4.840007527865916,0.005862685331355955,0.0005371754393732128,211.05550680231386,0.21206725502914098,0.0015964941462591753,1177.1583686342576,1.1823590029743638,0.0,0.002722490162315294,0.2722490162315294,0.18272260413073382,-9.39877803435872e-06,4.840007527865936,0.005862685331355955,0.051834862385321104,False,2042.7949626330155,2110.555068023138,4,2,6,-0.014899580570597686,1724,1.4899580570597686,1.497055848622604,24.88429819728863,0.02486125858591926,0.0010070040000001027,0.4132681167967607,1.0331702919919015,2,0.04547786098344689,0.08059550992942818,0.1196169628166761,2021-07-01,2021-04-01,667.1891645715574,3,0.0006776010539013078,0.06776010539013078,667.1905667113576,14,0.15384615384615385,1.076923076923077,2021-04-01,2020-04-01,0.008526082895832189,0.0,0.7142857142857143,2,10,0.0,-525.1897052078224,-0.5243075231454523
0.0,-0.0001688806718280122,0.3408207675069444,8,-328.71187734017144,-0.32718873492820727,187.37439832317156,0.18336276905784904,0.006797336189990547,227.07334260496717,0.22263596167216107,0.012140404626559187,1359.0097908634846,1.3431324186284026,0.0,0.225085943086887,22.5085943086887,43.84227313070091,-3.0072494019137242e-06,187.37439832317156,0.18336276905784904,0.10167952791647752,False,657.4237546803429,5903.906907729146,2,1,21,-0.0051339934500172785,131,0.5133993450017279,0.5133993450017277,37.18036859297095,0.03566069727876699,0.0010070040000001142,0.6907974985338835,8.980367480940485,2,10.219107609167509,4.1781639806797015,0.6885545397383578,2021-10-01,2021-07-01,1571.1479045133915,3,0.05246483153048772,5.246483153048772,1571.156293300644,28,0.30434782608695654,2.130434782608696,2021-07-01,2020-07-01,0.0007184001044736265,0.0,0.9285714285714286,3,26,0.0,-514.5777243534538,-0.5133993450017277
0.0,-0.0016278923925974157,0.4429418486835996,8,-537.4391398293835,-0.5188510560545869,349.59141712260447,0.3415447802168995,0.009240778921977366,467.8621580495362,0.45626422505309777,0.04094951389155299,1692.7349727037863,1.61581316929149,0.0,0.2575941385555174,25.75941385555174,48.81230296956808,-4.731883776147571e-06,349.59141712260447,0.3415447802168995,0.06201901312811227,False,1074.878279658767,7017.932370743043,2,1,13,-0.005277237968389114,653,0.5277237968389115,0.5277237968389167,142.75784880424544,0.14240923315715806,0.0043091190228923895,0.8705397939533482,6.529048454650111,1,11.261675381484475,3.725781901985535,16.297860805835743,2022-01-01,2021-10-01,997.748176750052,3,0.05943054091084283,5.943054091084283,997.7561153083749,17,0.18478260869565216,1.2934782608695652,2021-10-01,2020-10-01,0.0028684879567052626,0.0,0.8823529411764706,4,15,-0.005099783152702542,-543.0560705993844,-0.5277237968389167
0.0,-0.0001521141405548582,0.7971188371363107,8,-529.6007120714924,-0.5310105659051093,396.9438241818723,0.3851350419835663,0.014183587128226512,505.9490637410916,0.49291687820576324,0.021773586666836486,1690.511212192548,1.7086088211592998,0.0,0.34323929627583505,34.3239296275835,32.40547911399942,-4.955768230565553e-06,396.9438241818723,0.3851350419835663,0.07033780657103193,False,1059.2014241429847,8601.13408359856,2,2,17,-0.010592014241429715,38,1.0592014241429715,1.0620211318102186,207.7022839956743,0.193509827451245,0.007010110081447524,0.9553406032293855,8.120395127449779,2,7.120395127449882,4.003824514043204,154.4773862950779,2022-04-01,2022-01-01,1077.6039083572214,3,0.0754193265945559,7.54193265945559,1077.6136055073373,19,0.2111111111111111,1.4777777777777779,2022-01-01,2021-01-01,0.0011956141128461432,0.0,0.8947368421052632,5,17,0.0,-532.2165424624029,-0.5322165424624029
0.0,-0.00447652501448581,0.6692112397058482,8,-512.6680925351426,-0.5116561181940432,159.0346315130449,0.15801584816090944,0.00643967618979874,472.49590273553235,0.4705294324598873,0.025649098609599408,1617.9325023261435,1.6204272736109684,0.0,0.14801026534916906,14.801026534916906,9.31171086532137,-1.651264558487011e-05,159.03463151304481,0.15801584816090944,0.08100686498855836,False,3588.6766477459983,7087.438541032985,7,3,6,-0.015895066705774574,1130,1.5895066705774574,1.597998051025157,222.08003057229962,0.21790963309568373,0.008885983930571818,0.9216409400457148,1.9749448715265316,1,2.201162132912546,2.1106347644789176,1.6843036173867614,2022-07-01,2022-04-01,1518.5997828565867,3,0.03498761893286995,3.4987618932869955,1518.6063188244832,22,0.24175824175824176,1.6923076923076923,2022-04-01,2021-04-01,0.006044024884447404,0.0,0.6818181818181818,6,15,-0.00022427303993577397,-561.0292607717952,-0.5652609977499741
0.0,-0.002080024794853771,0.3978409985256717,8,-417.8853127914391,-0.4163347014018105,189.13990931779037,0.1886169797672517,0.005042566076886245,310.54495373963624,0.30960731600106417,0.014218322840973574,1654.785199283079,1.64633048521908,0.0,0.09319144001809976,9.319144001809976,20.184751325069634,-3.788304835321346e-06,189.13990931779037,0.1886169797672517,0.04345857854232685,False,835.7706255828782,3105.4495373963623,2,1,5,-0.004616922870006092,1009,0.4616922870006092,0.4616922870006034,32.787815867226534,0.0324636309201477,0.0010070040000000093,0.7431344061010946,3.715672030505473,2,4.915999196257953,1.9088807542883552,1.2428076789952893,2022-10-01,2022-07-01,759.5920216200182,3,0.02269678911813491,2.269678911813491,759.5958104867128,12,0.13043478260869565,0.9130434782608695,2022-07-01,2021-07-01,0.0029516532083328595,0.0,0.8333333333333334,7,10,0.0,-461.69228700060336,-0.4616922870006034
0.0,-0.0013807353425768726,0.42711957934434963,8,-452.4749154791263,-0.45140674249820584,93.81098724381746,0.09467757474465917,0.00221345111817222,327.93351698222193,0.328713710705887,0.011783821838121877,1175.5838329700873,1.1783821838121886,0.0,0.03776604774250636,3.776604774250636,4.646486380056647,-6.152749784164553e-06,93.81098724381741,0.09467757474465917,0.0362154821186057,False,1357.4247464373789,2295.5346188755534,3,2,4,-0.008127872257326177,647,0.8127872257326177,0.8142509622078012,41.29361239610733,0.04122951077523898,0.000993004000000049,0.7247551317512766,1.6910953074196453,1,1.1541887504353854,0.9681495685433203,0.2098153568961161,2023-01-01,2022-10-01,889.7436120635118,3,0.009381098724381736,0.9381098724381736,889.746329663283,10,0.10869565217391304,0.7608695652173912,2022-10-01,2021-10-01,0.0028349499337432917,0.0,0.7,8,7,-0.006075121025271857,-548.3625864153637,-0.5463286055141926
0.0,-0.006160466630540858,1.3911237521943702,8,-548.9491975767833,-0.49587633101310163,426.66933364941417,0.40400247706125275,0.00851401580982063,764.3834406123289,0.7154989875485291,0.0576942579686488,4322.470982195569,3.9871408228421474,0.0,0.7591847760117982,75.91847760117983,29.807450426779667,-2.092305194148095e-05,426.66933364941434,0.40400247706125275,0.13055555555555556,False,4940.542778191049,19873.96945592055,9,4,17,-0.02546963142240874,814,2.546963142240874,2.571499547948532,45.48764809290551,0.041310981975069674,0.0010070040000001227,1.3924484159673303,4.022628757238953,1,5.863228418998921,3.521694633373052,5.646428670487428,2023-04-01,2023-01-01,3099.7152078536337,3,0.14933426677729483,14.933426677729484,3099.7363407316884,35,0.3888888888888889,2.7222222222222223,2023-01-01,2022-01-01,0.010459315959852115,0.0,0.7428571428571429,9,26,-0.006156849602164227,-635.3886355329994,-0.5757373459913612
0.0,-0.00022413069116993003,0.48542848753862516,8,-471.5432629905067,-0.46495845057310564,83.30643842227173,0.08408689515249519,0.0002734284890805309,268.25633889319784,0.26710201039436215,0.008205118425602675,1282.9575117547,1.2766709005771142,0.0,0.040732901694971346,4.073290169497135,5.0226698685580615,-6.4132200079049515e-06,83.3064384222717,0.08408689515249519,0.043935926773455376,False,1414.6297889715202,2414.3070500387807,3,1,6,-0.008109810670607582,98,0.8109810670607582,0.8122548948695905,41.07833936211995,0.04048459220422743,0.0010000040000000302,0.568890195126377,1.7066705853791309,2,1.2326764479106738,0.989298250301249,0.31489490366891254,2023-07-01,2023-04-01,1050.0396379422348,3,0.009996772610672633,0.9996772610672633,1050.042737701824,12,0.13186813186813187,0.9230769230769231,2023-04-01,2022-04-01,0.0009620756709775282,0.0,0.75,10,9,0.0,-547.1705623350584,-0.5388355956519986
