entry_time,exit_time,side,entry_price,exit_price,quantity,notional,stop_loss,take_profit,exit_reason,pnl,pnl_pct,fees,holding_bars,metadata
2023-07-03 15:00:00+00:00,2023-07-03 20:00:00+00:00,LONG,30745.500883999997,30890.40902489286,0.03252508403661758,1000.0,30899.67892857143,31406.56214285714,stop_loss,3.513149460130338,0.003513149460130338,1.2,5,{}
2023-07-03 18:00:00+00:00,2023-07-03 21:00:00+00:00,LONG,31010.280294,30975.442078750002,0.032248503464449255,1000.0351314946014,30984.7375,31627.945,stop_loss,-2.323522462978312,-0.0023234408370290897,1.2000421577935216,3,{}
2023-07-04 19:00:00+00:00,2023-07-04 23:00:00+00:00,SHORT,30892.7294,30766.51,0.032370461130895464,1000.0118962699717,30904.35107142857,30281.817857142858,signal_reversal,2.885765906141039,0.0028857315766991367,1.2000142755239658,4,{}
2023-07-05 10:00:00+00:00,2023-07-05 14:00:00+00:00,SHORT,30670.796000000002,30417.65,0.03260563416512024,1000.0407539290331,30574.10714285714,30142.415714285715,signal_reversal,7.0539369616487075,0.007053649497717653,1.2000489047148397,4,{}
2023-07-05 12:00:00+00:00,2023-07-05 16:00:00+00:00,SHORT,30395.188707,30462.6,0.03290360533502213,1000.1112932986496,30484.685714285715,29994.288571428573,signal_reversal,-3.4182081319538336,-0.00341782775062925,1.2001335519583793,4,{}
2023-07-06 07:00:00+00:00,2023-07-06 10:00:00+00:00,LONG,30701.777770999997,31176.854851071428,0.03257391538290573,1000.07711121733,30611.679642857143,31186.210714285713,take_profit,14.27502807314392,0.014273927393226549,1.200092533460796,3,{}
2023-07-06 14:00:00+00:00,2023-07-06 18:00:00+00:00,SHORT,30364.367956000002,30378.01,0.03294057900192248,1000.2198614980614,30647.891785714284,29347.266428571427,signal_reversal,-1.6496406619272619,-0.0016492780491846484,1.2002638337976737,4,{}
2023-07-10 18:00:00+00:00,2023-07-10 21:00:00+00:00,LONG,30287.273457,30336.498819250002,0.033023882671758785,1000.2033650914422,30345.6025,30895.795000000002,stop_loss,0.42536854930919077,0.0004252820617838074,1.2002440381097306,3,{}
2023-07-12 19:00:00+00:00,2023-07-12 23:00:00+00:00,SHORT,30512.523496,30380.0,0.03278023264473868,1000.2076187769352,30566.10785714286,29730.19428571429,signal_reversal,3.1439018872418263,0.003143249289668703,1.200249142532322,4,{}
2023-07-13 15:00:00+00:00,2023-07-13 18:00:00+00:00,LONG,30581.171599999998,31347.1680275,0.03270767617666446,1000.2390577958076,30697.9325,31356.574999999997,take_profit,23.853676233796932,0.023847975189413676,1.200286869354969,3,{}
2023-07-13 18:00:00+00:00,2023-07-13 22:00:00+00:00,LONG,31079.401024000003,31309.17,0.03219101918294889,1000.4775945581455,30940.942857142858,31883.114285714284,signal_reversal,6.195924400592612,0.006192966673410615,1.2005731134697746,4,{}
2023-07-14 18:00:00+00:00,2023-07-14 22:00:00+00:00,SHORT,30679.423411000003,30227.6,0.032612723531284214,1000.5395538021515,30422.255357142858,29430.979285714286,signal_reversal,13.534544523342374,0.013527245846413303,1.2006474645625818,4,{}
