allow_long,allow_short,atr_stop_mult,atr_tp_mult,bb_lookback,bb_std,bb_width_lookback,bb_width_quantile,deploy_score,donchian_lookback,ema_fast,ema_slow,family,max_holding_bars,max_trend_strength,min_holding_bars,pullback_depth,pullback_rsi,range_lookback,rsi_high,rsi_low,stress_avg_drawdown_r,stress_avg_holding_bars,stress_avg_loss,stress_avg_loss_r,stress_avg_r_multiple,stress_avg_win,stress_avg_win_r,stress_calmar_ratio,stress_expectancy,stress_expectancy_r,stress_exposure_pct,stress_max_consecutive_losses,stress_max_drawdown_pct,stress_max_drawdown_r,stress_payoff_ratio,stress_profit_factor,stress_sharpe_ratio,stress_sortino_ratio,stress_total_fees,stress_total_return_pct,stress_total_slippage,stress_total_trades,stress_trades_per_day,stress_win_rate,train_avg_drawdown_r,train_avg_holding_bars,train_avg_loss,train_avg_loss_r,train_avg_r_multiple,train_avg_win,train_avg_win_r,train_calmar_ratio,train_expectancy,train_expectancy_r,train_exposure_pct,train_max_consecutive_losses,train_max_drawdown_pct,train_max_drawdown_r,train_payoff_ratio,train_profit_factor,train_rank,train_score,train_sharpe_ratio,train_sortino_ratio,train_total_fees,train_total_return_pct,train_total_slippage,train_total_trades,train_trades_per_day,train_win_rate,trend_slope_bars,trend_slope_min,trial,validation_avg_drawdown_r,validation_avg_holding_bars,validation_avg_loss,validation_avg_loss_r,validation_avg_r_multiple,validation_avg_win,validation_avg_win_r,validation_calmar_ratio,validation_expectancy,validation_expectancy_r,validation_exposure_pct,validation_max_consecutive_losses,validation_max_drawdown_pct,validation_max_drawdown_r,validation_payoff_ratio,validation_profit_factor,validation_sharpe_ratio,validation_sortino_ratio,validation_total_fees,validation_total_return_pct,validation_total_slippage,validation_total_trades,validation_trades_per_day,validation_win_rate,volatility_max,volatility_min,volume_lookback,volume_min
True,False,1.0085506899969845,9.229236048755206,55,2.0,200,0.25,-137.9756524091951,10,50,80,channel_breakout,72,0.04581115369601394,1,0.0017491059823590634,44.64230667580273,30,81.67617096153343,30.300336635797734,4.745752432400821,16,-978.5370264611998,-1.0,-0.23572673887766657,6528.990807855894,6.897490364930778,-0.4915342672359369,-252.002074753094,-0.23572673887766657,0.1679020302932646,12,11.361512828387074,12.0,6.672195973480393,0.7148781400157563,-0.7791636302858158,-39640870678425.836,1973.9403390000077,-7.812064317345939,3936.196822334693,31,0.059961315280464215,0.0967741935483871,3.4426639568333544,10,-1408.9438329366658,-1.0,1.1211696043633752,10195.680621281703,7.838206684847397,1.9349432328079954,1376.1660360757428,1.1211696043633752,0.07088948787061995,9,8.64827525163594,9.0,7.2363996228514065,2.2851788282688643,1,230.66072681555323,1.8172347601838599,108758076169831.38,4362.642457264332,68.8083018037871,4435.891008360389,50,0.040436716538617065,0.24,24,0.010695952839585292,802,4.821428571428571,16,-987.8633281761342,-1.0,-0.17539119048169213,7157.262984594552,7.520957698355848,-0.388396606273943,-199.6252979080033,-0.17539119048169213,0.1679020302932646,12,11.361512828387063,12.0,7.245195545226703,0.7762709512742896,-0.5392845298926076,-22404624994124.37,2131.642235145585,-6.188384235148085,2127.583563987048,31,0.059961315280464215,0.0967741935483871,0.12,0.001,50,0.8588341556933348
True,False,1.8669117488760663,11.315666396758681,40,1.5,200,0.15,-42.56511670487568,16,30,200,channel_breakout,48,0.05899316526709855,6,0.027187872545368745,46.65784354839342,30,78.32173331152266,20.861684329792404,2.9142778316669364,25,-963.5925758517172,-0.977090861941188,-0.06772502325455083,2316.566000340958,2.4005536817520357,-0.2579318695337519,-80.47295918445855,-0.06772502325455083,0.21140831453432163,5,5.748594319659888,5.867569481057036,2.404092827607509,0.8857184101711876,-0.2898914199719034,-0.44208019449012476,996.0025988664264,-2.0922969387959163,1989.8161831403688,26,0.05029013539651837,0.2692307692307692,2.465238995312048,22,-1240.7808737122232,-1.0,0.9168129557792238,4558.502245756034,3.7049045278217316,1.944618052598465,1121.8900268118819,0.9168129557792238,0.16132075471698112,8,7.725530557207995,8.0,3.673897899568443,2.5258048059533045,2,206.1277397745798,2.124559881488456,92015426916611.19,1928.7896639304442,60.58206144784158,1991.3650172582277,54,0.043671653861706426,0.4074074074074074,36,0.010175846917106735,961,2.8240630648824303,25,-967.4442217854835,-0.9760962662192992,-0.024659487644624615,2479.728229884764,2.5578117684866344,-0.12929931494908536,-39.359330951186166,-0.024659487644624615,0.21140831453432163,5,5.59988571116134,5.708046719490589,2.563174366071729,0.9443273980264265,-0.1007467272651426,-0.15426910175958358,1042.3112069572376,-1.0233426047308458,1042.3312368592453,26,0.05029013539651837,0.2692307692307692,0.2,0.002,200,0.1953882597575194
True,False,1.5960025241523221,9.860177054704657,55,1.8,150,0.3,-99.47625718230748,16,50,200,channel_breakout,36,0.06562404022789887,4,0.02204813214125106,48.513827165368994,20,59.614558298727786,36.6618431725076,7.37842980564956,15,-979.3911421187144,-1.0,-0.150464507835263,2114.7359721649354,2.209356303733451,-0.31206933016221583,-160.35749422010122,-0.150464507835263,0.1733805994199162,6,12.444047280152965,13.206366337746843,2.159235346554322,0.777324724759556,-0.7140994766532223,-25408551704034.938,1514.1607650834496,-5.452154803483456,3020.4418718814286,34,0.06576402321083172,0.2647058823529412,3.413340914988918,18,-1290.5693312989258,-0.9744254254909729,0.8566834990632726,4765.6329427026285,3.713213421367895,1.523276166731679,1075.1346819829312,0.8566834990632726,0.15592991913746632,9,10.985523827090715,11.536735853300371,3.692659376855126,2.3670893441379013,3,183.87355138639367,2.193456176199644,3.598488967369599,3101.3872871327267,68.80861964690756,3173.3723774458745,64,0.05175899716942984,0.390625,48,0.0009891305799730576,393,7.070624544548176,15,-986.8456437029489,-1.0,-0.10487680574732015,2293.952997474916,2.381576511621235,-0.23412131062986938,-118.39894456763182,-0.10487680574732015,0.1733805994199162,6,12.220501615479842,12.949463126467487,2.3245307025598225,0.8368310529215361,-0.47255531564984565,-19723074195380.816,1600.0142578103432,-4.025564115299421,1597.587879990803,34,0.06576402321083172,0.2647058823529412,0.2,0.0005,100,0.689583764778604
True,False,1.0320091313703215,4.378331358053076,55,2.5,300,0.1,-1000000,24,10,200,channel_breakout,24,0.033631335150860114,4,0.02801409251470215,39.18983893357328,80,70.04391380021676,18.99297366153261,4.338066148262737,12,-972.1259611305207,-0.9885809370665939,-0.22331514490028118,2369.8768697676364,2.4551151276818137,-0.3698675114482352,-229.45866537537472,-0.22331514490028118,0.07251047373509507,5,7.937847573242814,8.17522357099623,2.4378290103595424,0.6965225743884407,-0.8867633096121008,-2.3586325943563065,1178.7856713463282,-4.130255976756758,2351.666002864634,18,0.03481624758220503,0.2222222222222222,2.530061463531249,7,-1243.361801483565,-1.0,0.6427469406494016,3932.278900331277,3.323018264866846,1.4997689985376492,723.3816652060751,0.6427469406494016,0.05323450134770889,6,6.369181315917588,6.4532078244827105,3.16261839123522,1.9383790139828767,4,139.5290700784417,1.8064615566061262,121499129441401.23,3343.2599939748843,36.1690832603038,3382.8152323874506,50,0.040436716538617065,0.38,48,0.0008255950900906251,920,4.087856727447685,12,-976.231031207095,-0.9877485585981466,-0.16589485146105235,2626.5261461142118,2.7105931235187777,-0.29532805685164804,-175.61832513569357,-0.16589485146105235,0.07251047373509507,5,7.597580386896347,7.799183179101769,2.6904759858601826,0.7687074245314808,-0.6162113515056363,-1.6331207835832808,1271.2747170855214,-3.161129852442464,1269.3842414791977,18,0.03481624758220503,0.2222222222222222,0.2,0.002,10,1.8784063125278716
True,False,1.7983429570235017,5.779930087929952,30,2.2,100,0.2,-1000000,12,50,80,channel_breakout,168,0.06313278065438167,3,0.01180952526960039,48.44767513263808,120,74.54856165073492,37.10657644211942,2.171808334132936,28,-1020.7058231409983,-1.0,0.08965394113352607,2708.136919455151,2.7048233998539883,0.21335258230540377,76.01263056375171,0.08965394113352607,0.1543667418627135,4,4.270872662402467,4.293545401550249,2.6532002248419175,1.1055000936841324,0.30521403019187193,0.0,698.2711956689095,1.2922147195837608,1400.5369272596954,17,0.03288201160541586,0.29411764705882354,2.5014153138948987,19,-1146.5875559717706,-1.0,0.5922388373876111,3342.3852055741763,2.942686644959799,1.5701897063645396,666.266828498708,0.5922388373876111,0.1347708894878706,6,5.851985059899993,6.0,2.9150719351226475,1.9747261495992123,5,132.74075279263738,1.9055867067237378,68403056783152.31,1865.3504682537084,34.645875081932815,1901.900106929439,52,0.04205418520016175,0.40384615384615385,48,0.019245385851067186,759,2.081597443371064,28,-1025.0730901798674,-1.0,0.1355332952592414,2872.941363681187,2.860813203881421,0.35231963563265123,121.40174919103106,0.1355332952592414,0.1543667418627135,4,4.1260157452294495,4.138130421797702,2.8026697717497178,1.1677790715623824,0.4421334811107075,18020312236108.84,730.8761495217223,2.063829736247528,733.6743837877262,17,0.03288201160541586,0.29411764705882354,0.2,0.0,10,1.6406436944837606
True,False,2.132372049088527,5.909851020869628,30,2.0,150,0.1,-57.67876560690702,8,20,150,channel_breakout,96,0.01602060255342318,4,0.00120620089715063,41.58703924977677,40,58.756443263503265,20.146867543467494,2.9899914680513127,21,-977.9098993132178,-1.0,-0.09488090815842576,2084.0448160250476,2.1679168214455102,-0.5256472367467874,-103.06569493085624,-0.09488090815842576,0.294231388978408,5,5.855601275342764,5.875252685921579,2.1311215046382737,0.8524486018553094,-0.5906157448214038,-22350020487656.707,1385.0508988070517,-4.328759187095987,2764.2136630590326,42,0.08123791102514506,0.2857142857142857,3.2054499688399662,22,-1229.80047484012,-0.9764338972100158,0.5821962480387054,3164.891727539878,2.5659073419916236,1.7273661611571691,703.8640942070792,0.5821962480387054,0.22412398921832885,8,7.725530557207988,8.0,2.5735001671318507,2.0220358456035967,6,129.57976205686745,2.45329570344364,2.996945001248972,2523.5213159152736,52.78980706553097,2578.8925365174973,75,0.0606550748079256,0.44,18,0.00020988583830089115,266,2.7533649097597364,21,-984.3323855812507,-1.0,-0.06182743293491314,2209.0191276895753,2.283603984727804,-0.3915155243340765,-71.9462389324434,-0.06182743293491314,0.294231388978408,5,5.477157344487321,5.553712597519315,2.244180075803504,0.8976720303214014,-0.37165680723672717,-15468442446216.941,1443.6900309639857,-3.0217420351626205,1442.1118430195575,42,0.08123791102514506,0.2857142857142857,0.2,0.002,150,0.6691854765274966
True,False,1.9892832898387591,11.101626904156882,14,2.0,150,0.2,-5.248124914445466,80,80,100,channel_breakout,18,0.00787383463311169,4,0.03001220549564561,39.468827222543815,30,66.61008377618873,29.477129894618315,1.9196127668075718,13,-761.6626196329886,-0.7478306583245068,0.007701478133371911,1146.8631320109223,1.14099968282019,0.007484050954840362,1.7476810245757974,0.007701478133371911,0.10634869481147277,6,4.124176865010875,4.175197808510117,1.5057364014575703,1.0038242676383802,0.049067776904406085,0.012747097299560394,918.3278582738244,0.04369202561440761,1838.5909587587985,25,0.048355899419729204,0.4,1.8885771313448676,12,-1071.27525397286,-0.9585872432403438,0.4910810731287894,2138.3076442325414,1.9407493894979226,1.4767561262580626,533.5161951298408,0.4910810731287894,0.08611859838274932,5,4.900995010000005,5.0,1.9960394271244075,1.9960394271244073,7,116.76323845224769,1.626816334927837,1.5939421610596396,1563.3429707606895,26.67580975649202,1591.6119542525298,50,0.040436716538617065,0.5,48,0.012687422837225432,687,1.8026567156033249,13,-756.250704520901,-0.7383956624320794,0.04621572495338128,1234.442155717241,1.2231328060315723,0.17790752003453975,40.026439574355834,0.04621572495338128,0.10634869481147277,6,3.9678644163624712,4.0113093232364685,1.6323186852424596,1.0882124568283063,0.28415335315581924,0.07368029209769124,957.7314367847956,1.0006609893589047,959.6927472960614,25,0.048355899419729204,0.4,0.2,0.002,50,0.24324205671248939
True,False,2.206904020916317,5.800990698805919,14,1.5,50,0.3,31.04389046678731,24,20,80,channel_breakout,36,0.029659673878367127,1,0.0337990341533074,37.535405842360184,120,63.620000009161075,26.901819708220696,1.9941194405780929,18,-895.4273978151605,-0.8991308118955126,0.1282500811308887,1746.536689578647,1.7720595099731304,0.6683215374196434,120.71263579784238,0.1282500811308887,0.1530776667740896,3,3.3026457435090277,3.3360858780883618,1.9505061983140006,1.2190663739462504,0.6634788072106393,0.3023076385391376,868.7735322047414,3.138528530743861,1745.5846800823601,26,0.05029013539651837,0.38461538461538464,3.1054744518886976,17,-1087.4825362499264,-0.9341003749566329,0.4994118721980323,2234.508657959149,1.9329241193526976,1.1768178465744035,573.5130608546112,0.4994118721980323,0.1555256064690027,7,8.45555377502408,8.710221622779272,2.0547536015287435,2.0547536015287444,8,115.24234849390173,2.2565364291602132,1.5724648821627571,1909.6759697290609,37.85186201640431,1949.4792187322912,66,0.05337646583097452,0.5,36,0.011186668094970148,769,1.8280814016064157,18,-895.1597049076678,-0.8956150379499033,0.16894023070259717,1853.7788840808407,1.8722286605465979,0.9104353503207272,162.12436778022015,0.16894023070259717,0.1530776667740896,3,3.2510614274487244,3.2823855550354812,2.0708917905012836,1.2943073690633022,0.8407945177727424,0.38477391168863007,902.9679699241207,4.215233562285721,908.0921977500146,26,0.05029013539651837,0.38461538461538464,0.2,0.003,20,0.7553058196406738
True,True,4.096442742763885,5.4205005136704605,40,2.2,50,0.1,-82.60136851549314,16,30,150,channel_breakout,360,0.05389291431745497,4,0.011239044019701678,53.1231857452399,40,69.27410777710743,19.727509582736463,4.882750189205537,74,-936.20439495962,-0.9673351735956015,-0.12775514836105525,1144.5822067129495,1.2015798915936433,-0.33751100670818807,-130.73861366701243,-0.12775514836105525,0.7412181759587496,5,8.534907171790755,8.839823985691911,1.22257726290883,0.7721540607845243,-0.929375933181177,-0.7904989468897997,497.5266938225963,-4.052897023677375,1002.2045324918109,31,0.059961315280464215,0.3870967741935484,1.5558807706627154,53,-1111.392204157436,-0.9633227654956648,0.3967856715477516,1429.9494600699245,1.233775478959085,1.9883775913191482,461.81930226902534,0.3967856715477516,0.6039083557951482,3,5.1156773215291205,5.217925371194145,1.286629017839829,2.090772153989722,9,110.16654532662395,2.8682986445150465,2.173719060850677,1403.6820097305492,38.79282139059817,1418.4708795106965,84,0.06793368378487667,0.6190476190476191,18,0.009431868041039616,768,4.759257361048655,74,-937.4851010062768,-0.967010181941727,-0.1123895031451166,1184.3356551676336,1.2407599049495166,-0.30424196306717877,-116.13513087444045,-0.1123895031451166,0.7412181759587496,5,8.404863627691464,8.696156256012118,1.26331144238601,0.7978809109806381,-0.8047643102315843,-0.6887084849056381,507.3289079539419,-3.600189057107651,511.1561409830817,31,0.059961315280464215,0.3870967741935484,0.2,0.001,30,0.8637070253054016
True,False,1.3746670512114278,3.108075105241515,20,2.0,150,0.3,-163.70781391881854,8,50,100,channel_breakout,360,0.05033394387360302,1,0.01712282534172876,42.22539913595196,30,71.50712797203836,36.594249446083424,7.987414378590437,10,-931.1014435979033,-1.0,-0.28127724476257915,1585.0907829213763,1.7442141563610614,-0.6687179614650651,-272.09871760475863,-0.28127724476257915,0.14598775378665807,5,12.286661778239125,12.849617882474366,1.7023824781071855,0.6040712019090013,-2.0531890828418993,-55869565601584.51,1938.5007930119082,-11.428146139399876,3857.999768748732,42,0.08123791102514506,0.2619047619047619,1.412375901178993,7,-1109.9915761542609,-1.0,0.4452808097452918,2150.87281160902,1.942178791267201,1.9227085966257356,491.83654415050876,0.4452808097452918,0.05592991913746631,4,3.9403990000000104,4.0,1.9377379592924973,1.8709194089720669,10,108.13162101416758,1.9747239864981774,77305005116355.47,2848.6290063154506,28.03468301657896,2879.546081196285,57,0.046097856854023456,0.49122807017543857,48,0.02258516051395949,651,7.252702982947899,10,-937.1610777809911,-1.0,-0.24127992808081064,1736.1343397315782,1.8969311836914506,-0.6333990098635219,-237.01227795627068,-0.24127992808081064,0.14598775378665807,5,11.272648605133028,11.679206958986683,1.8525463561103017,0.6573551586197846,-1.683673069323055,-48386586414513.58,2053.676716801394,-9.954515674163353,2045.7700227750042,42,0.08123791102514506,0.2619047619047619,0.12,0.002,75,0.7990078011551368
