allow_long,allow_short,atr_stop_mult,atr_tp_mult,bb_lookback,bb_std,bb_width_lookback,bb_width_quantile,donchian_lookback,ema_fast,ema_slow,family,max_holding_bars,max_trend_strength,min_holding_bars,pullback_depth,pullback_rsi,range_lookback,rsi_high,rsi_low,trend_slope_bars,trend_slope_min,trial,validation_avg_drawdown_r,validation_avg_holding_bars,validation_avg_loss,validation_avg_loss_r,validation_avg_r_multiple,validation_avg_win,validation_avg_win_r,validation_calmar_ratio,validation_expectancy,validation_expectancy_r,validation_exposure_pct,validation_max_consecutive_losses,validation_max_drawdown_pct,validation_max_drawdown_r,validation_payoff_ratio,validation_profit_factor,validation_rank_score,validation_sharpe_ratio,validation_sortino_ratio,validation_total_fees,validation_total_return_pct,validation_total_slippage,validation_total_trades,validation_trades_per_day,validation_win_rate,volatility_max,volatility_min,volume_lookback,volume_min,wf_max_dd_r,wf_mean_exp_r,wf_mean_pf,wf_mean_return_pct,wf_min_exp_r,wf_min_pf,wf_min_return_pct,wf_positive_exp,wf_profitable,wf_rank,wf_score,wf_total_trades,wf_windows
True,True,2.835342853377423,9.041348711000811,55,2.5,200,0.2,16,10,50,channel_breakout,48,0.05224887603539623,4,0.024570561433501486,47.20447990837966,80,77.69138777256484,40.22120076225424,6,0.0035692737966148413,570,7.088033550153997,28,-860.5226063305252,-0.8929045477087607,-0.1217403848497819,1192.1464406716034,1.2582375907926013,-0.40564827973930456,-124.66011778259235,-0.1217403848497819,0.485659039639059,8,11.62164925948013,12.085196404407814,1.3853749243790374,0.7741801048000502,-22.99198207102934,-1.0255448567251189,-0.6387212544308922,2223.649509406322,-6.606986242477434,4471.325400688261,53,0.10251450676982592,0.3584905660377358,0.2,0.001,100,1.3888929604444011,5.601868456450771,0.01013702403828433,1.1497595008341985,-0.1097520647061002,-0.5601868456450771,0.2911647758289243,-5.509082333987012,5,5,1,18.132151502751473,83,11
True,True,2.159058005218362,2.1680370599876753,20,2.2,300,0.2,120,10,80,ema_momentum,36,0.0060521900109712,2,0.021202856944338697,34.14670785349695,30,65.77639054020894,35.15485147688776,6,0.011061367747926577,370,1.8482810157476335,9,-921.8995839251098,-0.8947421921413761,0.05655843744160039,681.5812684387404,0.668108842173514,0.4974655452083238,54.13223925288605,0.05655843744160039,0.13438607798904287,3,3.523524915652227,3.556746685858686,0.73932267713672,1.1500574977682307,20.937901348238654,0.681873752468636,0.2502487408858219,2557.4987667803625,2.490083005632754,5110.501324932782,46,0.08897485493230174,0.6086956521739131,0.12,0.001,20,0.5359613137190402,5.663793291134223,-0.08363078784357517,1.1988923149499737,-1.0828144167873002,-0.5007936454782764,0.2172256624986931,-4.64990007873367,4,4,2,0.1188731843677342,93,11
True,True,3.6273294709508463,9.439034222226637,30,1.8,150,0.3,10,30,50,range_reversion,18,0.012788843128450382,5,0.022970236585675465,45.35802270783983,120,68.92149730979084,30.634216057534083,12,0.019367532710386333,648,6.3868528235952375,11,-653.6708362800069,-0.6884209916995434,-0.1623184914305986,508.4530103573518,0.5391515089279946,-0.680165464653953,-155.6177591497103,-0.1623184914305986,0.2545923300032227,6,11.504635826613118,12.0531697831004,0.7778425809095612,0.5833819356821711,-39.05647238022051,-2.7165995816086976,-0.7976958847123274,2481.6999377929633,-10.89324314047971,4965.587580015753,70,0.13539651837524178,0.42857142857142855,0.12,0.003,150,1.0850140855633559,4.678876995228581,-0.10944299288808831,1.034412176181954,-0.8906376888433403,-0.3599136150175832,0.20080055277911718,-4.598610874968348,3,3,3,-3.1799076126888632,108,11
True,True,3.135871476480915,8.068708683753192,20,1.8,100,0.1,20,14,50,ema_momentum,72,0.026664519785357315,2,0.003864992036096466,36.7101273554965,40,78.08506801395801,26.793017312928427,18,0.00845792789789275,30,5.531337892219744,33,-769.6208574813397,-0.8083109696085987,-0.21480897757701117,949.549034952608,1.0145880059169916,-0.5758973335329249,-209.89112506098462,-0.21480897757701117,0.46213341927167256,4,11.224445261787434,11.718398864287813,1.2337880733379565,0.5956218285079792,-45.60540356730536,-1.9317904221317728,-0.8758078914810544,1590.5021448977825,-9.025318377622316,3187.1851707743176,43,0.08317214700193423,0.32558139534883723,0.2,0.003,30,0.6905391684045897,7.229601804835994,-0.02045197714346334,4.37009673190716,-0.6884302573437135,-0.46090270410781137,0.26929172082741965,-6.741709443822024,3,3,4,-6.985044764297328,99,11
True,True,2.9942035406051395,2.2983488428007472,40,1.8,300,0.25,8,14,150,squeeze_breakout,18,0.07663673225910608,5,0.022138835627968284,51.76063042600815,20,75.07419646663372,28.888820340324493,48,0.018159974818628844,308,3.0580046610783436,10,-821.7993906766243,-0.8224830426911991,-0.028638015430099303,433.3663976855971,0.4367194143436488,-0.1937776885920138,-30.49921975261509,-0.028638015430099303,0.1514663229133097,3,5.1255585944950885,5.201274788605284,0.5273384266308437,0.8995773160173216,-2.623372194599866,-0.4214286040242713,-0.10863228129336482,2387.0980446565577,-1.4029641086203046,4786.548635269201,46,0.08897485493230174,0.6304347826086957,0.2,0.002,10,0.6842906025692663,4.5782529914392445,-0.10804345896817313,0.9521481290816008,-0.8616480606305928,-0.5086947768265827,0.1606482520309353,-4.5014738349145915,3,3,5,-11.929056262346212,83,11
True,True,3.7349549774657786,10.658876444338247,30,2.0,50,0.25,12,80,80,range_reversion,24,0.05834878990152011,3,0.021084121942284456,48.24843053496475,120,68.79273823736794,36.957926885219436,48,0.010257666343725772,257,9.499111740879798,12,-742.6096171340038,-0.8079553332701376,-0.19379684942794792,471.6116469013821,0.5227213817212732,-0.7094193876664852,-182.19980296382565,-0.19379684942794792,0.30357718337093137,6,14.467591867536292,15.416537101448032,0.6350734437314456,0.5443486660555249,-56.43447398510471,-3.245742743994281,-1.3163433508947302,2614.311129505612,-14.21158463117844,5235.424203719597,78,0.15087040618955513,0.46153846153846156,0.12,0.0005,10,0.5451203159901309,7.981296869142453,-0.10615210222333162,0.9419040512693259,-1.4929672545921429,-0.44900530416410517,0.1672949947427521,-6.973126874937982,3,3,6,-15.784236060689647,161,11
True,True,1.3995392997311946,9.437945682310973,80,2.5,300,0.1,55,10,80,channel_breakout,96,0.03603862907539749,4,0.01839596243271607,43.89584347456812,80,66.36074185159161,32.40198449030805,12,0.0013146298463535102,379,7.3986427014928315,22,-966.6333680477179,-1.0,-0.05396958770041633,3584.255123076969,3.8161548262524265,-0.2188075574213871,-72.70884300536864,-0.05396958770041633,0.4057363841443764,10,13.22654632346271,13.567617098049153,3.7079778554675675,0.9063945868920719,-30.276505682508322,-0.2769144519506758,-14379894028820.85,4102.041347461448,-4.071695208300618,8237.019386397706,56,0.10831721470019343,0.19642857142857142,0.12,0.002,150,0.895951512991685,9.0,0.012811537666564277,1.155862797200848,-0.19732349307951785,-1.0,0.0,-8.648275251635917,5,5,7,-22.882869003362636,86,11
True,True,4.430525420344933,10.546258194272038,40,1.5,300,0.25,24,10,80,channel_breakout,24,0.06953621523646927,1,0.0047200521319028235,55.58578196527433,55,70.78788571045187,29.26338911885456,36,0.002980288477422219,477,4.383722847178591,18,-693.6243025347119,-0.6919950169646352,-0.07047176102162456,790.8467337892248,0.794256247246912,-0.32836619810563655,-72.84550552652018,-0.07047176102162456,0.33322591040928135,5,8.671569872934477,8.936220756646264,1.1401658374702746,0.8194941956817593,-23.00689201986163,-0.827678044925086,-0.2858425004712463,1761.5384661342425,-4.006502803958589,3531.0767986043115,55,0.10638297872340426,0.41818181818181815,0.12,0.002,200,0.659479031698788,4.496814993982417,-0.15723882479125273,0.7476422025070115,-1.2152906606038874,-0.5572943438670106,0.022300613451982188,-4.3812123146441735,3,3,8,-24.570322055103446,89,11
True,True,1.2480452804879008,5.221190870817736,14,2.0,200,0.3,12,20,300,squeeze_breakout,360,0.053878345578468316,1,0.02439631838427022,35.56584139366101,80,59.21942485418748,22.32903231744197,6,0.003383866398934535,45,9.67846533293026,9,-1020.6439337731279,-1.0,-0.06938408066552446,2408.640808060797,2.3901008490041606,-0.1873696449848591,-79.27165170107003,-0.06938408066552446,0.14888817273606186,9,15.335693841827236,16.24832752271069,2.3599227197250925,0.8929437317878729,-40.73025982842064,-0.4533746798342264,-16950797638891.867,5489.1268922028285,-4.042854236754618,11017.1558926718,51,0.09864603481624758,0.27450980392156865,0.2,0.001,20,0.890972838345852,9.0,-0.08652429377951135,1.207564104374548,-0.5217398044473931,-1.0,0.0,-8.648275251635917,5,5,9,-27.549217078681266,94,11
True,True,3.5422377190980816,4.1066975127637875,30,1.5,150,0.15,30,10,50,range_reversion,24,0.05284731227693829,5,0.01646163147664542,52.14794758790915,30,71.54820228011917,40.011604357625295,18,0.013372911191000364,332,8.352076976247053,12,-775.3547923996215,-0.8394501587475619,-0.18994069200165753,491.28502168801214,0.5350931313426077,-0.7244413778065797,-176.83268244612432,-0.18994069200165753,0.37318723815662264,3,16.091774102597295,17.284602972150836,0.6336260851210442,0.5676233679209354,-67.52121843197357,-3.3546475639306492,-1.6097066882815319,3208.4111170050837,-16.091774102597295,6415.325075364188,91,0.1760154738878143,0.4725274725274725,0.08,0.002,150,1.0273254268332612,5.124434317804145,-0.16950612573055007,0.669166517909768,-1.6514714377720627,-0.5133946698265287,0.13321376443134716,-4.541186011992352,2,2,10,-36.7694151994751,130,11
True,True,2.5233922913450346,7.372389238494832,20,2.0,200,0.25,16,30,300,channel_breakout,48,0.07147419850666542,6,0.006447047527515811,41.04151826845073,80,70.30236089468141,19.147239736794567,48,0.007880178240516183,267,9.820879361927572,22,-941.5503479820079,-0.9450297001360805,-0.21633013854406544,1692.1885643973646,1.6894994840812045,-0.4120428008380655,-213.06937221750053,-0.21633013854406544,0.3406380921688688,12,17.43415112893438,18.88059352284283,1.7972364069793756,0.6871786261979964,-79.12789954897457,-1.6145635870538275,-1.3252669731095001,2431.891750464397,-10.0142604942225,4869.734593055158,47,0.09090909090909091,0.2765957446808511,0.12,0.0005,150,0.8448465751542018,7.0,-0.24027814813153858,0.8013310220478208,-1.5383464088895773,-1.0,0.0,-6.273953863547329,4,4,11,-56.315347544398755,80,11
